timestamp,pub_timestamp,mag_inconsistency_angle,publisher_id
1771685523328000,1771685523328000,0.0,126
1771685720828000,1771685720828000,0.0,126
1771685720832000,1771685720832000,0.0,126
1771685720836000,1771685720836000,0.0,126
1771685720840000,1771685720840000,0.0,126
1771685720844000,1771685720844000,0.0,126
1771685720848000,1771685720848000,0.0,126
1771685720852000,1771685720852000,0.0,126
1771685720856000,1771685720856000,0.0,126
1771685720860000,1771685720860000,0.0,126
1771685720864000,1771685720864000,0.0,126
1771685720868000,1771685720868000,0.0,126
1771685720872000,1771685720872000,0.0,126
1771685720876000,1771685720876000,0.0,126
1771685720880000,1771685720880000,0.0,126
1771685720884000,1771685720884000,0.0,126
1771685720888000,1771685720888000,0.0,126
1771685720892000,1771685720892000,0.0,126
1771685720896000,1771685720896000,0.0,126
1771685720900000,1771685720900000,0.0,126
1771685720904000,1771685720904000,0.0,126
1771685720908000,1771685720908000,0.0,126
1771685720912000,1771685720912000,0.0,126
1771685720916000,1771685720916000,0.0,126
1771685720920000,1771685720920000,0.0,126
1771685720924000,1771685720924000,0.0,126
1771685720928000,1771685720928000,0.0,126
1771685720932000,1771685720932000,0.0,126
1771685720936000,1771685720936000,0.0,126
1771685720940000,1771685720940000,0.0,126
1771685720944000,1771685720944000,0.0,126
1771685720948000,1771685720948000,0.0,126
1771685720952000,1771685720952000,0.0,126
1771685720956000,1771685720956000,0.0,126
1771685720960000,1771685720960000,0.0,126
1771685720964000,1771685720964000,0.0,126
1771685720968000,1771685720968000,0.0,126
1771685720972000,1771685720972000,0.0,126
1771685720976000,1771685720976000,0.0,126
1771685720980000,1771685720980000,0.0,126
1771685720984000,1771685720984000,0.0,126
1771685720988000,1771685720988000,0.0,126
1771685720992000,1771685720992000,0.0,126
1771685720996000,1771685720996000,0.0,126
1771685721000000,1771685721000000,0.0,126
1771685721004000,1771685721004000,0.0,126
1771685721008000,1771685721008000,0.0,126
1771685721012000,1771685721012000,0.0,126
1771685721016000,1771685721016000,0.0,126
1771685721020000,1771685721020000,0.0,126
1771685721024000,1771685721024000,0.0,126
1771685721028000,1771685721028000,0.0,126
1771685721032000,1771685721032000,0.0,126
1771685721036000,1771685721036000,0.0,126
1771685721040000,1771685721040000,0.0,126
1771685721044000,1771685721044000,0.0,126
1771685721048000,1771685721048000,0.0,126
1771685721052000,1771685721052000,0.0,126
1771685721056000,1771685721056000,0.0,126
1771685721060000,1771685721060000,0.0,126
1771685721064000,1771685721064000,0.0,126
1771685721068000,1771685721068000,0.0,126
1771685721072000,1771685721072000,0.0,126
1771685721076000,1771685721076000,0.0,126
1771685721080000,1771685721080000,0.0,126
1771685721084000,1771685721084000,0.0,126
1771685721088000,1771685721088000,0.0,126
1771685721092000,1771685721092000,0.0,126
1771685721096000,1771685721096000,0.0,126
1771685721100000,1771685721100000,0.0,126
1771685721104000,1771685721104000,0.0,126
1771685721108000,1771685721108000,0.0,126
1771685721112000,1771685721112000,0.0,126
1771685721116000,1771685721116000,0.0,126
1771685721120000,1771685721120000,0.0,126
1771685721124000,1771685721124000,0.0,126
1771685721128000,1771685721128000,0.0,126
1771685721132000,1771685721132000,0.0,126
1771685721136000,1771685721136000,0.0,126
1771685721140000,1771685721140000,0.0,126
1771685721144000,1771685721144000,0.0,126
1771685721148000,1771685721148000,0.0,126
1771685721152000,1771685721152000,0.0,126
1771685721156000,1771685721156000,0.0,126
1771685721160000,1771685721160000,0.0,126
1771685721164000,1771685721164000,0.0,126
1771685721168000,1771685721168000,0.0,126
1771685721172000,1771685721172000,0.0,126
1771685721176000,1771685721176000,0.0,126
1771685721180000,1771685721180000,0.0,126
1771685721184000,1771685721184000,0.0,126
1771685721188000,1771685721188000,0.0,126
1771685721192000,1771685721192000,0.0,126
1771685721196000,1771685721196000,0.0,126
1771685721200000,1771685721200000,0.0,126
1771685721204000,1771685721204000,0.0,126
1771685721208000,1771685721208000,0.0,126
1771685721212000,1771685721212000,0.0,126
1771685721216000,1771685721216000,0.0,126
1771685721220000,1771685721220000,0.0,126
1771685721224000,1771685721224000,0.0,126
1771685721228000,1771685721228000,0.0,126
1771685721232000,1771685721232000,0.0,126
1771685721236000,1771685721236000,0.0,126
1771685721240000,1771685721240000,0.0,126
1771685721244000,1771685721244000,0.0,126
1771685721248000,1771685721248000,0.0,126
1771685721252000,1771685721252000,0.0,126
1771685721256000,1771685721256000,0.0,126
1771685721260000,1771685721260000,0.0,126
1771685721264000,1771685721264000,0.0,126
1771685721268000,1771685721268000,0.0,126
1771685721272000,1771685721272000,0.0,126
1771685721276000,1771685721276000,0.0,126
1771685721280000,1771685721280000,0.0,126
1771685721284000,1771685721284000,0.0,126
1771685721288000,1771685721288000,0.0,126
1771685721292000,1771685721292000,0.0,126
1771685721296000,1771685721296000,0.0,126
1771685721300000,1771685721300000,0.0,126
1771685721304000,1771685721304000,0.0,126
1771685721308000,1771685721308000,0.0,126
1771685721312000,1771685721312000,0.0,126
1771685721316000,1771685721316000,0.0,126
1771685721320000,1771685721320000,0.0,126
1771685721324000,1771685721324000,0.0,126
1771685721328000,1771685721328000,0.0,126
1771685721332000,1771685721332000,0.0,126
1771685721336000,1771685721336000,0.0,126
1771685721340000,1771685721340000,0.0,126
1771685721344000,1771685721344000,0.0,126
1771685721348000,1771685721348000,0.0,126
1771685721352000,1771685721352000,0.0,126
1771685721356000,1771685721356000,0.0,126
1771685721360000,1771685721360000,0.0,126
1771685721364000,1771685721364000,0.0,126
1771685721368000,1771685721368000,0.0,126
1771685721372000,1771685721372000,0.0,126
1771685721376000,1771685721376000,0.0,126
1771685721380000,1771685721380000,0.0,126
1771685721384000,1771685721384000,0.0,126
1771685721388000,1771685721388000,0.0,126
1771685721392000,1771685721392000,0.0,126
1771685721396000,1771685721396000,0.0,126
1771685721400000,1771685721400000,0.0,126
1771685721404000,1771685721404000,0.0,126
1771685721408000,1771685721408000,0.0,126
1771685721412000,1771685721412000,0.0,126
1771685721416000,1771685721416000,0.0,126
1771685721420000,1771685721420000,0.0,126
1771685721424000,1771685721424000,0.0,126
1771685721428000,1771685721428000,0.0,126
1771685721432000,1771685721432000,0.0,126
1771685721436000,1771685721436000,0.0,126
1771685721440000,1771685721440000,0.0,126
1771685721444000,1771685721444000,0.0,126
1771685721448000,1771685721448000,0.0,126
1771685721452000,1771685721452000,0.0,126
1771685721456000,1771685721456000,0.0,126
1771685721460000,1771685721460000,0.0,126
1771685721464000,1771685721464000,0.0,126
1771685721468000,1771685721468000,0.0,126
1771685721472000,1771685721472000,0.0,126
1771685721476000,1771685721476000,0.0,126
1771685721480000,1771685721480000,0.0,126
1771685721484000,1771685721484000,0.0,126
1771685721488000,1771685721488000,0.0,126
1771685721492000,1771685721492000,0.0,126
1771685721496000,1771685721496000,0.0,126
1771685721500000,1771685721500000,0.0,126
1771685721504000,1771685721504000,0.0,126
1771685721508000,1771685721508000,0.0,126
1771685721512000,1771685721512000,0.0,126
1771685721516000,1771685721516000,0.0,126
1771685721520000,1771685721520000,0.0,126
1771685721524000,1771685721524000,0.0,126
1771685721528000,1771685721528000,0.0,126
1771685721532000,1771685721532000,0.0,126
1771685721536000,1771685721536000,0.0,126
1771685721540000,1771685721540000,0.0,126
1771685721544000,1771685721544000,0.0,126
1771685721548000,1771685721548000,0.0,126
1771685721552000,1771685721552000,0.0,126
1771685721556000,1771685721556000,0.0,126
1771685721560000,1771685721560000,0.0,126
1771685721564000,1771685721564000,0.0,126
1771685721568000,1771685721568000,0.0,126
1771685721572000,1771685721572000,0.0,126
1771685721576000,1771685721576000,0.0,126
1771685721580000,1771685721580000,0.0,126
1771685721584000,1771685721584000,0.0,126
1771685721588000,1771685721588000,0.0,126
1771685721592000,1771685721592000,0.0,126
1771685721596000,1771685721596000,0.0,126
1771685721600000,1771685721600000,0.0,126
1771685721604000,1771685721604000,0.0,126
1771685721608000,1771685721608000,0.0,126
1771685721612000,1771685721612000,0.0,126
1771685721616000,1771685721616000,0.0,126
1771685721620000,1771685721620000,0.0,126
1771685721624000,1771685721624000,0.0,126
1771685721628000,1771685721628000,0.0,126
1771685721632000,1771685721632000,0.0,126
1771685721636000,1771685721636000,0.0,126
1771685721640000,1771685721640000,0.0,126
1771685721644000,1771685721644000,0.0,126
1771685721648000,1771685721648000,0.0,126
1771685721652000,1771685721652000,0.0,126
1771685721656000,1771685721656000,0.0,126
1771685721660000,1771685721660000,0.0,126
1771685721664000,1771685721664000,0.0,126
1771685721668000,1771685721668000,0.0,126
1771685721672000,1771685721672000,0.0,126
1771685721676000,1771685721676000,0.0,126
1771685721680000,1771685721680000,0.0,126
1771685721684000,1771685721684000,0.0,126
1771685721688000,1771685721688000,0.0,126
1771685721692000,1771685721692000,0.0,126
1771685721696000,1771685721696000,0.0,126
1771685721700000,1771685721700000,0.0,126
1771685721704000,1771685721704000,0.0,126
1771685721708000,1771685721708000,0.0,126
1771685721712000,1771685721712000,0.0,126
1771685721716000,1771685721716000,0.0,126
1771685721720000,1771685721720000,0.0,126
1771685721724000,1771685721724000,0.0,126
1771685721728000,1771685721728000,0.0,126
1771685721732000,1771685721732000,0.0,126
1771685721736000,1771685721736000,0.0,126
1771685721740000,1771685721740000,0.0,126
1771685721744000,1771685721744000,0.0,126
1771685721748000,1771685721748000,0.0,126
1771685721752000,1771685721752000,0.0,126
1771685721756000,1771685721756000,0.0,126
1771685721760000,1771685721760000,0.0,126
1771685721764000,1771685721764000,0.0,126
1771685721768000,1771685721768000,0.0,126
1771685721772000,1771685721772000,0.0,126
1771685721776000,1771685721776000,0.0,126
1771685721780000,1771685721780000,0.0,126
1771685721784000,1771685721784000,0.0,126
1771685721788000,1771685721788000,0.0,126
1771685721792000,1771685721792000,0.0,126
1771685721796000,1771685721796000,0.0,126
1771685721800000,1771685721800000,0.0,126
1771685721804000,1771685721804000,0.0,126
1771685721808000,1771685721808000,0.0,126
1771685721812000,1771685721812000,0.0,126
1771685721816000,1771685721816000,0.0,126
1771685721820000,1771685721820000,0.0,126
