timestamp,pub_timestamp,tilt_limit,publisher_id,takeoff_state
1771685523332000,1771685523332000,0.20943952,52,2
1771685524332000,1771685524332000,0.20943952,52,4
1771685527340000,1771685527340000,0.21103951,52,5
1771685527348000,1771685527348000,0.21263951,52,5
1771685527356000,1771685527356000,0.21423951,52,5
1771685527364000,1771685527364000,0.2158395,52,5
1771685527372000,1771685527372000,0.2174395,52,5
1771685527380000,1771685527380000,0.2190395,52,5
1771685527388000,1771685527388000,0.2206395,52,5
1771685527396000,1771685527396000,0.2222395,52,5
1771685527404000,1771685527404000,0.22383949,52,5
1771685527412000,1771685527412000,0.22543949,52,5
1771685527420000,1771685527420000,0.22703949,52,5
1771685527428000,1771685527428000,0.22863948,52,5
1771685527436000,1771685527436000,0.23023948,52,5
1771685527444000,1771685527444000,0.23183948,52,5
1771685527452000,1771685527452000,0.23343948,52,5
1771685527460000,1771685527460000,0.23503947,52,5
1771685527468000,1771685527468000,0.23663947,52,5
1771685527476000,1771685527476000,0.23823947,52,5
1771685527484000,1771685527484000,0.23983946,52,5
1771685527492000,1771685527492000,0.24143946,52,5
1771685527500000,1771685527500000,0.24303946,52,5
1771685527508000,1771685527508000,0.24463946,52,5
1771685527516000,1771685527516000,0.24623945,52,5
1771685527524000,1771685527524000,0.24783945,52,5
1771685527532000,1771685527532000,0.24943945,52,5
1771685527540000,1771685527540000,0.25103945,52,5
1771685527548000,1771685527548000,0.25263944,52,5
1771685527556000,1771685527556000,0.25423944,52,5
1771685527564000,1771685527564000,0.25583944,52,5
1771685527572000,1771685527572000,0.25743943,52,5
1771685527580000,1771685527580000,0.25903943,52,5
1771685527588000,1771685527588000,0.26063943,52,5
1771685527596000,1771685527596000,0.26223943,52,5
1771685527604000,1771685527604000,0.26383942,52,5
1771685527612000,1771685527612000,0.26543942,52,5
1771685527620000,1771685527620000,0.26703942,52,5
1771685527628000,1771685527628000,0.26863942,52,5
1771685527636000,1771685527636000,0.2702394,52,5
1771685527644000,1771685527644000,0.2718394,52,5
1771685527652000,1771685527652000,0.2734394,52,5
1771685527660000,1771685527660000,0.2750394,52,5
1771685527668000,1771685527668000,0.2766394,52,5
1771685527676000,1771685527676000,0.2782394,52,5
1771685527684000,1771685527684000,0.2798394,52,5
1771685527692000,1771685527692000,0.2814394,52,5
1771685527700000,1771685527700000,0.2830394,52,5
1771685527708000,1771685527708000,0.2846394,52,5
1771685527716000,1771685527716000,0.2862394,52,5
1771685527724000,1771685527724000,0.28783938,52,5
1771685527732000,1771685527732000,0.28943938,52,5
