timestamp,pub_timestamp,safe_points_id,publisher_id,is_evaluation_pending,has_vtol_approach,rtl_type,safe_point_index
1771685522156000,1771685522156000,3900944787,96,0,0,1,0
1771685524212000,1771685524212000,1850428874,96,0,0,1,0
1771685526228000,1771685526228000,1850428874,96,0,0,1,0
1771685528244000,1771685528244000,1850428874,96,0,0,1,0
1771685530260000,1771685530260000,1850428874,96,0,0,1,0
1771685532276000,1771685532276000,1850428874,96,0,0,1,0
1771685534292000,1771685534292000,1850428874,96,0,0,1,0
1771685536308000,1771685536308000,1850428874,96,0,0,1,0
1771685538324000,1771685538324000,1850428874,96,0,0,1,0
1771685540340000,1771685540340000,1850428874,96,0,0,1,0
1771685542356000,1771685542356000,1850428874,96,0,0,1,0
1771685544372000,1771685544372000,1850428874,96,0,0,1,0
1771685546388000,1771685546388000,1850428874,96,0,0,1,0
1771685548404000,1771685548404000,1850428874,96,0,0,1,0
1771685550420000,1771685550420000,1850428874,96,0,0,1,0
1771685552436000,1771685552436000,1850428874,96,0,0,1,0
1771685554452000,1771685554452000,1850428874,96,0,0,1,0
1771685556468000,1771685556468000,1850428874,96,0,0,1,0
1771685558484000,1771685558484000,1850428874,96,0,0,1,0
1771685560500000,1771685560500000,1850428874,96,0,0,1,0
1771685562516000,1771685562516000,1850428874,96,0,0,1,0
1771685564532000,1771685564532000,1850428874,96,0,0,1,0
1771685566548000,1771685566548000,1850428874,96,0,0,1,0
1771685568564000,1771685568564000,1850428874,96,0,0,1,0
1771685570580000,1771685570580000,1850428874,96,0,0,1,0
1771685572596000,1771685572596000,1850428874,96,0,0,1,0
1771685574612000,1771685574612000,1850428874,96,0,0,1,0
1771685576628000,1771685576628000,1850428874,96,0,0,1,0
1771685578644000,1771685578644000,1850428874,96,0,0,1,0
1771685580660000,1771685580660000,1850428874,96,0,0,1,0
1771685582676000,1771685582676000,1850428874,96,0,0,1,0
1771685584692000,1771685584692000,1850428874,96,0,0,1,0
1771685586708000,1771685586708000,1850428874,96,0,0,1,0
1771685588724000,1771685588724000,1850428874,96,0,0,1,0
1771685590740000,1771685590740000,1850428874,96,0,0,1,0
1771685592756000,1771685592756000,1850428874,96,0,0,1,0
1771685594772000,1771685594772000,1850428874,96,0,0,1,0
1771685596788000,1771685596788000,1850428874,96,0,0,1,0
1771685598804000,1771685598804000,1850428874,96,0,0,1,0
1771685600820000,1771685600820000,1850428874,96,0,0,1,0
1771685602836000,1771685602836000,1850428874,96,0,0,1,0
1771685604852000,1771685604852000,1850428874,96,0,0,1,0
1771685606868000,1771685606868000,1850428874,96,0,0,1,0
1771685608884000,1771685608884000,1850428874,96,0,0,1,0
1771685610900000,1771685610900000,1850428874,96,0,0,1,0
1771685612916000,1771685612916000,1850428874,96,0,0,1,0
1771685614932000,1771685614932000,1850428874,96,0,0,1,0
1771685616948000,1771685616948000,1850428874,96,0,0,1,0
1771685618964000,1771685618964000,1850428874,96,0,0,1,0
1771685620980000,1771685620980000,1850428874,96,0,0,1,0
1771685622996000,1771685622996000,1850428874,96,0,0,1,0
1771685625012000,1771685625012000,1850428874,96,0,0,1,0
1771685627028000,1771685627028000,1850428874,96,0,0,1,0
1771685627152000,1771685627152000,1850428874,96,0,0,1,0
