timestamp,pub_timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],publisher_id,calibration_count
1771685523204000,1771685523204000,1771685523204000,197388,0.20948258,0.009932359,0.43599036,126,0
1771685523336000,1771685523336000,1771685523272000,197388,0.21588488,0.007964762,0.43008748,126,0
1771685523340000,1771685523340000,1771685523340000,197388,0.21106885,0.014087737,0.43274176,126,0
1771685523472000,1771685523472000,1771685523408000,197388,0.21399467,0.0063875113,0.43057138,126,0
1771685523476000,1771685523476000,1771685523476000,197388,0.20633413,0.008047199,0.427853,126,0
1771685523608000,1771685523608000,1771685523544000,197388,0.21612783,0.0043935515,0.42852518,126,0
1771685523612000,1771685523612000,1771685523612000,197388,0.21322335,0.009172042,0.42918137,126,0
1771685523744000,1771685523744000,1771685523680000,197388,0.21518004,0.008269936,0.42884308,126,0
1771685523748000,1771685523748000,1771685523748000,197388,0.227239,0.0009965857,0.4329039,126,0
1771685523880000,1771685523880000,1771685523816000,197388,0.21583642,0.008766895,0.42992955,126,0
1771685523884000,1771685523884000,1771685523884000,197388,0.21329421,0.006909216,0.4300595,126,0
1771685524016000,1771685524016000,1771685523952000,197388,0.2140171,0.006979855,0.42910478,126,0
1771685524020000,1771685524020000,1771685524020000,197388,0.21758567,0.01639955,0.42985967,126,0
1771685524152000,1771685524152000,1771685524088000,197388,0.21397023,0.009050646,0.42879194,126,0
1771685524156000,1771685524156000,1771685524156000,197388,0.21231903,0.0063479412,0.4223894,126,0
1771685524288000,1771685524288000,1771685524224000,197388,0.21504487,0.0058298865,0.4289503,126,0
1771685524292000,1771685524292000,1771685524292000,197388,0.21694884,0.0087282,0.428483,126,0
1771685524424000,1771685524424000,1771685524360000,197388,0.21508808,0.007126109,0.4313525,126,0
1771685524428000,1771685524428000,1771685524428000,197388,0.21874042,0.0013928853,0.43247116,126,0
1771685524560000,1771685524560000,1771685524496000,197388,0.21488793,0.007802344,0.428617,126,0
1771685524564000,1771685524564000,1771685524564000,197388,0.20947285,0.005304513,0.43068755,126,0
1771685524696000,1771685524696000,1771685524632000,197388,0.2151943,0.0076090335,0.43019685,126,0
1771685524700000,1771685524700000,1771685524700000,197388,0.2151883,0.0036344333,0.430848,126,0
1771685524832000,1771685524832000,1771685524768000,197388,0.21457827,0.0077618645,0.4295269,126,0
1771685524836000,1771685524836000,1771685524836000,197388,0.21332815,-0.0006236217,0.42848402,126,0
1771685524968000,1771685524968000,1771685524904000,197388,0.21713375,0.0072841006,0.4308969,126,0
1771685524972000,1771685524972000,1771685524972000,197388,0.2182138,2.9201457e-05,0.42835656,126,0
1771685525104000,1771685525104000,1771685525040000,197388,0.21525772,0.008596579,0.42934433,126,0
1771685525108000,1771685525108000,1771685525108000,197388,0.2089739,0.005837109,0.42944387,126,0
1771685525240000,1771685525240000,1771685525176000,197388,0.21407917,0.0072882283,0.43096092,126,0
1771685525244000,1771685525244000,1771685525244000,197388,0.21774249,0.007175185,0.42429328,126,0
1771685525376000,1771685525376000,1771685525312000,197388,0.21548267,0.0064472393,0.4297024,126,0
1771685525380000,1771685525380000,1771685525380000,197388,0.21501565,0.008086604,0.4355337,126,0
1771685525512000,1771685525512000,1771685525448000,197388,0.21512271,0.008108922,0.42987326,126,0
1771685525516000,1771685525516000,1771685525516000,197388,0.21739209,0.00439094,0.4353299,126,0
1771685525648000,1771685525648000,1771685525584000,197388,0.21481204,0.0087972805,0.4301791,126,0
1771685525652000,1771685525652000,1771685525652000,197388,0.21824363,0.014071218,0.4316261,126,0
1771685525784000,1771685525784000,1771685525720000,197388,0.21378937,0.006292259,0.4305704,126,0
1771685525788000,1771685525788000,1771685525788000,197388,0.21415591,0.007706266,0.43492448,126,0
1771685525920000,1771685525920000,1771685525856000,197388,0.21554911,0.008285162,0.42946368,126,0
1771685525924000,1771685525924000,1771685525924000,197388,0.20767984,0.009600144,0.44121125,126,0
1771685526056000,1771685526056000,1771685525992000,197388,0.21395123,0.0065387045,0.42921293,126,0
1771685526060000,1771685526060000,1771685526060000,197388,0.2257264,0.0043260073,0.43033412,126,0
1771685526192000,1771685526192000,1771685526128000,197388,0.21468478,0.007868366,0.43068478,126,0
1771685526196000,1771685526196000,1771685526196000,197388,0.21895522,0.0029407288,0.42441615,126,0
1771685526328000,1771685526328000,1771685526264000,197388,0.21604817,0.0071364925,0.43025577,126,0
1771685526332000,1771685526332000,1771685526332000,197388,0.20907752,0.00066668127,0.43857765,126,0
1771685526464000,1771685526464000,1771685526400000,197388,0.21631761,0.009204299,0.4303348,126,0
1771685526468000,1771685526468000,1771685526468000,197388,0.21327922,0.011391744,0.4189701,126,0
1771685526600000,1771685526600000,1771685526536000,197388,0.21551935,0.007710367,0.42836475,126,0
1771685526604000,1771685526604000,1771685526604000,197388,0.21150061,0.0068978765,0.43211225,126,0
1771685526736000,1771685526736000,1771685526672000,197388,0.21538514,0.0062414487,0.42930102,126,0
1771685526740000,1771685526740000,1771685526740000,197388,0.20847146,0.0100746965,0.42018744,126,0
1771685526872000,1771685526872000,1771685526808000,197388,0.21599966,0.007357182,0.43016487,126,0
1771685526876000,1771685526876000,1771685526876000,197388,0.21339269,0.003945372,0.43453524,126,0
1771685527008000,1771685527008000,1771685526944000,197388,0.2152054,0.0067867963,0.4283465,126,0
1771685527012000,1771685527012000,1771685527012000,197388,0.22025102,0.0130438935,0.4363243,126,0
1771685527144000,1771685527144000,1771685527080000,197388,0.21431176,0.008128,0.42797142,126,0
1771685527148000,1771685527148000,1771685527148000,197388,0.21663202,0.011582248,0.43174344,126,0
1771685527280000,1771685527280000,1771685527216000,197388,0.21260467,0.012912997,0.43035263,126,0
1771685527284000,1771685527284000,1771685527284000,197388,0.20666422,0.008219329,0.43253005,126,0
1771685527416000,1771685527416000,1771685527352000,197388,0.21284315,0.013498817,0.42956913,126,0
1771685527420000,1771685527420000,1771685527420000,197388,0.2081142,0.013313445,0.43141118,126,0
1771685527552000,1771685527552000,1771685527488000,197388,0.21259004,0.012673259,0.43090677,126,0
1771685527556000,1771685527556000,1771685527556000,197388,0.22084929,0.007417956,0.42412096,126,0
1771685527688000,1771685527688000,1771685527624000,197388,0.21368243,0.0105507355,0.4292306,126,0
1771685527692000,1771685527692000,1771685527692000,197388,0.21172512,0.010417663,0.42655647,126,0
1771685527824000,1771685527824000,1771685527760000,197388,0.21545608,0.008604161,0.42987502,126,0
1771685527828000,1771685527828000,1771685527828000,197388,0.21505053,0.00045469287,0.42344335,126,0
1771685527960000,1771685527960000,1771685527896000,197388,0.21617824,0.0075942255,0.42936155,126,0
1771685527964000,1771685527964000,1771685527964000,197388,0.21501286,0.004183921,0.41880465,126,0
1771685528096000,1771685528096000,1771685528032000,197388,0.21544385,0.006663351,0.42914468,126,0
1771685528100000,1771685528100000,1771685528100000,197388,0.2108566,-0.0013245726,0.41943982,126,0
1771685528232000,1771685528232000,1771685528168000,197388,0.21741787,0.006863899,0.428266,126,0
1771685528236000,1771685528236000,1771685528236000,197388,0.22044794,-0.0019271012,0.42454347,126,0
1771685528368000,1771685528368000,1771685528304000,197388,0.2176136,0.0043262853,0.42891496,126,0
1771685528372000,1771685528372000,1771685528372000,197388,0.21300982,-0.0027473664,0.43339127,126,0
1771685528504000,1771685528504000,1771685528440000,197388,0.21811537,0.004766925,0.4291721,126,0
1771685528508000,1771685528508000,1771685528508000,197388,0.22612058,0.0034802507,0.42121735,126,0
1771685528640000,1771685528640000,1771685528576000,197388,0.21780993,0.005102036,0.42935178,126,0
1771685528644000,1771685528644000,1771685528644000,197388,0.2296256,-0.006466635,0.4230673,126,0
1771685528776000,1771685528776000,1771685528712000,197388,0.21704975,0.0038332953,0.42712605,126,0
1771685528780000,1771685528780000,1771685528780000,197388,0.20807438,0.0051768227,0.42786995,126,0
1771685528912000,1771685528912000,1771685528848000,197388,0.21757966,0.0049269246,0.42881894,126,0
1771685528916000,1771685528916000,1771685528916000,197388,0.22216155,0.010742559,0.4309991,126,0
1771685529048000,1771685529048000,1771685528984000,197388,0.21691912,0.0044368817,0.42851332,126,0
1771685529052000,1771685529052000,1771685529052000,197388,0.21707849,-0.00021427157,0.42706648,126,0
1771685529184000,1771685529184000,1771685529120000,197388,0.21527717,0.00522857,0.4285018,126,0
1771685529188000,1771685529188000,1771685529188000,197388,0.22546797,0.0062463265,0.42798507,126,0
1771685529320000,1771685529320000,1771685529256000,197388,0.21688014,0.005475116,0.4296896,126,0
1771685529324000,1771685529324000,1771685529324000,197388,0.21036012,0.0008081181,0.43046904,126,0
1771685529456000,1771685529456000,1771685529392000,197388,0.21423693,0.005542036,0.4297396,126,0
1771685529460000,1771685529460000,1771685529460000,197388,0.21764794,0.015066594,0.42398572,126,0
1771685529592000,1771685529592000,1771685529528000,197388,0.2148449,0.007506147,0.4302626,126,0
1771685529596000,1771685529596000,1771685529596000,197388,0.21514533,-0.00010500479,0.43085825,126,0
1771685529728000,1771685529728000,1771685529664000,197388,0.21428894,0.0066213896,0.4306335,126,0
1771685529732000,1771685529732000,1771685529732000,197388,0.22539786,0.0022681463,0.42693642,126,0
1771685529864000,1771685529864000,1771685529800000,197388,0.21508388,0.008601198,0.43136793,126,0
1771685529868000,1771685529868000,1771685529868000,197388,0.21391119,-0.0001298716,0.4416112,126,0
1771685530000000,1771685530000000,1771685529936000,197388,0.21424347,0.0075404374,0.42979357,126,0
1771685530004000,1771685530004000,1771685530004000,197388,0.20334631,0.012681663,0.43252635,126,0
1771685530136000,1771685530136000,1771685530072000,197388,0.2142762,0.0066771694,0.43167076,126,0
