timestamp,ping_time,pub_timestamp,ping_sequence,dropped_packets,rtt_ms,system_id,component_id,publisher_id
1771685522812000,1771685522812000,0,598,0,0.0,245,190,0
1771685523812000,1771685523812000,0,599,0,0.0,245,190,0
1771685524812000,1771685524812000,0,600,0,0.0,245,190,0
1771685525812000,1771685525812000,0,601,0,0.0,245,190,0
1771685526812000,1771685526812000,0,602,0,0.0,245,190,0
1771685527812000,1771685527812000,0,603,0,0.0,245,190,0
1771685528812000,1771685528812000,0,604,0,0.0,245,190,0
1771685529812000,1771685529812000,0,605,0,0.0,245,190,0
1771685530812000,1771685530812000,0,606,0,0.0,245,190,0
1771685531812000,1771685531812000,0,607,0,0.0,245,190,0
1771685532812000,1771685532812000,0,608,0,0.0,245,190,0
1771685533812000,1771685533812000,0,609,0,0.0,245,190,0
1771685534812000,1771685534812000,0,610,0,0.0,245,190,0
1771685535812000,1771685535812000,0,611,0,0.0,245,190,0
1771685536812000,1771685536812000,0,612,0,0.0,245,190,0
1771685537812000,1771685537812000,0,613,0,0.0,245,190,0
1771685538812000,1771685538812000,0,614,0,0.0,245,190,0
1771685539812000,1771685539812000,0,615,0,0.0,245,190,0
1771685540812000,1771685540812000,0,616,0,0.0,245,190,0
1771685541812000,1771685541812000,0,617,0,0.0,245,190,0
1771685542812000,1771685542812000,0,618,0,0.0,245,190,0
1771685543812000,1771685543812000,0,619,0,0.0,245,190,0
1771685544812000,1771685544812000,0,620,0,0.0,245,190,0
1771685545812000,1771685545812000,0,621,0,0.0,245,190,0
1771685546812000,1771685546812000,0,622,0,0.0,245,190,0
1771685547812000,1771685547812000,0,623,0,0.0,245,190,0
1771685548812000,1771685548812000,0,624,0,0.0,245,190,0
1771685549812000,1771685549812000,0,625,0,0.0,245,190,0
1771685550812000,1771685550812000,0,626,0,0.0,245,190,0
1771685551812000,1771685551812000,0,627,0,0.0,245,190,0
1771685552812000,1771685552812000,0,628,0,0.0,245,190,0
1771685553812000,1771685553812000,0,629,0,0.0,245,190,0
1771685554812000,1771685554812000,0,630,0,0.0,245,190,0
1771685555812000,1771685555812000,0,631,0,0.0,245,190,0
1771685556812000,1771685556812000,0,632,0,0.0,245,190,0
1771685557812000,1771685557812000,0,633,0,0.0,245,190,0
1771685558812000,1771685558812000,0,634,0,0.0,245,190,0
1771685559812000,1771685559812000,0,635,0,0.0,245,190,0
1771685560812000,1771685560812000,0,636,0,0.0,245,190,0
1771685561812000,1771685561812000,0,637,0,0.0,245,190,0
1771685562812000,1771685562812000,0,638,0,0.0,245,190,0
1771685563812000,1771685563812000,0,639,0,0.0,245,190,0
1771685564812000,1771685564812000,0,640,0,0.0,245,190,0
1771685565812000,1771685565812000,0,641,0,0.0,245,190,0
1771685566812000,1771685566812000,0,642,0,0.0,245,190,0
1771685567812000,1771685567812000,0,643,0,0.0,245,190,0
1771685568812000,1771685568812000,0,644,0,0.0,245,190,0
1771685569812000,1771685569812000,0,645,0,0.0,245,190,0
1771685570812000,1771685570812000,0,646,0,0.0,245,190,0
1771685571812000,1771685571812000,0,647,0,0.0,245,190,0
1771685572812000,1771685572812000,0,648,0,0.0,245,190,0
1771685573812000,1771685573812000,0,649,0,0.0,245,190,0
1771685574812000,1771685574812000,0,650,0,0.0,245,190,0
1771685575812000,1771685575812000,0,651,0,0.0,245,190,0
1771685576812000,1771685576812000,0,652,0,0.0,245,190,0
1771685577812000,1771685577812000,0,653,0,0.0,245,190,0
1771685578812000,1771685578812000,0,654,0,0.0,245,190,0
1771685579812000,1771685579812000,0,655,0,0.0,245,190,0
1771685580812000,1771685580812000,0,656,0,0.0,245,190,0
1771685581812000,1771685581812000,0,657,0,0.0,245,190,0
1771685582812000,1771685582812000,0,658,0,0.0,245,190,0
1771685583812000,1771685583812000,0,659,0,0.0,245,190,0
1771685584812000,1771685584812000,0,660,0,0.0,245,190,0
1771685585812000,1771685585812000,0,661,0,0.0,245,190,0
1771685586812000,1771685586812000,0,662,0,0.0,245,190,0
1771685587812000,1771685587812000,0,663,0,0.0,245,190,0
1771685588812000,1771685588812000,0,664,0,0.0,245,190,0
1771685589812000,1771685589812000,0,665,0,0.0,245,190,0
1771685590812000,1771685590812000,0,666,0,0.0,245,190,0
1771685591812000,1771685591812000,0,667,0,0.0,245,190,0
1771685592812000,1771685592812000,0,668,0,0.0,245,190,0
1771685593812000,1771685593812000,0,669,0,0.0,245,190,0
1771685594812000,1771685594812000,0,670,0,0.0,245,190,0
1771685595812000,1771685595812000,0,671,0,0.0,245,190,0
1771685596812000,1771685596812000,0,672,0,0.0,245,190,0
1771685597812000,1771685597812000,0,673,0,0.0,245,190,0
1771685598812000,1771685598812000,0,674,0,0.0,245,190,0
1771685599812000,1771685599812000,0,675,0,0.0,245,190,0
1771685600812000,1771685600812000,0,676,0,0.0,245,190,0
1771685601812000,1771685601812000,0,677,0,0.0,245,190,0
1771685602812000,1771685602812000,0,678,0,0.0,245,190,0
1771685603812000,1771685603812000,0,679,0,0.0,245,190,0
1771685604812000,1771685604812000,0,680,0,0.0,245,190,0
1771685605812000,1771685605812000,0,681,0,0.0,245,190,0
1771685606812000,1771685606812000,0,682,0,0.0,245,190,0
1771685607812000,1771685607812000,0,683,0,0.0,245,190,0
