timestamp,pub_timestamp,armed_time,takeoff_time,nav_state_timestamp,valid_nav_states_mask,can_set_nav_states_mask,failure_detector_status,publisher_id,arming_state,latest_arming_reason,latest_disarming_reason,nav_state_user_intention,nav_state,executor_in_charge,hil_state,vehicle_type,failsafe,failsafe_and_user_took_over,failsafe_defer_state,gcs_connection_lost,gcs_connection_lost_counter,high_latency_data_link_lost,is_vtol,is_vtol_tailsitter,in_transition_mode,in_transition_to_fw,system_type,system_id,component_id,safety_button_available,safety_off,power_input_valid,usb_connected,open_drone_id_system_present,open_drone_id_system_healthy,parachute_system_present,parachute_system_healthy,rc_calibration_in_progress,calibration_enabled,pre_flight_checks_pass
1771685523328000,1771685523328000,1771685523328000,0,1771685523328000,2147411071,8307839,0,93,2,4,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1771685523340000,1771685523340000,1771685523328000,0,1771685523328000,2147411071,8307839,0,93,2,4,6,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1771685523352000,1771685523352000,1771685523328000,0,1771685523352000,2147411071,8307839,0,93,2,4,6,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1771685523856000,1771685523856000,1771685523328000,0,1771685523352000,2147411071,8307839,0,93,2,4,6,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1771685524360000,1771685524360000,1771685523328000,0,1771685523352000,2147411071,8307839,0,93,2,4,6,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1771685524864000,1771685524864000,1771685523328000,0,1771685523352000,2147411071,8307839,0,93,2,4,6,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1771685525368000,1771685525368000,1771685523328000,1771685525152000,1771685523352000,2147411071,8307839,0,93,2,4,6,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1771685525872000,1771685525872000,1771685523328000,1771685525152000,1771685523352000,2147411071,8307839,0,93,2,4,6,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1771685526376000,1771685526376000,1771685523328000,1771685525152000,1771685523352000,2147411071,8307839,0,93,2,4,6,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
1771685526880000,1771685526880000,1771685523328000,1771685525152000,1771685523352000,2147411071,8307839,0,93,2,4,6,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1
