timestamp,timestamp_sample,pub_timestamp,device_id,x,y,z,temperature,error_count,publisher_id,clip_counter[0],clip_counter[1],clip_counter[2],samples
1771685523936000,1771685523936000,1771685523936000,1310988,-0.004261058,-0.0058589545,0.0053263223,0.0,0,25,0,0,0,1
1771685523940000,1771685523940000,1771685523940000,1310988,0.0026631611,-0.00479369,0.0063915867,0.0,0,25,0,0,0,1
1771685523944000,1771685523944000,1771685523944000,1310988,0.004261058,0.0005326322,0.0026631611,0.0,0,25,0,0,0,1
1771685523948000,1771685523948000,1771685523948000,1310988,-0.0026631611,-0.0031957934,-0.0015978967,0.0,0,25,0,0,0,1
1771685523952000,1771685523952000,1771685523952000,1310988,0.0005326322,0.0010652645,-0.007989483,0.0,0,25,0,0,0,1
1771685523956000,1771685523956000,1771685523956000,1310988,0.004261058,0.011185277,-0.0058589545,0.0,0,25,0,0,0,1
1771685523960000,1771685523960000,1771685523960000,1310988,-0.0058589545,0.01438107,0.0005326322,0.0,0,25,0,0,0,1
1771685523964000,1771685523964000,1771685523964000,1310988,-0.006924219,0.008522116,-0.0031957934,0.0,0,25,0,0,0,1
1771685523968000,1771685523968000,1771685523968000,1310988,-0.0010652645,-0.0005326322,-0.0037284256,0.0,0,25,0,0,0,1
1771685523972000,1771685523972000,1771685523972000,1310988,-0.002130529,0.0005326322,0.0015978967,0.0,0,25,0,0,0,1
1771685523976000,1771685523976000,1771685523976000,1310988,-0.013848438,-0.007456851,0.00479369,0.0,0,25,0,0,0,1
1771685523980000,1771685523980000,1771685523980000,1310988,-0.018642128,-0.008522116,0.0031957934,0.0,0,25,0,0,0,1
1771685523984000,1771685523984000,1771685523984000,1310988,0.0010652645,-0.010120012,-0.008522116,0.0,0,25,0,0,0,1
1771685523988000,1771685523988000,1771685523988000,1310988,0.0058589545,-0.012250541,-0.006924219,0.0,0,25,0,0,0,1
1771685523992000,1771685523992000,1771685523992000,1310988,-0.004261058,-0.0010652645,0.00479369,0.0,0,25,0,0,0,1
