timestamp,subscriber_id,topic_id
1771685523332000,0,240
1771685523336000,0,240
1771685523340000,0,240
1771685523344000,0,240
1771685523348000,0,240
1771685523352000,0,240
1771685523356000,0,240
1771685523360000,0,240
1771685523364000,0,240
1771685523368000,0,240
1771685523372000,0,240
1771685523376000,0,240
1771685523380000,0,240
1771685523384000,0,240
1771685523388000,0,240
1771685523392000,0,240
1771685523396000,0,240
1771685523400000,0,240
1771685523404000,0,240
1771685523408000,0,240
1771685523412000,0,240
1771685523416000,0,240
1771685523420000,0,240
1771685523424000,0,240
1771685523428000,0,240
1771685523432000,0,240
1771685523436000,0,240
1771685523440000,0,240
1771685523444000,0,240
1771685523448000,0,240
1771685523452000,0,240
1771685523456000,0,240
1771685523460000,0,240
1771685523464000,0,240
1771685523468000,0,240
1771685523472000,0,240
1771685523476000,0,240
1771685523480000,0,240
1771685523484000,0,240
1771685523488000,0,240
1771685523492000,0,240
1771685523496000,0,240
1771685523500000,0,240
1771685523504000,0,240
1771685523508000,0,240
1771685523512000,0,240
1771685523516000,0,240
1771685523520000,0,240
1771685523524000,0,240
1771685523528000,0,240
1771685523532000,0,240
1771685523536000,0,240
1771685523540000,0,240
1771685523544000,0,240
1771685523548000,0,240
1771685523552000,0,240
1771685523556000,0,240
1771685523560000,0,240
1771685523564000,0,240
1771685523568000,0,240
1771685523572000,0,240
1771685523576000,0,240
1771685523580000,0,240
1771685523584000,0,240
1771685523588000,0,240
1771685523592000,0,240
1771685523596000,0,240
1771685523600000,0,240
1771685523604000,0,240
1771685523608000,0,240
1771685523612000,0,240
1771685523616000,0,240
1771685523620000,0,240
1771685523624000,0,240
1771685523628000,0,240
1771685523632000,0,240
1771685523636000,0,240
1771685523640000,0,240
1771685523644000,0,240
1771685523648000,0,240
1771685523652000,0,240
1771685523656000,0,240
1771685523660000,0,240
1771685523664000,0,240
1771685523668000,0,240
1771685523672000,0,240
1771685523676000,0,240
1771685523680000,0,240
1771685523684000,0,240
1771685523688000,0,240
1771685523692000,0,240
1771685523696000,0,240
1771685523700000,0,240
1771685523704000,0,240
1771685523708000,0,240
1771685523712000,0,240
1771685523716000,0,240
1771685523720000,0,240
1771685523724000,0,240
1771685523728000,0,240
1771685523732000,0,240
1771685523736000,0,240
1771685523740000,0,240
1771685523744000,0,240
1771685523748000,0,240
1771685523752000,0,240
1771685523756000,0,240
1771685523760000,0,240
1771685523764000,0,240
1771685523768000,0,240
1771685523772000,0,240
1771685523776000,0,240
1771685523780000,0,240
1771685523784000,0,240
1771685523788000,0,240
1771685523792000,0,240
1771685523796000,0,240
1771685523800000,0,240
1771685523804000,0,240
1771685523808000,0,240
1771685523812000,0,20
1771685523816000,0,240
1771685523820000,0,240
1771685523824000,0,240
1771685523828000,0,240
1771685523832000,0,240
1771685523836000,0,240
1771685523840000,0,240
1771685523844000,0,240
1771685523848000,0,240
1771685523852000,0,240
1771685523856000,0,240
1771685523860000,0,240
1771685523864000,0,240
1771685523868000,0,240
1771685523872000,0,240
1771685523876000,0,240
1771685523880000,0,240
1771685523884000,0,240
1771685523888000,0,240
1771685523892000,0,240
1771685523896000,0,240
1771685523900000,0,240
1771685523904000,0,240
1771685523908000,0,240
1771685523912000,0,240
1771685523916000,0,240
1771685523920000,0,240
1771685523924000,0,240
1771685523928000,0,240
1771685523932000,0,240
1771685523936000,0,240
1771685523940000,0,240
1771685523944000,0,240
1771685523948000,0,240
1771685523952000,0,240
1771685523956000,0,240
1771685523960000,0,240
1771685523964000,0,240
1771685523968000,0,240
1771685523972000,0,240
1771685523976000,0,240
1771685523980000,0,240
1771685523984000,0,240
1771685523988000,0,240
1771685523992000,0,240
1771685523996000,0,240
1771685524000000,0,240
1771685524004000,0,240
1771685524008000,0,240
1771685524012000,0,240
1771685524016000,0,240
1771685524020000,0,240
1771685524024000,0,240
1771685524028000,0,240
1771685524032000,0,240
1771685524036000,0,240
1771685524040000,0,240
1771685524044000,0,240
1771685524048000,0,240
1771685524052000,0,240
1771685524056000,0,240
1771685524060000,0,240
1771685524064000,0,240
1771685524068000,0,240
1771685524072000,0,240
1771685524076000,0,240
1771685524080000,0,240
1771685524084000,0,240
1771685524088000,0,240
1771685524092000,0,240
1771685524096000,0,240
1771685524100000,0,240
1771685524104000,0,240
1771685524108000,0,240
1771685524112000,0,240
1771685524116000,0,240
1771685524120000,0,240
1771685524124000,0,240
1771685524128000,0,240
1771685524132000,0,240
1771685524136000,0,240
1771685524140000,0,240
1771685524144000,0,240
1771685524148000,0,240
1771685524152000,0,240
1771685524156000,0,240
1771685524160000,0,240
1771685524164000,0,240
1771685524168000,0,240
1771685524172000,0,240
1771685524176000,0,240
1771685524180000,0,240
1771685524184000,0,240
1771685524188000,0,240
1771685524192000,0,240
1771685524196000,0,240
1771685524200000,0,240
1771685524204000,0,240
1771685524208000,0,240
1771685524212000,0,240
1771685524216000,0,240
1771685524220000,0,240
1771685524224000,0,240
1771685524228000,0,240
1771685524232000,0,240
1771685524236000,0,240
1771685524240000,0,240
1771685524244000,0,240
1771685524248000,0,240
1771685524252000,0,240
1771685524256000,0,240
1771685524260000,0,240
1771685524264000,0,240
1771685524268000,0,240
1771685524272000,0,240
1771685524276000,0,240
1771685524280000,0,240
1771685524284000,0,240
1771685524288000,0,240
1771685524292000,0,240
1771685524296000,0,240
1771685524300000,0,240
1771685524304000,0,240
1771685524308000,0,240
1771685524312000,0,240
1771685524316000,0,240
1771685524320000,0,240
1771685524324000,0,240
1771685524328000,0,240
1771685524332000,0,240
1771685524336000,0,240
1771685524340000,0,240
1771685524344000,0,240
1771685524348000,0,240
1771685524352000,0,240
1771685524356000,0,240
1771685524360000,0,240
1771685524364000,0,240
1771685524368000,0,240
1771685524372000,0,240
1771685524376000,0,240
1771685524380000,0,240
1771685524384000,0,240
1771685524388000,0,240
1771685524392000,0,240
1771685524396000,0,240
1771685524400000,0,240
1771685524404000,0,240
1771685524408000,0,240
1771685524412000,0,240
1771685524416000,0,240
1771685524420000,0,240
1771685524424000,0,240
1771685524428000,0,240
1771685524432000,0,240
1771685524436000,0,240
1771685524440000,0,240
1771685524444000,0,240
1771685524448000,0,240
1771685524452000,0,240
1771685524456000,0,240
1771685524460000,0,240
1771685524464000,0,240
1771685524468000,0,240
1771685524472000,0,240
1771685524476000,0,240
1771685524480000,0,240
1771685524484000,0,240
1771685524488000,0,240
1771685524492000,0,240
1771685524496000,0,240
1771685524500000,0,240
1771685524504000,0,240
1771685524508000,0,240
1771685524512000,0,240
1771685524516000,0,240
1771685524520000,0,240
1771685524524000,0,240
1771685524528000,0,240
1771685524532000,0,240
1771685524536000,0,240
1771685524540000,0,240
1771685524544000,0,240
1771685524548000,0,240
1771685524552000,0,240
1771685524556000,0,240
1771685524560000,0,240
1771685524564000,0,240
1771685524568000,0,240
1771685524572000,0,240
1771685524576000,0,240
1771685524580000,0,240
1771685524584000,0,240
1771685524588000,0,240
1771685524592000,0,240
1771685524596000,0,240
1771685524600000,0,240
1771685524604000,0,240
1771685524608000,0,240
1771685524612000,0,240
1771685524616000,0,240
1771685524620000,0,240
1771685524624000,0,240
1771685524628000,0,240
1771685524632000,0,240
1771685524636000,0,240
1771685524640000,0,240
1771685524644000,0,240
1771685524648000,0,240
1771685524652000,0,240
1771685524656000,0,240
1771685524660000,0,240
1771685524664000,0,240
1771685524668000,0,240
1771685524672000,0,240
1771685524676000,0,240
1771685524680000,0,240
1771685524684000,0,240
1771685524688000,0,240
1771685524692000,0,240
1771685524696000,0,240
1771685524700000,0,240
1771685524704000,0,240
1771685524708000,0,240
1771685524712000,0,240
1771685524716000,60,3
1771685524720000,0,240
1771685524724000,0,240
1771685524728000,0,240
1771685524732000,0,240
1771685524736000,0,240
1771685524740000,0,240
1771685524744000,0,240
1771685524748000,0,240
1771685524752000,0,240
1771685524756000,0,240
1771685524760000,0,240
1771685524764000,0,240
1771685524768000,0,240
1771685524772000,0,240
1771685524776000,0,240
1771685524780000,0,240
1771685524784000,0,240
1771685524788000,0,240
1771685524792000,0,240
1771685524796000,0,240
1771685524800000,0,240
1771685524804000,0,240
1771685524808000,0,240
1771685524812000,0,240
1771685524816000,0,240
1771685524820000,0,240
1771685524824000,0,240
1771685524828000,0,240
1771685524832000,0,240
1771685524836000,0,240
1771685524840000,0,240
1771685524844000,0,240
1771685524848000,0,240
1771685524852000,0,240
1771685524856000,0,240
1771685524860000,0,240
1771685524864000,0,240
1771685524868000,0,240
1771685524872000,0,240
1771685524876000,0,240
1771685524880000,0,240
1771685524884000,0,240
1771685524888000,0,240
1771685524892000,0,240
1771685524896000,0,240
1771685524900000,0,240
1771685524904000,0,240
1771685524908000,0,240
1771685524912000,0,240
1771685524916000,0,240
1771685524920000,0,240
1771685524924000,0,240
1771685524928000,0,240
1771685524932000,0,240
1771685524936000,0,240
1771685524940000,0,240
1771685524944000,0,240
1771685524948000,0,240
1771685524952000,0,240
1771685524956000,0,240
1771685524960000,0,240
1771685524964000,0,240
1771685524968000,0,240
1771685524972000,0,240
1771685524976000,0,240
1771685524980000,0,240
1771685524984000,0,240
1771685524988000,0,240
1771685524992000,0,240
1771685524996000,0,240
1771685525000000,0,240
1771685525004000,0,240
1771685525008000,0,240
1771685525012000,0,240
1771685525016000,0,240
1771685525020000,0,240
1771685525024000,0,240
1771685525028000,0,240
1771685525032000,0,240
1771685525036000,0,240
1771685525040000,0,240
1771685525044000,0,240
1771685525048000,0,240
1771685525052000,0,240
1771685525056000,0,240
1771685525060000,0,240
1771685525064000,0,240
1771685525068000,0,240
1771685525072000,0,240
1771685525076000,0,240
1771685525080000,0,240
1771685525084000,0,240
1771685525088000,0,240
1771685525092000,0,240
1771685525096000,0,240
1771685525100000,0,240
1771685525104000,0,240
1771685525108000,0,240
1771685525112000,0,240
1771685525116000,0,240
1771685525120000,0,240
1771685525124000,0,240
1771685525128000,0,240
1771685525132000,0,240
1771685525136000,0,240
1771685525140000,0,240
1771685525144000,0,240
1771685525148000,0,240
1771685525152000,0,240
1771685525156000,0,240
1771685525160000,0,240
1771685525164000,0,240
1771685525168000,0,240
1771685525172000,0,240
1771685525176000,0,240
1771685525180000,0,240
1771685525184000,0,240
1771685525188000,0,240
1771685525192000,0,240
1771685525196000,0,240
1771685525200000,0,240
1771685525204000,0,240
1771685525208000,0,240
1771685525212000,0,240
1771685525216000,0,240
1771685525220000,0,240
1771685525224000,0,240
1771685525228000,0,240
1771685525232000,0,240
1771685525236000,0,240
1771685525240000,0,240
1771685525244000,0,240
1771685525248000,0,240
1771685525252000,0,240
1771685525256000,0,240
1771685525260000,0,240
1771685525264000,0,240
1771685525268000,0,240
1771685525272000,0,240
1771685525276000,0,240
1771685525280000,0,240
1771685525284000,0,240
1771685525288000,0,240
1771685525292000,0,240
1771685525296000,0,240
1771685525300000,0,240
1771685525304000,0,240
1771685525308000,0,240
1771685525312000,0,240
1771685525316000,0,240
1771685525320000,0,240
1771685525324000,0,240
1771685525328000,0,240
1771685525332000,0,240
1771685525336000,0,240
1771685525340000,0,240
1771685525344000,0,240
1771685525348000,0,240
1771685525352000,0,240
1771685525356000,0,240
1771685525360000,0,240
1771685525364000,0,240
1771685525368000,0,240
1771685525372000,0,240
1771685525376000,0,240
1771685525380000,0,240
1771685525384000,0,240
1771685525388000,0,240
1771685525392000,0,240
1771685525396000,0,240
1771685525400000,0,240
1771685525404000,0,240
1771685525408000,0,240
1771685525412000,0,240
1771685525416000,0,240
1771685525420000,0,240
1771685525424000,0,240
1771685525428000,0,240
1771685525432000,0,240
1771685525436000,0,240
1771685525440000,0,240
1771685525444000,0,240
1771685525448000,0,240
1771685525452000,0,240
1771685525456000,0,240
1771685525460000,0,240
1771685525464000,0,240
1771685525468000,0,240
1771685525472000,0,240
1771685525476000,0,240
1771685525480000,0,240
1771685525484000,0,240
1771685525488000,0,240
1771685525492000,0,240
1771685525496000,0,240
1771685525500000,0,240
1771685525504000,0,240
1771685525508000,0,240
1771685525512000,0,240
1771685525516000,0,240
1771685525520000,0,240
1771685525524000,0,240
1771685525528000,0,240
1771685525532000,0,240
1771685525536000,0,240
1771685525540000,0,240
1771685525544000,0,240
1771685525548000,0,240
1771685525552000,0,240
1771685525556000,0,240
1771685525560000,0,240
1771685525564000,0,240
1771685525568000,0,240
1771685525572000,0,240
1771685525576000,0,240
1771685525580000,0,240
1771685525584000,0,240
1771685525588000,0,240
1771685525592000,0,240
1771685525596000,0,240
1771685525600000,0,240
1771685525604000,0,240
1771685525608000,0,240
1771685525612000,0,240
1771685525616000,0,240
1771685525620000,0,240
1771685525624000,0,240
1771685525628000,0,240
1771685525632000,0,240
1771685525636000,0,240
1771685525640000,0,240
1771685525644000,0,240
1771685525648000,0,240
1771685525652000,0,240
1771685525656000,0,240
1771685525660000,0,240
1771685525664000,0,240
1771685525668000,0,240
1771685525672000,0,240
1771685525676000,0,240
1771685525680000,0,240
1771685525684000,0,240
1771685525688000,0,240
1771685525692000,0,240
1771685525696000,0,240
1771685525700000,0,240
1771685525704000,0,240
1771685525708000,0,240
1771685525712000,0,240
1771685525716000,0,240
1771685525720000,0,240
1771685525724000,0,240
1771685525728000,0,240
1771685525732000,0,240
1771685525736000,0,240
1771685525740000,0,240
1771685525744000,0,240
1771685525748000,0,240
1771685525752000,0,240
1771685525756000,0,240
1771685525760000,0,240
1771685525764000,0,240
1771685525768000,0,240
1771685525772000,0,240
1771685525776000,0,240
1771685525780000,0,240
1771685525784000,0,240
1771685525788000,0,240
1771685525792000,0,240
1771685525796000,0,240
1771685525800000,0,240
1771685525804000,0,240
1771685525808000,0,240
1771685525812000,0,240
1771685525816000,0,240
1771685525820000,0,240
1771685525824000,0,240
1771685525828000,0,240
1771685525832000,0,240
1771685525836000,0,240
1771685525840000,0,240
1771685525844000,0,240
1771685525848000,0,240
1771685525852000,0,240
1771685525856000,0,240
1771685525860000,0,240
1771685525864000,0,240
1771685525868000,0,240
1771685525872000,0,240
1771685525876000,0,240
1771685525880000,0,240
1771685525884000,0,240
1771685525888000,0,240
1771685525892000,0,240
1771685525896000,0,240
1771685525900000,0,240
1771685525904000,0,240
1771685525908000,0,240
1771685525912000,0,240
1771685525916000,0,240
1771685525920000,0,240
1771685525924000,0,240
1771685525928000,0,240
1771685525932000,0,240
1771685525936000,0,240
1771685525940000,0,240
1771685525944000,0,240
1771685525948000,0,240
1771685525952000,0,240
1771685525956000,0,240
1771685525960000,0,240
1771685525964000,0,240
1771685525968000,0,240
1771685525972000,0,240
1771685525976000,0,240
1771685525980000,0,240
1771685525984000,0,240
1771685525988000,0,240
1771685525992000,0,240
1771685525996000,0,240
1771685526000000,0,240
1771685526004000,0,240
1771685526008000,0,240
1771685526012000,0,240
1771685526016000,0,240
1771685526020000,0,240
1771685526024000,0,240
1771685526028000,0,240
1771685526032000,0,240
1771685526036000,0,240
1771685526040000,0,240
1771685526044000,0,240
1771685526048000,0,240
1771685526052000,0,240
1771685526056000,0,240
1771685526060000,0,240
1771685526064000,0,240
1771685526068000,0,240
1771685526072000,0,240
1771685526076000,0,240
1771685526080000,0,240
1771685526084000,0,240
1771685526088000,0,240
1771685526092000,0,240
1771685526096000,0,240
