timestamp,pub_timestamp,time_estimate,safe_time_estimate,publisher_id,valid
1771685522156000,1771685522156000,0.0,0.0,96,0
1771685524212000,1771685524212000,0.0,0.0,96,0
1771685526228000,1771685526228000,0.058726937,100.0646,96,1
1771685528244000,1771685528244000,0.32009256,100.352104,96,1
1771685530260000,1771685530260000,1.974801,102.17228,96,1
1771685532276000,1771685532276000,3.919094,104.311005,96,1
1771685534292000,1771685534292000,5.926275,106.518906,96,1
1771685536308000,1771685536308000,8.538517,109.39237,96,1
1771685538324000,1771685538324000,12.498874,113.748764,96,1
1771685540340000,1771685540340000,16.497583,118.14734,96,1
1771685542356000,1771685542356000,20.479208,122.52713,96,1
1771685544372000,1771685544372000,24.474056,126.92146,96,1
1771685546388000,1771685546388000,28.482374,131.33061,96,1
1771685548404000,1771685548404000,32.48703,135.73573,96,1
1771685550420000,1771685550420000,36.511555,140.16272,96,1
1771685552436000,1771685552436000,40.537735,144.5915,96,1
1771685554452000,1771685554452000,44.54299,148.99728,96,1
1771685556468000,1771685556468000,48.54001,153.39401,96,1
1771685558484000,1771685558484000,52.545338,157.79987,96,1
1771685560500000,1771685560500000,55.340454,160.8745,96,1
1771685562516000,1771685562516000,56.408794,162.04968,96,1
1771685564532000,1771685564532000,57.23592,162.95952,96,1
1771685566548000,1771685566548000,59.27207,165.19928,96,1
1771685568564000,1771685568564000,61.23651,167.36017,96,1
1771685570580000,1771685570580000,63.224243,169.54666,96,1
1771685572596000,1771685572596000,65.24694,171.77164,96,1
1771685574612000,1771685574612000,67.27886,174.00674,96,1
1771685576628000,1771685576628000,69.323746,176.25612,96,1
1771685578644000,1771685578644000,71.35244,178.48769,96,1
1771685580660000,1771685580660000,73.38323,180.72156,96,1
1771685582676000,1771685582676000,75.41292,182.95421,96,1
1771685584692000,1771685584692000,77.442055,185.18626,96,1
1771685586708000,1771685586708000,79.47044,187.41748,96,1
1771685588724000,1771685588724000,81.22397,189.34637,96,1
1771685590740000,1771685590740000,81.77509,189.9526,96,1
1771685592756000,1771685592756000,80.967186,189.0639,96,1
1771685594772000,1771685594772000,79.5565,187.51215,96,1
1771685596788000,1771685596788000,78.29934,186.12927,96,1
1771685598804000,1771685598804000,77.07627,184.7839,96,1
1771685600820000,1771685600820000,75.986275,183.5849,96,1
1771685602836000,1771685602836000,75.03422,182.53764,96,1
1771685604852000,1771685604852000,74.29478,181.72426,96,1
1771685606868000,1771685606868000,73.75288,181.12817,96,1
1771685608884000,1771685608884000,73.44414,180.78854,96,1
1771685610900000,1771685610900000,73.38181,180.72,96,1
1771685612916000,1771685612916000,73.57483,180.93231,96,1
1771685614932000,1771685614932000,74.01272,181.414,96,1
1771685616948000,1771685616948000,74.642586,182.10684,96,1
1771685618964000,1771685618964000,75.48154,183.0297,96,1
1771685620980000,1771685620980000,76.50325,184.15358,96,1
1771685622996000,1771685622996000,77.67147,185.43863,96,1
1771685625012000,1771685625012000,78.9486,186.84346,96,1
