timestamp,pub_timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2],xyz_derivative[0],xyz_derivative[1],xyz_derivative[2],publisher_id
1771685523332000,1771685523332000,1771685523332000,0.00020314417,0.0008768618,0.0031329861,-0.01967001,-0.086970665,0.24914537,126
1771685523336000,1771685523336000,1771685523336000,-0.0014466813,-0.0025429786,0.0019906266,-0.15106145,-0.3438717,0.07027046,126
1771685523340000,1771685523340000,1771685523340000,0.00014404244,-0.00017724643,0.0024025852,0.032499015,-0.031001808,0.081215404,126
1771685523344000,1771685523344000,1771685523344000,0.004414307,0.0024279472,0.004515351,0.37874052,0.19723523,0.23073384,126
1771685523348000,1771685523348000,1771685523348000,0.005330316,-0.0004458432,0.0062935557,0.32865137,-0.109070905,0.30225813,126
1771685523352000,1771685523352000,1771685523352000,0.0040934496,-0.005818145,0.0043219374,0.115277424,-0.52185917,0.036267333,126
1771685523356000,1771685523356000,1771685523356000,0.0017938776,-0.0071499036,0.002550239,-0.115592286,-0.4586635,-0.12402769,126
1771685523360000,1771685523360000,1771685523360000,-0.0016044276,-0.002198545,0.0018588665,-0.36111814,0.10883573,-0.14035702,126
1771685523364000,1771685523364000,1771685523364000,-0.0034593586,0.0022340375,-0.00094457285,-0.39544386,0.44311604,-0.32785147,126
1771685523368000,1771685523368000,1771685523368000,-0.0047754454,0.0027206123,-0.0026513117,-0.3732249,0.33557996,-0.3609123,126
1771685523372000,1771685523372000,1771685523372000,-0.003487641,0.0059536863,-0.0027795893,-0.14068078,0.49369955,-0.25091067,126
1771685523376000,1771685523376000,1771685523376000,-0.0002788966,0.008000398,-0.003363865,0.17471872,0.4997135,-0.21583994,126
1771685523380000,1771685523380000,1771685523380000,-0.0007728069,0.0037589574,-0.0018658631,0.07496874,-0.02214858,-0.018364504,126
1771685523384000,1771685523384000,1771685523384000,-0.0020686884,-0.0025449677,0.0011444674,-0.05848086,-0.5419229,0.23952591,126
1771685523388000,1771685523388000,1771685523388000,-0.0026588284,-0.008336608,0.0023220784,-0.08827046,-0.8449857,0.2578829,126
1771685523392000,1771685523392000,1771685523392000,-0.0076817153,-0.0073813545,0.0037459848,-0.47879598,-0.48244283,0.29069632,126
1771685523396000,1771685523396000,1771685523396000,-0.011212928,-0.0010991521,0.0065716445,-0.6139409,0.20430632,0.4297588,126
1771685523400000,1771685523400000,1771685523400000,-0.0041102315,0.0025657376,0.0047026733,0.18541199,0.44245017,0.12970178,126
1771685523404000,1771685523404000,1771685523404000,0.0035594045,0.0051427227,-5.0995564e-05,0.76478434,0.50995326,-0.31122372,126
1771685523408000,1771685523408000,1771685523408000,0.0042820256,0.006566447,0.00017210186,0.5693866,0.45843112,-0.18845876,126
1771685523412000,1771685523412000,1771685523412000,0.004224963,0.0057879114,0.0013664658,0.37414843,0.23997356,-0.025535192,126
1771685523416000,1771685523416000,1771685523416000,0.0026110616,0.0055254847,-0.00036530843,0.11402461,0.13775356,-0.16181783,126
1771685523420000,1771685523420000,1771685523420000,-0.0007796405,0.005391024,-0.0033768304,-0.2076748,0.08042882,-0.35953486,126
1771685523424000,1771685523424000,1771685523424000,-0.0024928646,0.002425654,-0.0057347217,-0.2814784,-0.19446288,-0.4364517,126
1771685523428000,1771685523428000,1771685523428000,-0.0040253974,-0.0040197107,-0.0029964617,-0.31548306,-0.6684245,-0.061459105,126
1771685523432000,1771685523432000,1771685523432000,-0.0078724595,-0.007132077,0.003306154,-0.53167176,-0.70510936,0.48617348,126
