timestamp,pub_timestamp,publisher_id,geofence_max_dist_triggered,geofence_max_alt_triggered,geofence_custom_fence_triggered,geofence_action
1771685523328000,1771685523328000,96,0,0,0,2
1771685523556000,1771685523556000,96,0,0,0,2
1771685523804000,1771685523804000,96,0,0,0,2
1771685524012000,1771685524012000,96,0,0,0,2
1771685524260000,1771685524260000,96,0,0,0,2
1771685524516000,1771685524516000,96,0,0,0,2
1771685524764000,1771685524764000,96,0,0,0,2
1771685525020000,1771685525020000,96,0,0,0,2
1771685525268000,1771685525268000,96,0,0,0,2
1771685525524000,1771685525524000,96,0,0,0,2
1771685525772000,1771685525772000,96,0,0,0,2
1771685526028000,1771685526028000,96,0,0,0,2
1771685526276000,1771685526276000,96,0,0,0,2
1771685526532000,1771685526532000,96,0,0,0,2
1771685526780000,1771685526780000,96,0,0,0,2
1771685527036000,1771685527036000,96,0,0,0,2
1771685527284000,1771685527284000,96,0,0,0,2
1771685527540000,1771685527540000,96,0,0,0,2
1771685527788000,1771685527788000,96,0,0,0,2
1771685528044000,1771685528044000,96,0,0,0,2
1771685528292000,1771685528292000,96,0,0,0,2
1771685528548000,1771685528548000,96,0,0,0,2
1771685528796000,1771685528796000,96,0,0,0,2
1771685529052000,1771685529052000,96,0,0,0,2
1771685529300000,1771685529300000,96,0,0,0,2
1771685529556000,1771685529556000,96,0,0,0,2
1771685529804000,1771685529804000,96,0,0,0,2
1771685530060000,1771685530060000,96,0,0,0,2
1771685530308000,1771685530308000,96,0,0,0,2
1771685530564000,1771685530564000,96,0,0,0,2
1771685530812000,1771685530812000,96,0,0,0,2
1771685531068000,1771685531068000,96,0,0,0,2
1771685531316000,1771685531316000,96,0,0,0,2
1771685531572000,1771685531572000,96,0,0,0,2
1771685531820000,1771685531820000,96,0,0,0,2
1771685532076000,1771685532076000,96,0,0,0,2
1771685532324000,1771685532324000,96,0,0,0,2
1771685532580000,1771685532580000,96,0,0,0,2
1771685532828000,1771685532828000,96,0,0,0,2
1771685533084000,1771685533084000,96,0,0,0,2
1771685533332000,1771685533332000,96,0,0,0,2
1771685533588000,1771685533588000,96,0,0,0,2
1771685533836000,1771685533836000,96,0,0,0,2
1771685534092000,1771685534092000,96,0,0,0,2
1771685534340000,1771685534340000,96,0,0,0,2
1771685534596000,1771685534596000,96,0,0,0,2
1771685534844000,1771685534844000,96,0,0,0,2
1771685535100000,1771685535100000,96,0,0,0,2
1771685535348000,1771685535348000,96,0,0,0,2
1771685535604000,1771685535604000,96,0,0,0,2
1771685535852000,1771685535852000,96,0,0,0,2
1771685536108000,1771685536108000,96,0,0,0,2
1771685536356000,1771685536356000,96,0,0,0,2
1771685536612000,1771685536612000,96,0,0,0,2
1771685536860000,1771685536860000,96,0,0,0,2
1771685537116000,1771685537116000,96,0,0,0,2
1771685537364000,1771685537364000,96,0,0,0,2
1771685537620000,1771685537620000,96,0,0,0,2
1771685537868000,1771685537868000,96,0,0,0,2
1771685538124000,1771685538124000,96,0,0,0,2
1771685538372000,1771685538372000,96,0,0,0,2
1771685538628000,1771685538628000,96,0,0,0,2
1771685538876000,1771685538876000,96,0,0,0,2
1771685539132000,1771685539132000,96,0,0,0,2
1771685539380000,1771685539380000,96,0,0,0,2
1771685539636000,1771685539636000,96,0,0,0,2
1771685539884000,1771685539884000,96,0,0,0,2
1771685540140000,1771685540140000,96,0,0,0,2
1771685540388000,1771685540388000,96,0,0,0,2
1771685540644000,1771685540644000,96,0,0,0,2
1771685540892000,1771685540892000,96,0,0,0,2
1771685541148000,1771685541148000,96,0,0,0,2
1771685541396000,1771685541396000,96,0,0,0,2
1771685541652000,1771685541652000,96,0,0,0,2
1771685541900000,1771685541900000,96,0,0,0,2
1771685542156000,1771685542156000,96,0,0,0,2
1771685542404000,1771685542404000,96,0,0,0,2
1771685542660000,1771685542660000,96,0,0,0,2
1771685542908000,1771685542908000,96,0,0,0,2
1771685543164000,1771685543164000,96,0,0,0,2
1771685543412000,1771685543412000,96,0,0,0,2
1771685543668000,1771685543668000,96,0,0,0,2
1771685543916000,1771685543916000,96,0,0,0,2
1771685544172000,1771685544172000,96,0,0,0,2
1771685544420000,1771685544420000,96,0,0,0,2
1771685544676000,1771685544676000,96,0,0,0,2
1771685544924000,1771685544924000,96,0,0,0,2
