timestamp,timestamp_sample,pub_timestamp,device_id,bias,bias_var,innov,innov_var,innov_test_ratio,publisher_id
1771685523292000,1771685523140000,0,6620172,0.1279801,0.103337854,-0.09933722,12.367069,8.865735e-05,0
1771685523348000,1771685523192000,0,6620172,0.12685229,0.10340488,-0.13374792,12.3671665,0.00016071684,0
1771685523396000,1771685523244000,0,6620172,0.12638998,0.103337854,-0.054861322,12.367069,2.7041031e-05,0
1771685523452000,1771685523296000,0,6620172,0.12567548,0.10340488,-0.084733486,12.3671665,6.4505606e-05,0
1771685523500000,1771685523348000,0,6620172,0.124871545,0.103337854,-0.09540205,12.367069,8.177228e-05,0
1771685523556000,1771685523400000,0,6620172,0.12369738,0.10340488,-0.13924533,12.3671665,0.00017420018,0
1771685523604000,1771685523452000,0,6620172,0.1231503,0.103337854,-0.06492052,12.367069,3.7866463e-05,0
1771685523660000,1771685523504000,0,6620172,0.12274438,0.10340488,-0.04813809,12.3671665,2.0819245e-05,0
1771685523708000,1771685523556000,0,6620172,0.12216419,0.103337854,-0.06885034,12.367069,4.258953e-05,0
1771685523764000,1771685523608000,0,6620172,0.12141121,0.10340488,-0.08929676,12.3671665,7.164051e-05,0
1771685523812000,1771685523660000,0,6620172,0.12049045,0.103337854,-0.109265216,12.367069,0.000107264146,0
1771685523868000,1771685523712000,0,6620172,0.11979558,0.10340488,-0.08240451,12.3671665,6.1008344e-05,0
1771685523916000,1771685523764000,0,6620172,0.11897458,0.103337854,-0.0974262,12.367069,8.527903e-05,0
1771685523972000,1771685523816000,0,6620172,0.1180259,0.10340488,-0.112504855,12.3671665,0.00011371816,0
1771685524020000,1771685523868000,0,6620172,0.11711283,0.103337854,-0.10835183,12.367069,0.00010547831,0
1771685524076000,1771685523920000,0,6620172,0.11599508,0.10340488,-0.13255472,12.3671665,0.00015786204,0
1771685524124000,1771685523972000,0,6620172,0.11515261,0.103337854,-0.09997335,12.367069,8.979646e-05,0
1771685524180000,1771685524024000,0,6620172,0.11426344,0.10340488,-0.10544802,12.3671665,9.98997e-05,0
1771685524228000,1771685524076000,0,6620172,0.11356852,0.103337854,-0.08246412,12.367069,6.1097126e-05,0
1771685524284000,1771685524128000,0,6620172,0.11282703,0.10340488,-0.08793376,12.3671665,6.94702e-05,0
1771685524332000,1771685524180000,0,6620172,0.112079926,0.103337854,-0.08865711,12.367069,7.06184e-05,0
1771685524388000,1771685524232000,0,6620172,0.11057358,0.10340488,-0.17863876,12.3671665,0.00028670725,0
1771685524436000,1771685524284000,0,6620172,0.109467685,0.103337854,-0.13123399,12.367069,0.00015473315,0
1771685524492000,1771685524336000,0,6620172,0.10824045,0.10340488,-0.14553946,12.3671665,0.00019030439,0
