timestamp,timestamp_sample,pub_timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],states[24],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],publisher_id,n_states
1771685523332000,1771685523180000,1771685523332000,-0.9999525,0.00024908874,0.0001045378,-0.009741939,0.008215735,-0.009702182,-0.023088872,0.0,0.0,-487.9298,0.000116328374,-8.598009e-05,9.4659725e-07,-0.013688529,0.008344025,0.00998629,0.21493958,0.012140249,0.4304306,0.00088595867,-0.00075706595,-0.0007369238,0.0,0.0,-487.8298,9.345378e-06,9.217581e-06,0.00032143982,0.0032185551,0.0032300667,0.0024272616,0.0072314506,0.0072391382,0.012768346,1.474562e-07,1.473366e-07,3.2866234e-07,6.3107225e-05,7.0816786e-05,8.589057e-06,1.2430486e-06,3.1643503e-06,6.396602e-05,1.1545816e-06,1.708856e-06,6.378065e-05,1.0,1.0,0.010000001,160,25
1771685523340000,1771685523188000,1771685523340000,-0.9999524,0.00022859695,8.907338e-05,-0.009752267,0.008488109,-0.009893098,-0.02313511,0.0,0.0,-487.93,0.000116328374,-8.598009e-05,9.4659725e-07,-0.013688529,0.008344025,0.00998629,0.21493958,0.012140249,0.4304306,0.00088595867,-0.00075706595,-0.0007369238,0.0,0.0,-487.83,9.367559e-06,9.239732e-06,0.00032155792,0.0032426289,0.003254278,0.0024354316,0.007280175,0.0072880113,0.012824968,1.4752021e-07,1.4740061e-07,3.2872634e-07,6.31078e-05,7.081736e-05,8.589633e-06,1.2431126e-06,3.1644142e-06,6.396609e-05,1.1545823e-06,1.7088566e-06,6.378065e-05,1.0,1.0,0.010000001,160,25
1771685523348000,1771685523196000,1771685523348000,-0.9999528,0.00019386869,0.00011290043,-0.009709346,0.00869491,-0.010444122,-0.023027694,0.0,0.0,-487.93002,0.000116328374,-8.598008e-05,9.4661584e-07,-0.013688498,0.008344025,0.0099859685,0.21493958,0.012140249,0.4304306,0.0008859573,-0.00075706607,-0.00073692325,0.0,0.0,-487.83002,9.389759e-06,9.261903e-06,0.00032167608,0.0032667927,0.0032785728,0.002442573,0.0073293955,0.007337383,0.012868487,1.4758422e-07,1.4746462e-07,3.2879035e-07,6.3108375e-05,7.0817936e-05,8.590137e-06,1.2431766e-06,3.1644781e-06,6.396615e-05,1.154583e-06,1.7088573e-06,6.378065e-05,1.0,1.0,0.010000001,160,25
1771685523356000,1771685523204000,1771685523356000,-0.9999534,0.00018034592,0.00012858787,-0.009644822,0.008544431,-0.010364092,-0.02297855,0.0,0.0,-487.9302,0.00011612269,-8.678861e-05,2.3318646e-06,-0.01369183,0.008344687,0.009985996,0.21493699,0.012140179,0.43043378,0.0008840511,-0.0007571929,-0.0007367029,0.0,0.0,-487.8302,9.40773e-06,9.277293e-06,0.0003209346,0.0032901121,0.0033024144,0.002450745,0.0073787337,0.007387064,0.012925682,1.476337e-07,1.4750728e-07,3.28344e-07,6.3108484e-05,7.081807e-05,8.590713e-06,1.2428437e-06,3.164109e-06,6.396586e-05,1.1543164e-06,1.7088446e-06,6.3780404e-05,1.0,1.0,0.010000001,160,25
1771685523364000,1771685523212000,1771685523364000,-0.9999536,0.00016967059,0.00014411625,-0.009631185,0.008709124,-0.010148823,-0.022924386,0.0,0.0,-487.9304,0.00011612269,-8.678861e-05,2.3318646e-06,-0.01369183,0.008344687,0.009985996,0.21493699,0.012140179,0.43043378,0.0008840511,-0.0007571929,-0.0007367029,0.0,0.0,-487.83038,9.429962e-06,9.299493e-06,0.00032105247,0.003314489,0.0033269287,0.0024589181,0.0074289492,0.00743744,0.012983193,1.476977e-07,1.4757128e-07,3.28408e-07,6.310906e-05,7.081864e-05,8.591289e-06,1.2429077e-06,3.164173e-06,6.396593e-05,1.154317e-06,1.7088453e-06,6.3780404e-05,1.0,1.0,0.010000001,160,25
1771685523372000,1771685523220000,1771685523372000,-0.9999537,0.00017700651,0.00015043214,-0.009614923,0.008270783,-0.00996871,-0.022774454,0.0,0.0,-487.93167,0.000115581635,-8.738687e-05,2.2550573e-06,-0.013691679,0.008345,0.009987144,0.21493708,0.012140187,0.43043366,0.0008841172,-0.00075720454,-0.0007366804,0.0,0.0,-487.83167,9.311706e-06,9.1833335e-06,0.00032114712,0.0031827535,0.0031942013,0.0024151164,0.0071596373,0.007167153,0.012684304,1.4736818e-07,1.4724712e-07,3.2846023e-07,6.31095e-05,7.081911e-05,8.588186e-06,1.2429612e-06,3.1642353e-06,6.3965985e-05,1.1543095e-06,1.7088449e-06,6.3780404e-05,1.0,1.0,0.010000001,160,25
1771685523380000,1771685523228000,1771685523380000,-0.9999541,0.00012597088,0.00015279028,-0.009581051,0.00850958,-0.0097435005,-0.022749007,0.0,0.0,-487.93185,0.000115581635,-8.738687e-05,2.2550573e-06,-0.013691679,0.008345,0.009987144,0.21493708,0.012140187,0.43043366,0.0008841172,-0.00075720454,-0.0007366804,0.0,0.0,-487.83185,9.3338585e-06,9.205456e-06,0.0003212651,0.003206641,0.0032182252,0.0024232848,0.0072076293,0.0072152917,0.012740459,1.4743219e-07,1.4731113e-07,3.2852424e-07,6.311008e-05,7.081968e-05,8.588761e-06,1.2430252e-06,3.1642992e-06,6.396605e-05,1.1543102e-06,1.7088456e-06,6.3780404e-05,1.0,1.0,0.010000001,160,25
1771685523388000,1771685523236000,1771685523388000,-0.99995387,0.00012824335,0.00015139229,-0.009590309,0.008582107,-0.009560591,-0.02302526,0.0,0.0,-487.93204,0.000115581635,-8.738687e-05,2.2550573e-06,-0.013691679,0.008345,0.009987144,0.21493708,0.012140187,0.43043366,0.0008841172,-0.00075720454,-0.0007366804,0.0,0.0,-487.83203,9.356032e-06,9.2276e-06,0.0003213832,0.003230703,0.0032424114,0.0024314541,0.0072561116,0.007263923,0.012796927,1.474962e-07,1.4737513e-07,3.2858824e-07,6.311065e-05,7.082026e-05,8.589337e-06,1.2430892e-06,3.164363e-06,6.3966116e-05,1.1543109e-06,1.7088463e-06,6.3780404e-05,1.0,1.0,0.010000001,160,25
1771685523396000,1771685523244000,1771685523396000,-0.9999541,0.00013197627,0.000108464825,-0.0095766615,0.008715549,-0.009981077,-0.02327597,0.0,0.0,-487.93216,0.000115581635,-8.738686e-05,2.255065e-06,-0.013691667,0.008345,0.0099870125,0.21493708,0.012140187,0.43043366,0.0008841167,-0.0007572046,-0.0007366802,0.0,0.0,-487.83215,9.378219e-06,9.249757e-06,0.00032150117,0.0032548786,0.0032667147,0.0024386006,0.007305088,0.0073130513,0.01284035,1.475602e-07,1.4743914e-07,3.2865225e-07,6.311123e-05,7.082083e-05,8.589842e-06,1.2431532e-06,3.164427e-06,6.396618e-05,1.1543116e-06,1.708847e-06,6.3780404e-05,1.0,1.0,0.010000001,160,25
1771685523404000,1771685523252000,1771685523404000,-0.9999542,0.00014138914,8.423382e-05,-0.0095635485,0.008909993,-0.010147097,-0.02349943,0.0,0.0,-487.93234,0.000115581635,-8.738686e-05,2.255065e-06,-0.013691667,0.008345,0.0099870125,0.21493708,0.012140187,0.43043366,0.0008841167,-0.0007572046,-0.0007366802,0.0,0.0,-487.83234,9.400428e-06,9.2719365e-06,0.00032161927,0.0032791574,0.003291128,0.0024467723,0.007354563,0.00736268,0.012897389,1.476242e-07,1.4750314e-07,3.2871625e-07,6.31118e-05,7.082141e-05,8.590418e-06,1.2432172e-06,3.1644909e-06,6.396625e-05,1.1543123e-06,1.7088477e-06,6.3780404e-05,1.0,1.0,0.010000001,160,25
