timestamp,pub_timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,publisher_id,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
1771685523332000,1771685523332000,-0.0002663093,-0.0029294784,0.00133158,4000,0,-0.062249243,0.033518996,-9.8198185,4000,126,0,0,0,1
1771685523336000,1771685523336000,-0.0018642128,-0.0031957943,0.001331579,4000,0,-0.079008654,0.023942187,-9.841367,4000,126,0,0,0,1
1771685523340000,1771685523340000,0.0021305243,0.0029294803,0.003195794,4000,0,-0.020350711,-0.00359113,-9.842565,4000,126,0,0,0,1
1771685523344000,1771685523344000,0.006924221,0.0031957969,0.0058589503,4000,0,0.016759414,-0.03710996,-9.76954,4000,126,0,0,0,1
1771685523348000,1771685523348000,0.0042610723,-0.0037284326,0.00665789,4000,0,-0.010773908,-0.027533151,-9.721657,4000,126,0,0,0,1
1771685523352000,1771685523352000,0.0029294938,-0.008522113,0.0021305205,4000,0,-0.047884032,0.023942187,-9.734824,4000,126,0,0,0,1
1771685523356000,1771685523356000,0.00079894654,-0.005858957,0.0021305257,4000,0,-0.06703765,0.041898705,-9.738416,4000,126,0,0,0,1
1771685523360000,1771685523360000,-0.0029294826,0.0018642101,0.0021305238,4000,0,-0.040701423,0.009576977,-9.757569,4000,126,0,0,0,1
1771685523364000,1771685523364000,-0.0031957976,0.003195789,-0.0026631623,4000,0,-0.0059855045,-0.008379534,-9.794681,4000,126,0,0,0,1
1771685523368000,1771685523368000,-0.0047936914,0.0010652659,-0.0026631574,4000,0,0.015562311,0.020350887,-9.821014,4000,126,0,0,0,1
1771685523372000,1771685523372000,-0.0018642065,0.007989482,-0.002130541,4000,0,-0.0011971007,0.05746101,-9.8281975,4000,126,0,0,0,1
1771685523376000,1771685523376000,0.0015978926,0.00798948,-0.003728435,4000,0,-0.01316811,0.056263912,-9.80306,4000,126,0,0,0,1
1771685523380000,1771685523380000,-0.002396847,-0.00026631285,-0.000532626,4000,0,0.031124625,0.045490008,-9.79468,4000,126,0,0,0,1
1771685523384000,1771685523384000,-0.0026631623,-0.00532632,0.0026631653,4000,0,0.035913024,0.045490008,-9.78989,4000,126,0,0,0,1
1771685523388000,1771685523388000,-0.0023968397,-0.009853697,0.0018642173,4000,0,0.008379706,0.040701598,-9.774329,4000,126,0,0,0,1
1771685523392000,1771685523392000,-0.010918972,-0.0042610615,0.0042610257,4000,0,-0.0059855045,0.0395045,-9.795877,4000,126,0,0,0,1
1771685523396000,1771685523396000,-0.0114516085,0.0029294898,0.007989456,4000,0,-0.022744918,0.02394219,-9.828198,4000,126,0,0,0,1
1771685523400000,1771685523400000,0.0026631572,0.0023968604,0.002130517,4000,0,0.0,0.008379878,-9.836578,4000,126,0,0,0,1
1771685523404000,1771685523404000,0.006125265,0.005326329,-0.0026631614,4000,0,0.028730419,0.0071827765,-9.813834,4000,126,0,0,0,1
1771685523408000,1771685523408000,0.0015979067,0.0063915807,0.002396855,4000,0,0.0035913025,0.0047885748,-9.788693,4000,126,0,0,0,1
1771685523412000,1771685523412000,0.003994743,0.004527377,0.0021305229,4000,0,-0.011971008,-0.020350542,-9.811438,4000,126,0,0,0,1
1771685523416000,1771685523416000,0.0015978897,0.005592643,-0.002130524,4000,0,0.017956512,-0.056263573,-9.837775,4000,126,0,0,0,1
1771685523420000,1771685523420000,-0.0023968504,0.0053263265,-0.0047936826,4000,0,0.028730419,-0.045489665,-9.830592,4000,126,0,0,0,1
1771685523424000,1771685523424000,-0.0021305396,0.00026631478,-0.0061252667,4000,0,-0.010773908,-0.033518653,-9.836578,4000,126,0,0,0,1
1771685523428000,1771685523428000,-0.0042610727,-0.007456843,5.543796e-09,4000,0,-0.051475342,-0.023941847,-9.861718,4000,126,0,0,0,1
1771685523432000,1771685523432000,-0.009853713,-0.006657894,0.0066578877,4000,0,-0.043095633,0.033518996,-9.8677025,4000,126,0,0,0,1
1771685523436000,1771685523436000,-0.008522124,0.000532623,0.0029294565,4000,0,-0.043095633,0.063446514,-9.837775,4000,126,0,0,0,1
1771685523440000,1771685523440000,-0.0031957936,-0.00079896435,-0.0045273714,4000,0,-0.08978256,0.015562482,-9.806651,4000,126,0,0,0,1
1771685523444000,1771685523444000,-0.0045273816,-0.0058589554,-0.0069242143,4000,0,-0.059855044,-0.01795634,-9.81503,4000,126,0,0,0,1
1771685523448000,1771685523448000,-0.0015978971,-0.0053263274,-0.0061252653,4000,0,0.022744916,0.0011972726,-9.823411,4000,126,0,0,0,1
1771685523452000,1771685523452000,0.0010652661,-0.002929482,-0.0042610546,4000,0,-0.0035913025,0.008379878,-9.821014,4000,126,0,0,0,1
1771685523456000,1771685523456000,-0.0037284219,-0.0013315731,-0.005858959,4000,0,-0.05147534,-0.007182434,-9.812636,4000,126,0,0,0,1
1771685523460000,1771685523460000,-0.0063915798,0.0015978982,-0.009054754,4000,0,-0.010773907,-0.0023940317,-9.764752,4000,126,0,0,0,1
1771685523464000,1771685523464000,-0.00053262047,0.005326307,-0.007989494,4000,0,0.008379707,0.023942186,-9.759963,4000,126,0,0,0,1
1771685523468000,1771685523468000,0.0005326564,0.009054747,-2.3952391e-09,4000,0,-0.023942016,0.02274509,-9.83179,4000,126,0,0,0,1
1771685523472000,1771685523472000,-0.0023968345,0.012250542,0.003462119,4000,0,-0.034715924,0.02873059,-9.864112,4000,126,0,0,0,1
1771685523476000,1771685523476000,0.0047936644,0.007456854,-0.003994767,4000,0,-0.05027824,0.037110303,-9.821014,4000,126,0,0,0,1
1771685523480000,1771685523480000,0.003728409,0.00053263846,-0.006924228,4000,0,-0.057460837,0.0035914732,-9.762358,4000,126,0,0,0,1
1771685523484000,1771685523484000,-0.0007989448,0.0018642193,-0.0037284233,4000,0,-0.014365209,-0.029927354,-9.763554,4000,126,0,0,0,1
1771685523488000,1771685523488000,5.957639e-09,0.00346211,0.0026631604,4000,0,0.019153615,-0.03112445,-9.813834,4000,126,0,0,0,1
1771685523492000,1771685523492000,-0.0002663097,0.0021305287,0.007190536,4000,0,0.011971008,-0.02035054,-9.852141,4000,126,0,0,0,1
1771685523496000,1771685523496000,0.0053263307,-0.0037284133,-0.00079895195,4000,0,-0.005985504,-0.010773736,-9.870097,4000,126,0,0,0,1
1771685523500000,1771685523500000,0.0069242246,-0.009853686,-0.0069242283,4000,0,-0.029927524,0.017956685,-9.841367,4000,126,0,0,0,1
1771685523504000,1771685523504000,0.0021305091,-0.0037284384,0.0034621079,4000,0,-0.009576808,0.008379877,-9.774329,4000,126,0,0,0,1
1771685523508000,1771685523508000,0.0005326185,0.0050600017,0.0063915914,4000,0,0.044292733,-0.017956343,-9.752781,4000,126,0,0,0,1
1771685523512000,1771685523512000,0.0021305133,0.004793695,-0.0031957964,4000,0,0.03711013,-0.009576637,-9.776723,4000,126,0,0,0,1
1771685523516000,1771685523516000,0.0063915895,0.0026631544,-0.0002663244,4000,0,0.021547817,-0.002394031,-9.777921,4000,126,0,0,0,1
1771685523520000,1771685523520000,0.0074568572,0.0031957803,0.005858955,4000,0,0.028730419,0.0071827755,-9.7719345,4000,126,0,0,0,1
1771685523524000,1771685523524000,0.003462111,0.00053263234,0.002663159,4000,0,-0.0011971007,0.011971179,-9.746796,4000,126,0,0,0,1
1771685523528000,1771685523528000,-0.00079894625,-0.0021305315,0.0015978946,4000,0,-0.03711013,0.01556248,-9.750386,4000,126,0,0,0,1
1771685523532000,1771685523532000,-0.004793695,0.0069242176,0.0018642078,4000,0,-0.023942018,0.023942187,-9.7863,4000,126,0,0,0,1
1771685523536000,1771685523536000,-0.006391599,0.014114749,-0.0013315883,4000,0,0.017956512,0.002394373,-9.7719345,4000,126,0,0,0,1
1771685523540000,1771685523540000,0.0037284396,0.0055926424,0.0023968152,4000,0,0.032321725,-0.008379535,-9.791088,4000,126,0,0,0,1
1771685523544000,1771685523544000,0.014913718,0.002130529,0.009587355,4000,0,0.004788404,0.02274509,-9.811438,4000,126,0,0,0,1
1771685523548000,1771685523548000,0.01118526,0.006391598,0.0050600297,4000,0,-0.025139121,0.033519,-9.792283,4000,126,0,0,0,1
1771685523552000,1771685523552000,0.0023968397,0.004261059,0.0007989593,4000,0,-0.03351883,0.046687108,-9.83179,4000,126,0,0,0,1
1771685523556000,1771685523556000,-0.0047936826,0.0018642072,0.0053263307,4000,0,-0.02633622,0.063446514,-9.877278,4000,126,0,0,0,1
1771685523560000,1771685523560000,-0.009321056,-0.0013315842,0.008255808,4000,0,-0.008379707,0.019153785,-9.842565,4000,126,0,0,0,1
1771685523564000,1771685523564000,-0.0077231554,-0.0053263265,0.005592652,4000,0,0.009576808,-0.033518657,-9.792283,4000,126,0,0,0,1
1771685523568000,1771685523568000,-0.0015978907,-0.002929481,-0.0002663115,4000,0,0.02633622,-0.04070125,-9.797074,4000,126,0,0,0,1
1771685523572000,1771685523572000,-0.0018642095,0.0005326308,-0.0031957957,4000,0,0.007182604,-0.052672267,-9.804257,4000,126,0,0,0,1
1771685523576000,1771685523576000,-0.011717908,0.0026631712,-0.0039947415,4000,0,-0.041898534,-0.039504156,-9.7958765,4000,126,0,0,0,1
1771685523580000,1771685523580000,-0.007989479,0.00426107,0.00026630668,4000,0,-0.029927522,0.010774079,-9.809044,4000,126,0,0,0,1
1771685523584000,1771685523584000,0.010120023,0.0026631823,0.007723145,4000,0,0.039504327,0.01197118,-9.804257,4000,126,0,0,0,1
1771685523588000,1771685523588000,0.009054751,0.0021305198,0.009587378,4000,0,0.07062895,-0.016759243,-9.777921,4000,126,0,0,0,1
1771685523592000,1771685523592000,0.0005326328,0.0010652492,0.0055926414,4000,0,0.05267244,-0.013167939,-9.806651,4000,126,0,0,0,1
1771685523596000,1771685523596000,0.0058589503,0.0013315924,-0.0045273765,4000,0,0.035913024,0.01077408,-9.852141,4000,126,0,0,0,1
1771685523600000,1771685523600000,0.003994752,0.009321074,-0.007989467,4000,0,0.011971008,0.008379877,-9.81503,4000,126,0,0,0,1
1771685523604000,1771685523604000,-0.0045273597,0.0109189795,-0.0045273458,4000,0,-0.017956512,-0.010773739,-9.785103,4000,126,0,0,0,1
1771685523608000,1771685523608000,-0.00559266,-0.0007989482,-0.0055926177,4000,0,-0.045489836,0.007182776,-9.827001,4000,126,0,0,0,1
1771685523612000,1771685523612000,-0.003462126,-0.009054745,-0.001597881,4000,0,-0.07062895,0.017956685,-9.849745,4000,126,0,0,0,1
1771685523616000,1771685523616000,-0.0026631881,-0.0005326209,0.008788425,4000,0,-0.05626374,-0.028730249,-9.853338,4000,126,0,0,0,1
1771685523620000,1771685523620000,-0.0037284556,0.009587377,0.009587371,4000,0,-0.019153615,-0.070628785,-9.846155,4000,126,0,0,0,1
1771685523624000,1771685523624000,-0.0069242422,0.005858931,-0.0013315654,4000,0,-0.01316811,-0.05506647,-9.81503,4000,126,0,0,0,1
1771685523628000,1771685523628000,-0.0039947517,-0.00079895754,-0.0047936803,4000,0,-0.039504327,-0.02035054,-9.805453,4000,126,0,0,0,1
1771685523632000,1771685523632000,-0.0013315812,-0.00053263153,-0.0010652642,4000,0,-0.031124622,-0.019153444,-9.815031,4000,126,0,0,0,1
1771685523636000,1771685523636000,-0.005592638,0.00053263246,-0.0042610597,4000,0,0.02513912,-0.03232155,-9.837775,4000,126,0,0,0,1
1771685523640000,1771685523640000,-0.0029294833,-0.0034621174,-0.00639158,4000,0,0.017956512,-0.034715753,-9.832988,4000,126,0,0,0,1
1771685523644000,1771685523644000,-1.09223395e-08,-0.0077231727,-0.004793682,4000,0,-0.015562311,-0.01795634,-9.795877,4000,126,0,0,0,1
1771685523648000,1771685523648000,-0.0015978938,-0.0066579003,-0.0053263265,4000,0,0.02513912,-0.0011969296,-9.821014,4000,126,0,0,0,1
1771685523652000,1771685523652000,-0.0007989408,0.001597897,-0.0021305317,4000,0,0.049081128,0.004788575,-9.829395,4000,126,0,0,0,1
1771685523656000,1771685523656000,0.0010652695,0.0061252704,0.0010652625,4000,0,-0.0011971015,-0.0011969298,-9.792283,4000,126,0,0,0,1
1771685523660000,1771685523660000,0.003728428,0.0031957943,0.0015978903,4000,0,-0.039504327,-0.013167939,-9.818621,4000,126,0,0,0,1
1771685523664000,1771685523664000,0.002663163,0.0002663152,0.0018642102,4000,0,-0.035913024,-0.019153444,-9.8353815,4000,126,0,0,0,1
1771685523668000,1771685523668000,-0.0029294721,-0.007989487,0.002130522,4000,0,-0.031124622,-0.03112445,-9.816228,4000,126,0,0,0,1
1771685523672000,1771685523672000,-0.002663153,-0.014381072,0.00079895504,4000,0,-0.01316811,-0.020350542,-9.801861,4000,126,0,0,0,1
1771685523676000,1771685523676000,0.0034621516,-0.009587387,-0.008255774,4000,0,0.017956512,-0.010773738,-9.782706,4000,126,0,0,0,1
1771685523680000,1771685523680000,0.008522138,-0.0031958057,-0.009587357,4000,0,0.039504327,-0.01795634,-9.804257,4000,126,0,0,0,1
1771685523684000,1771685523684000,0.008788449,0.0050599794,-0.0002662923,4000,0,0.033518825,0.009576977,-9.844958,4000,126,0,0,0,1
1771685523688000,1771685523688000,0.0021305366,0.010652633,0.0039947694,4000,0,0.033518825,0.031124793,-9.834185,4000,126,0,0,0,1
1771685523692000,1771685523692000,-0.004527366,0.006391578,0.00479371,4000,0,0.05267244,0.028730592,-9.794681,4000,126,0,0,0,1
1771685523696000,1771685523696000,-0.0045273737,-0.000798956,-0.0002663053,4000,0,0.009576808,0.015562482,-9.792284,4000,126,0,0,0,1
1771685523700000,1771685523700000,-0.0021305282,-0.0029294845,-0.0047936863,4000,0,-0.06344634,-0.016759243,-9.8281975,4000,126,0,0,0,1
1771685523704000,1771685523704000,-0.002663159,0.0018642177,0.00079894456,4000,0,-0.084994175,-0.015562142,-9.842565,4000,126,0,0,0,1
1771685523708000,1771685523708000,-0.0031957903,0.0026631658,0.0061252704,4000,0,-0.06703766,0.009576978,-9.827002,4000,126,0,0,0,1
1771685523712000,1771685523712000,-0.0039947345,-0.00079895067,0.0055926433,4000,0,-0.02513912,0.014365382,-9.810242,4000,126,0,0,0,1
1771685523716000,1771685523716000,-0.000798945,-0.0013315865,-0.0034621083,4000,0,0.014365209,-0.0035911321,-9.779117,4000,126,0,0,0,1
1771685523720000,1771685523720000,0.0066579054,-0.0031958048,-0.013848435,4000,0,0.009576808,-0.027533151,-9.752781,4000,126,0,0,0,1
1771685523724000,1771685523724000,0.004527369,-0.003994735,-0.012250545,4000,0,-0.02633622,-0.034715753,-9.74919,4000,126,0,0,0,1
1771685523728000,1771685523728000,-0.0039947475,-0.003462084,-0.006125281,4000,0,-0.032321725,-0.02633605,-9.768344,4000,126,0,0,0,1
1771685523732000,1771685523732000,-0.0066578966,5.8944076e-09,-0.0058589624,4000,0,-0.009576808,0.0011972716,-9.797074,4000,126,0,0,0,1
1771685523736000,1771685523736000,-0.0058589354,0.010120012,-0.005060028,4000,0,-0.004788404,0.008379877,-9.793483,4000,126,0,0,0,1
1771685523740000,1771685523740000,-0.0071905125,0.011984239,0.0007989495,4000,0,0.0011971007,-0.02992735,-9.781511,4000,126,0,0,0,1
1771685523744000,1771685523744000,-0.008788423,0.0042610625,0.002663186,4000,0,0.02633622,-0.050278068,-9.793483,4000,126,0,0,0,1
1771685523748000,1771685523748000,-0.0066579017,-0.0018642202,-0.00053261744,4000,0,0.027533323,-0.02753315,-9.812636,4000,126,0,0,0,1
1771685523752000,1771685523752000,-0.0005326332,-0.009321065,-0.0010652443,4000,0,0.004788404,-0.009576636,-9.821014,4000,126,0,0,0,1
1771685523756000,1771685523756000,-0.00026632167,-0.013315804,0.00026631745,4000,0,0.003591302,-0.013167939,-9.817425,4000,126,0,0,0,1
1771685523760000,1771685523760000,-0.004793688,-0.007456852,-0.00026633687,4000,0,-0.010773908,-0.0071824347,-9.786301,4000,126,0,0,0,1
1771685523764000,1771685523764000,-0.0037284219,-0.0015978991,-0.0015979036,4000,0,-0.010773908,-0.0011969305,-9.764752,4000,126,0,0,0,1
1771685523768000,1771685523768000,-0.0005326338,-0.0013315784,0.0015978982,4000,0,0.021547817,-0.003591132,-9.781511,4000,126,0,0,0,1
1771685523772000,1771685523772000,-0.00026632007,0.0031957943,0.005060005,4000,0,0.040701423,1.7101208e-07,-9.79827,4000,126,0,0,0,1
1771685523776000,1771685523776000,-0.003994762,0.010652638,-0.0018642093,4000,0,0.06584056,-0.0011969296,-9.817424,4000,126,0,0,0,1
1771685523780000,1771685523780000,-0.0026631868,0.0045273653,-0.00798948,4000,0,0.031124625,-0.013167939,-9.810242,4000,126,0,0,0,1
1771685523784000,1771685523784000,0.004261039,-0.0026631795,-0.007989487,4000,0,-0.021547817,-0.043095462,-9.76116,4000,126,0,0,0,1
1771685523788000,1771685523788000,0.0074568614,0.0013315721,-0.0079894755,4000,0,-0.019153615,-0.053869367,-9.737219,4000,126,0,0,0,1
1771685523792000,1771685523792000,0.0053263237,0.0013315799,-0.0053263213,4000,0,-0.010773908,-0.029927354,-9.764752,4000,126,0,0,0,1
1771685523796000,1771685523796000,-0.003462107,0.002396857,-0.003195788,4000,0,0.028730417,-0.03232155,-9.770737,4000,126,0,0,0,1
1771685523800000,1771685523800000,-0.007989474,0.008522126,0.0013315772,4000,0,0.06823474,-0.033518653,-9.743204,4000,126,0,0,0,1
1771685523804000,1771685523804000,-0.0021305096,0.006924239,0.00798947,4000,0,0.059855044,-0.01316794,-9.767146,4000,126,0,0,0,1
1771685523808000,1771685523808000,0.0023968583,0.0010652756,0.0069242124,4000,0,0.039504327,-0.014365039,-9.80306,4000,126,0,0,0,1
1771685523812000,1771685523812000,0.0026631574,0.001864218,0.0013315812,4000,0,0.015562311,-0.01436504,-9.7719345,4000,126,0,0,0,1
1771685523816000,1771685523816000,-8.983745e-10,0.007989481,0.0042610653,4000,0,0.0,-0.010773738,-9.7719345,4000,126,0,0,0,1
1771685523820000,1771685523820000,-0.0034620934,0.009054744,0.010918969,4000,0,0.009576808,-0.0059853327,-9.822213,4000,126,0,0,0,1
1771685523824000,1771685523824000,0.0015978861,0.0066579143,0.0045273616,4000,0,0.011971008,0.010774079,-9.807847,4000,126,0,0,0,1
1771685523828000,1771685523828000,0.0047936863,0.0034621165,0.00079893967,4000,0,0.004788404,0.0047885743,-9.765949,4000,126,0,0,0,1
1771685523832000,1771685523832000,-0.0013315682,-0.0061252858,0.009321055,4000,0,0.001197101,-0.028730247,-9.773129,4000,126,0,0,0,1
1771685523836000,1771685523836000,-0.0047936738,-0.012783185,0.011451589,4000,0,-0.0035913023,-0.058657773,-9.792283,4000,126,0,0,0,1
1771685523840000,1771685523840000,-0.004261039,-0.007989495,0.0026631558,4000,0,0.0071826046,-0.046686765,-9.79468,4000,126,0,0,0,1
1771685523844000,1771685523844000,-0.0013315515,-1.6500277e-08,-0.010918965,4000,0,0.03711013,0.037110303,-9.804257,4000,126,0,0,0,1
1771685523848000,1771685523848000,0.0010652859,0.005858945,-0.011717914,4000,0,0.029927522,0.104147956,-9.806651,4000,126,0,0,0,1
1771685523852000,1771685523852000,0.0047937287,0.009321045,0.0013315745,4000,0,-0.028730419,0.07302332,-9.799467,4000,126,0,0,0,1
1771685523856000,1771685523856000,0.008522123,0.010652643,0.0034621,4000,0,-0.07062895,0.049081303,-9.76954,4000,126,0,0,0,1
1771685523860000,1771685523860000,0.0055926256,0.0055926507,-0.0018642168,4000,0,-0.06703765,0.07062913,-9.743204,4000,126,0,0,0,1
1771685523864000,1771685523864000,0.0029294726,-0.0026631602,-0.0015979073,4000,0,-0.017956512,0.07422043,-9.785104,4000,126,0,0,0,1
1771685523868000,1771685523868000,0.004261063,0.001065267,-0.0047936854,4000,0,0.02753332,0.049081307,-9.823411,4000,126,0,0,0,1
1771685523872000,1771685523872000,0.0026631728,0.008255804,-0.00479368,4000,0,0.0035913016,0.005985676,-9.8198185,4000,126,0,0,0,1
1771685523876000,1771685523876000,-0.0021305203,0.005060009,0.00026632656,4000,0,-0.034715924,0.008379878,-9.817425,4000,126,0,0,0,1
1771685523880000,1771685523880000,-0.0015978995,-0.0005326335,-0.0015978938,4000,0,-0.03351883,0.031124793,-9.837775,4000,126,0,0,0,1
1771685523884000,1771685523884000,0.00346211,0.0010652631,0.00079894846,4000,0,-0.02633622,0.023942187,-9.843761,4000,126,0,0,0,1
