timestamp,pub_timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_pressure_pa,ambient_temperature,rho,publisher_id,temperature_source,calibration_count
1771685523324000,1771685523324000,1771685523300000,6620172,487.97604,95599.47,15.0,1.1555897,126,0,1
1771685523376000,1771685523376000,1771685523352000,6620172,487.96664,95599.586,15.0,1.1555911,126,0,1
1771685523428000,1771685523428000,1771685523404000,6620172,487.9244,95600.04,15.0,1.1555966,126,0,1
1771685523480000,1771685523480000,1771685523456000,6620172,487.9995,95599.21,15.0,1.1555866,126,0,1
1771685523532000,1771685523532000,1771685523508000,6620172,488.0183,95598.945,15.0,1.1555834,126,0,1
1771685523584000,1771685523584000,1771685523560000,6620172,487.9995,95599.2,15.0,1.1555865,126,0,1
1771685523636000,1771685523636000,1771685523612000,6620172,487.98074,95599.42,15.0,1.1555891,126,0,1
1771685523688000,1771685523688000,1771685523664000,6620172,487.96198,95599.63,15.0,1.1555916,126,0,1
1771685523740000,1771685523740000,1771685523716000,6620172,487.99014,95599.29,15.0,1.1555876,126,0,1
1771685523792000,1771685523792000,1771685523768000,6620172,487.97604,95599.43,15.0,1.1555892,126,0,1
1771685523844000,1771685523844000,1771685523820000,6620172,487.96198,95599.62,15.0,1.1555915,126,0,1
1771685523896000,1771685523896000,1771685523872000,6620172,487.96664,95599.57,15.0,1.1555909,126,0,1
1771685523948000,1771685523948000,1771685523924000,6620172,487.94318,95599.83,15.0,1.155594,126,0,1
1771685524000000,1771685524000000,1771685523976000,6620172,487.97604,95599.46,15.0,1.1555896,126,0,1
1771685524052000,1771685524052000,1771685524028000,6620172,487.97134,95599.516,15.0,1.1555903,126,0,1
1771685524104000,1771685524104000,1771685524080000,6620172,487.99484,95599.24,15.0,1.155587,126,0,1
1771685524156000,1771685524156000,1771685524132000,6620172,487.99014,95599.33,15.0,1.1555879,126,0,1
1771685524208000,1771685524208000,1771685524184000,6620172,487.99014,95599.3,15.0,1.1555876,126,0,1
1771685524260000,1771685524260000,1771685524236000,6620172,487.90094,95600.32,15.0,1.1556,126,0,1
1771685524312000,1771685524312000,1771685524288000,6620172,487.94788,95599.8,15.0,1.1555936,126,0,1
1771685524364000,1771685524364000,1771685524340000,6620172,487.9338,95599.97,15.0,1.1555957,126,0,1
1771685524416000,1771685524416000,1771685524392000,6620172,488.0042,95599.13,15.0,1.1555856,126,0,1
1771685524468000,1771685524468000,1771685524444000,6620172,487.9197,95600.125,15.0,1.1555976,126,0,1
1771685524520000,1771685524520000,1771685524496000,6620172,487.94788,95599.8,15.0,1.1555936,126,0,1
1771685524572000,1771685524572000,1771685524548000,6620172,487.96664,95599.555,15.0,1.1555907,126,0,1
1771685524624000,1771685524624000,1771685524600000,6620172,487.97134,95599.516,15.0,1.1555903,126,0,1
1771685524676000,1771685524676000,1771685524652000,6620172,487.97604,95599.47,15.0,1.1555897,126,0,1
1771685524728000,1771685524728000,1771685524704000,6620172,488.0183,95598.96,15.0,1.1555835,126,0,1
1771685524780000,1771685524780000,1771685524756000,6620172,487.99484,95599.25,15.0,1.1555871,126,0,1
1771685524832000,1771685524832000,1771685524808000,6620172,487.9995,95599.195,15.0,1.1555864,126,0,1
1771685524884000,1771685524884000,1771685524860000,6620172,487.95258,95599.734,15.0,1.1555929,126,0,1
1771685524936000,1771685524936000,1771685524912000,6620172,487.9338,95599.95,15.0,1.1555955,126,0,1
1771685524988000,1771685524988000,1771685524964000,6620172,487.97604,95599.445,15.0,1.1555893,126,0,1
1771685525040000,1771685525040000,1771685525016000,6620172,487.9056,95600.24,15.0,1.155599,126,0,1
1771685525092000,1771685525092000,1771685525068000,6620172,487.98544,95599.38,15.0,1.1555886,126,0,1
1771685525144000,1771685525144000,1771685525120000,6620172,487.98544,95599.34,15.0,1.1555882,126,0,1
1771685525196000,1771685525196000,1771685525172000,6620172,488.0042,95599.16,15.0,1.1555859,126,0,1
1771685525248000,1771685525248000,1771685525224000,6620172,487.93848,95599.89,15.0,1.1555948,126,0,1
1771685525300000,1771685525300000,1771685525276000,6620172,487.99484,95599.22,15.0,1.1555866,126,0,1
1771685525352000,1771685525352000,1771685525328000,6620172,488.0089,95599.11,15.0,1.1555853,126,0,1
1771685525404000,1771685525404000,1771685525380000,6620172,488.0136,95599.055,15.0,1.1555847,126,0,1
1771685525456000,1771685525456000,1771685525432000,6620172,487.97134,95599.516,15.0,1.1555903,126,0,1
1771685525508000,1771685525508000,1771685525484000,6620172,487.96198,95599.62,15.0,1.1555915,126,0,1
1771685525560000,1771685525560000,1771685525536000,6620172,487.9995,95599.21,15.0,1.1555866,126,0,1
1771685525612000,1771685525612000,1771685525588000,6620172,487.99014,95599.28,15.0,1.1555874,126,0,1
1771685525664000,1771685525664000,1771685525640000,6620172,488.0136,95599.055,15.0,1.1555847,126,0,1
1771685525716000,1771685525716000,1771685525692000,6620172,487.97134,95599.5,15.0,1.15559,126,0,1
1771685525768000,1771685525768000,1771685525744000,6620172,487.86337,95600.766,15.0,1.1556053,126,0,1
1771685525820000,1771685525820000,1771685525796000,6620172,487.96664,95599.57,15.0,1.1555909,126,0,1
1771685525872000,1771685525872000,1771685525848000,6620172,487.97604,95599.484,15.0,1.1555898,126,0,1
1771685525924000,1771685525924000,1771685525900000,6620172,487.99484,95599.25,15.0,1.1555871,126,0,1
1771685525976000,1771685525976000,1771685525952000,6620172,488.05588,95598.555,15.0,1.1555786,126,0,1
1771685526028000,1771685526028000,1771685526004000,6620172,488.0042,95599.125,15.0,1.1555855,126,0,1
1771685526080000,1771685526080000,1771685526056000,6620172,487.9291,95600.0,15.0,1.1555961,126,0,1
1771685526132000,1771685526132000,1771685526108000,6620172,487.95258,95599.734,15.0,1.1555929,126,0,1
1771685526184000,1771685526184000,1771685526160000,6620172,487.98074,95599.42,15.0,1.1555891,126,0,1
1771685526236000,1771685526236000,1771685526212000,6620172,487.98544,95599.37,15.0,1.1555884,126,0,1
1771685526288000,1771685526288000,1771685526264000,6620172,488.0042,95599.17,15.0,1.1555861,126,0,1
1771685526340000,1771685526340000,1771685526316000,6620172,487.94318,95599.84,15.0,1.1555942,126,0,1
1771685526392000,1771685526392000,1771685526368000,6620172,488.0183,95598.97,15.0,1.1555836,126,0,1
1771685526444000,1771685526444000,1771685526420000,6620172,488.0042,95599.17,15.0,1.1555861,126,0,1
1771685526496000,1771685526496000,1771685526472000,6620172,487.9244,95600.04,15.0,1.1555966,126,0,1
1771685526548000,1771685526548000,1771685526524000,6620172,487.94788,95599.766,15.0,1.1555933,126,0,1
1771685526600000,1771685526600000,1771685526576000,6620172,487.97134,95599.49,15.0,1.1555899,126,0,1
1771685526652000,1771685526652000,1771685526628000,6620172,487.99484,95599.22,15.0,1.1555866,126,0,1
1771685526704000,1771685526704000,1771685526680000,6620172,488.0042,95599.17,15.0,1.1555861,126,0,1
1771685526756000,1771685526756000,1771685526732000,6620172,487.96198,95599.61,15.0,1.1555914,126,0,1
1771685526808000,1771685526808000,1771685526784000,6620172,487.99484,95599.26,15.0,1.1555871,126,0,1
1771685526860000,1771685526860000,1771685526836000,6620172,487.98544,95599.39,15.0,1.1555887,126,0,1
1771685526912000,1771685526912000,1771685526888000,6620172,487.96664,95599.58,15.0,1.155591,126,0,1
1771685526964000,1771685526964000,1771685526940000,6620172,488.03708,95598.766,15.0,1.1555811,126,0,1
1771685527016000,1771685527016000,1771685526992000,6620172,487.9338,95599.92,15.0,1.1555952,126,0,1
1771685527068000,1771685527068000,1771685527044000,6620172,487.90094,95600.36,15.0,1.1556004,126,0,1
1771685527120000,1771685527120000,1771685527096000,6620172,487.97134,95599.5,15.0,1.15559,126,0,1
1771685527172000,1771685527172000,1771685527148000,6620172,488.0183,95598.99,15.0,1.1555839,126,0,1
1771685527224000,1771685527224000,1771685527200000,6620172,488.0183,95598.984,15.0,1.1555839,126,0,1
1771685527276000,1771685527276000,1771685527252000,6620172,487.98074,95599.41,15.0,1.1555889,126,0,1
1771685527328000,1771685527328000,1771685527304000,6620172,487.99484,95599.22,15.0,1.1555866,126,0,1
1771685527380000,1771685527380000,1771685527356000,6620172,487.96664,95599.57,15.0,1.1555909,126,0,1
1771685527432000,1771685527432000,1771685527408000,6620172,487.99484,95599.234,15.0,1.1555868,126,0,1
1771685527484000,1771685527484000,1771685527460000,6620172,487.97604,95599.47,15.0,1.1555897,126,0,1
1771685527536000,1771685527536000,1771685527512000,6620172,488.05118,95598.62,15.0,1.1555793,126,0,1
1771685527588000,1771685527588000,1771685527564000,6620172,488.03708,95598.766,15.0,1.1555811,126,0,1
1771685527640000,1771685527640000,1771685527616000,6620172,488.03238,95598.83,15.0,1.155582,126,0,1
1771685527692000,1771685527692000,1771685527668000,6620172,488.08405,95598.234,15.0,1.1555748,126,0,1
1771685527744000,1771685527744000,1771685527720000,6620172,488.1028,95597.984,15.0,1.1555717,126,0,1
1771685527796000,1771685527796000,1771685527772000,6620172,488.15445,95597.41,15.0,1.1555648,126,0,1
1771685527848000,1771685527848000,1771685527824000,6620172,488.12158,95597.8,15.0,1.1555694,126,0,1
1771685527900000,1771685527900000,1771685527876000,6620172,488.14508,95597.53,15.0,1.1555662,126,0,1
1771685527952000,1771685527952000,1771685527928000,6620172,488.20142,95596.87,15.0,1.1555582,126,0,1
1771685528004000,1771685528004000,1771685527980000,6620172,488.25305,95596.29,15.0,1.1555512,126,0,1
1771685528056000,1771685528056000,1771685528032000,6620172,488.3094,95595.63,15.0,1.1555433,126,0,1
1771685528108000,1771685528108000,1771685528084000,6620172,488.26245,95596.195,15.0,1.1555501,126,0,1
1771685528160000,1771685528160000,1771685528136000,6620172,488.3939,95594.7,15.0,1.1555321,126,0,1
1771685528212000,1771685528212000,1771685528188000,6620172,488.4033,95594.59,15.0,1.1555307,126,0,1
1771685528264000,1771685528264000,1771685528240000,6620172,488.45963,95593.93,15.0,1.1555227,126,0,1
1771685528316000,1771685528316000,1771685528292000,6620172,488.4878,95593.63,15.0,1.1555191,126,0,1
1771685528368000,1771685528368000,1771685528344000,6620172,488.5113,95593.32,15.0,1.1555153,126,0,1
1771685528420000,1771685528420000,1771685528396000,6620172,488.57233,95592.62,15.0,1.1555068,126,0,1
1771685528472000,1771685528472000,1771685528448000,6620172,488.66623,95591.55,15.0,1.1554939,126,0,1
1771685528524000,1771685528524000,1771685528500000,6620172,488.73663,95590.75,15.0,1.1554843,126,0,1
1771685528576000,1771685528576000,1771685528552000,6620172,488.7601,95590.47,15.0,1.1554809,126,0,1
1771685528628000,1771685528628000,1771685528604000,6620172,488.84933,95589.445,15.0,1.1554685,126,0,1
1771685528680000,1771685528680000,1771685528656000,6620172,488.84933,95589.47,15.0,1.1554688,126,0,1
1771685528732000,1771685528732000,1771685528708000,6620172,488.91974,95588.63,15.0,1.1554587,126,0,1
1771685528784000,1771685528784000,1771685528760000,6620172,489.0418,95587.24,15.0,1.1554419,126,0,1
1771685528836000,1771685528836000,1771685528812000,6620172,489.08408,95586.78,15.0,1.1554363,126,0,1
1771685528888000,1771685528888000,1771685528864000,6620172,489.131,95586.25,15.0,1.1554298,126,0,1
1771685528940000,1771685528940000,1771685528916000,6620172,489.18268,95585.664,15.0,1.1554228,126,0,1
1771685528992000,1771685528992000,1771685528968000,6620172,489.33292,95583.92,15.0,1.1554017,126,0,1
1771685529044000,1771685529044000,1771685529020000,6620172,489.347,95583.75,15.0,1.1553997,126,0,1
1771685529096000,1771685529096000,1771685529072000,6620172,489.39395,95583.21,15.0,1.1553931,126,0,1
1771685529148000,1771685529148000,1771685529124000,6620172,489.46906,95582.33,15.0,1.1553825,126,0,1
1771685529200000,1771685529200000,1771685529176000,6620172,489.50192,95582.0,15.0,1.1553785,126,0,1
1771685529252000,1771685529252000,1771685529228000,6620172,489.624,95580.58,15.0,1.1553613,126,0,1
1771685529304000,1771685529304000,1771685529280000,6620172,489.67563,95579.99,15.0,1.1553543,126,0,1
1771685529356000,1771685529356000,1771685529332000,6620172,489.75546,95579.11,15.0,1.1553435,126,0,1
1771685529408000,1771685529408000,1771685529384000,6620172,489.77893,95578.805,15.0,1.1553398,126,0,1
1771685529460000,1771685529460000,1771685529436000,6620172,489.8259,95578.28,15.0,1.1553335,126,0,1
1771685529512000,1771685529512000,1771685529488000,6620172,489.95264,95576.836,15.0,1.1553161,126,0,1
1771685529564000,1771685529564000,1771685529540000,6620172,490.05124,95575.695,15.0,1.1553023,126,0,1
1771685529616000,1771685529616000,1771685529592000,6620172,490.0888,95575.266,15.0,1.1552972,126,0,1
1771685529668000,1771685529668000,1771685529644000,6620172,490.1827,95574.164,15.0,1.1552838,126,0,1
1771685529720000,1771685529720000,1771685529696000,6620172,490.24374,95573.45,15.0,1.1552752,126,0,1
1771685529772000,1771685529772000,1771685529748000,6620172,490.30008,95572.875,15.0,1.1552682,126,0,1
1771685529824000,1771685529824000,1771685529800000,6620172,490.3752,95571.97,15.0,1.1552572,126,0,1
1771685529876000,1771685529876000,1771685529852000,6620172,490.4691,95570.91,15.0,1.1552445,126,0,1
1771685529928000,1771685529928000,1771685529904000,6620172,490.49258,95570.62,15.0,1.1552409,126,0,1
1771685529980000,1771685529980000,1771685529956000,6620172,490.60995,95569.3,15.0,1.1552249,126,0,1
1771685530032000,1771685530032000,1771685530008000,6620172,490.69446,95568.32,15.0,1.1552131,126,0,1
1771685530084000,1771685530084000,1771685530060000,6620172,490.77896,95567.37,15.0,1.1552017,126,0,1
1771685530136000,1771685530136000,1771685530112000,6620172,490.83063,95566.76,15.0,1.1551943,126,0,1
1771685530188000,1771685530188000,1771685530164000,6620172,490.90103,95565.945,15.0,1.1551844,126,0,1
1771685530240000,1771685530240000,1771685530216000,6620172,490.98557,95564.984,15.0,1.1551728,126,0,1
1771685530292000,1771685530292000,1771685530268000,6620172,491.07477,95563.96,15.0,1.1551604,126,0,1
1771685530344000,1771685530344000,1771685530320000,6620172,491.14987,95563.07,15.0,1.1551497,126,0,1
1771685530396000,1771685530396000,1771685530372000,6620172,491.19214,95562.64,15.0,1.1551445,126,0,1
1771685530448000,1771685530448000,1771685530424000,6620172,491.25787,95561.88,15.0,1.1551354,126,0,1
1771685530500000,1771685530500000,1771685530476000,6620172,491.35645,95560.734,15.0,1.1551214,126,0,1
1771685530552000,1771685530552000,1771685530528000,6620172,491.41748,95560.03,15.0,1.155113,126,0,1
1771685530604000,1771685530604000,1771685530580000,6620172,491.46915,95559.414,15.0,1.1551055,126,0,1
1771685530656000,1771685530656000,1771685530632000,6620172,491.58652,95558.11,15.0,1.1550897,126,0,1
1771685530708000,1771685530708000,1771685530684000,6620172,491.64755,95557.41,15.0,1.1550813,126,0,1
1771685530760000,1771685530760000,1771685530736000,6620172,491.74146,95556.305,15.0,1.1550679,126,0,1
1771685530812000,1771685530812000,1771685530788000,6620172,491.81656,95555.49,15.0,1.1550581,126,0,1
1771685530864000,1771685530864000,1771685530840000,6620172,491.8964,95554.555,15.0,1.1550467,126,0,1
1771685530916000,1771685530916000,1771685530892000,6620172,491.9762,95553.625,15.0,1.1550355,126,0,1
1771685530968000,1771685530968000,1771685530944000,6620172,492.02783,95553.03,15.0,1.1550283,126,0,1
1771685531020000,1771685531020000,1771685530996000,6620172,492.11703,95552.016,15.0,1.1550161,126,0,1
1771685531072000,1771685531072000,1771685531048000,6620172,492.1546,95551.625,15.0,1.1550113,126,0,1
1771685531124000,1771685531124000,1771685531100000,6620172,492.22034,95550.83,15.0,1.1550018,126,0,1
1771685531176000,1771685531176000,1771685531152000,6620172,492.30484,95549.875,15.0,1.1549902,126,0,1
1771685531228000,1771685531228000,1771685531204000,6620172,492.37057,95549.14,15.0,1.1549813,126,0,1
1771685531280000,1771685531280000,1771685531256000,6620172,492.41754,95548.59,15.0,1.1549747,126,0,1
1771685531332000,1771685531332000,1771685531308000,6620172,492.51144,95547.516,15.0,1.1549617,126,0,1
1771685531384000,1771685531384000,1771685531360000,6620172,492.55368,95547.055,15.0,1.1549561,126,0,1
1771685531436000,1771685531436000,1771685531412000,6620172,492.69922,95545.39,15.0,1.154936,126,0,1
1771685531488000,1771685531488000,1771685531464000,6620172,492.79782,95544.22,15.0,1.1549218,126,0,1
1771685531540000,1771685531540000,1771685531516000,6620172,492.78842,95544.305,15.0,1.1549228,126,0,1
1771685531592000,1771685531592000,1771685531568000,6620172,492.9293,95542.75,15.0,1.154904,126,0,1
1771685531644000,1771685531644000,1771685531620000,6620172,492.96686,95542.29,15.0,1.1548985,126,0,1
1771685531696000,1771685531696000,1771685531672000,6620172,493.06076,95541.2,15.0,1.1548854,126,0,1
1771685531748000,1771685531748000,1771685531724000,6620172,493.211,95539.51,15.0,1.1548649,126,0,1
1771685531800000,1771685531800000,1771685531776000,6620172,493.22507,95539.34,15.0,1.1548629,126,0,1
1771685531852000,1771685531852000,1771685531828000,6620172,493.2861,95538.66,15.0,1.1548545,126,0,1
1771685531904000,1771685531904000,1771685531880000,6620172,493.3706,95537.66,15.0,1.1548425,126,0,1
1771685531956000,1771685531956000,1771685531932000,6620172,493.4739,95536.5,15.0,1.1548285,126,0,1
1771685532008000,1771685532008000,1771685531984000,6620172,493.54434,95535.695,15.0,1.1548188,126,0,1
1771685532060000,1771685532060000,1771685532036000,6620172,493.59128,95535.164,15.0,1.1548123,126,0,1
1771685532112000,1771685532112000,1771685532088000,6620172,493.657,95534.37,15.0,1.1548027,126,0,1
1771685532164000,1771685532164000,1771685532140000,6620172,493.73682,95533.47,15.0,1.1547918,126,0,1
1771685532216000,1771685532216000,1771685532192000,6620172,493.8636,95532.03,15.0,1.1547745,126,0,1
1771685532268000,1771685532268000,1771685532244000,6620172,493.91992,95531.39,15.0,1.1547668,126,0,1
1771685532320000,1771685532320000,1771685532296000,6620172,493.9481,95531.07,15.0,1.1547629,126,0,1
1771685532372000,1771685532372000,1771685532348000,6620172,494.09836,95529.3,15.0,1.1547414,126,0,1
1771685532424000,1771685532424000,1771685532400000,6620172,494.12183,95529.055,15.0,1.1547385,126,0,1
1771685532476000,1771685532476000,1771685532452000,6620172,494.28146,95527.234,15.0,1.1547165,126,0,1
1771685532528000,1771685532528000,1771685532504000,6620172,494.36127,95526.36,15.0,1.1547059,126,0,1
1771685532580000,1771685532580000,1771685532556000,6620172,494.4176,95525.68,15.0,1.1546978,126,0,1
1771685532632000,1771685532632000,1771685532608000,6620172,494.45987,95525.18,15.0,1.1546917,126,0,1
1771685532684000,1771685532684000,1771685532660000,6620172,494.5115,95524.58,15.0,1.1546844,126,0,1
1771685532736000,1771685532736000,1771685532712000,6620172,494.65704,95522.96,15.0,1.1546649,126,0,1
1771685532788000,1771685532788000,1771685532764000,6620172,494.704,95522.41,15.0,1.1546582,126,0,1
1771685532840000,1771685532840000,1771685532816000,6620172,494.80728,95521.24,15.0,1.1546441,126,0,1
1771685532892000,1771685532892000,1771685532868000,6620172,494.84955,95520.71,15.0,1.1546377,126,0,1
1771685532944000,1771685532944000,1771685532920000,6620172,494.98102,95519.21,15.0,1.1546196,126,0,1
1771685532996000,1771685532996000,1771685532972000,6620172,495.0045,95518.97,15.0,1.1546166,126,0,1
1771685533048000,1771685533048000,1771685533024000,6620172,495.0937,95517.92,15.0,1.154604,126,0,1
1771685533100000,1771685533100000,1771685533076000,6620172,495.15942,95517.2,15.0,1.1545953,126,0,1
1771685533152000,1771685533152000,1771685533128000,6620172,495.23453,95516.336,15.0,1.1545848,126,0,1
1771685533204000,1771685533204000,1771685533180000,6620172,495.2627,95515.99,15.0,1.1545806,126,0,1
1771685533256000,1771685533256000,1771685533232000,6620172,495.40826,95514.34,15.0,1.1545607,126,0,1
1771685533308000,1771685533308000,1771685533284000,6620172,495.4599,95513.74,15.0,1.1545534,126,0,1
1771685533360000,1771685533360000,1771685533336000,6620172,495.50684,95513.195,15.0,1.1545469,126,0,1
1771685533412000,1771685533412000,1771685533388000,6620172,495.66177,95511.47,15.0,1.154526,126,0,1
1771685533464000,1771685533464000,1771685533440000,6620172,495.7181,95510.79,15.0,1.1545178,126,0,1
1771685533516000,1771685533516000,1771685533492000,6620172,495.76978,95510.2,15.0,1.1545106,126,0,1
1771685533568000,1771685533568000,1771685533544000,6620172,495.87305,95509.016,15.0,1.1544963,126,0,1
1771685533620000,1771685533620000,1771685533596000,6620172,495.95288,95508.09,15.0,1.1544851,126,0,1
1771685533672000,1771685533672000,1771685533648000,6620172,495.99982,95507.58,15.0,1.1544789,126,0,1
1771685533724000,1771685533724000,1771685533700000,6620172,496.08902,95506.54,15.0,1.1544664,126,0,1
1771685533776000,1771685533776000,1771685533752000,6620172,496.16885,95505.66,15.0,1.1544557,126,0,1
1771685533828000,1771685533828000,1771685533804000,6620172,496.3191,95503.93,15.0,1.1544348,126,0,1
1771685533880000,1771685533880000,1771685533856000,6620172,496.37073,95503.305,15.0,1.1544273,126,0,1
1771685533932000,1771685533932000,1771685533908000,6620172,496.44116,95502.51,15.0,1.1544176,126,0,1
1771685533984000,1771685533984000,1771685533960000,6620172,496.4975,95501.84,15.0,1.1544096,126,0,1
1771685534036000,1771685534036000,1771685534012000,6620172,496.5726,95501.03,15.0,1.1543998,126,0,1
1771685534088000,1771685534088000,1771685534064000,6620172,496.62427,95500.37,15.0,1.1543918,126,0,1
1771685534140000,1771685534140000,1771685534116000,6620172,496.69467,95499.63,15.0,1.1543828,126,0,1
1771685534192000,1771685534192000,1771685534168000,6620172,496.7698,95498.71,15.0,1.1543717,126,0,1
1771685534244000,1771685534244000,1771685534220000,6620172,496.91064,95497.12,15.0,1.1543524,126,0,1
1771685534296000,1771685534296000,1771685534272000,6620172,496.9482,95496.71,15.0,1.1543475,126,0,1
1771685534348000,1771685534348000,1771685534324000,6620172,497.00925,95496.0,15.0,1.154339,126,0,1
1771685534400000,1771685534400000,1771685534376000,6620172,497.06558,95495.34,15.0,1.154331,126,0,1
1771685534452000,1771685534452000,1771685534428000,6620172,497.18295,95494.04,15.0,1.1543152,126,0,1
1771685534504000,1771685534504000,1771685534480000,6620172,497.2722,95492.984,15.0,1.1543025,126,0,1
1771685534556000,1771685534556000,1771685534532000,6620172,497.36606,95491.92,15.0,1.1542896,126,0,1
1771685534608000,1771685534608000,1771685534584000,6620172,497.47876,95490.62,15.0,1.1542739,126,0,1
1771685534660000,1771685534660000,1771685534636000,6620172,497.47876,95490.63,15.0,1.1542741,126,0,1
1771685534712000,1771685534712000,1771685534688000,6620172,497.6149,95489.08,15.0,1.1542553,126,0,1
1771685534764000,1771685534764000,1771685534740000,6620172,497.64777,95488.664,15.0,1.1542503,126,0,1
1771685534816000,1771685534816000,1771685534792000,6620172,497.7135,95487.93,15.0,1.1542414,126,0,1
1771685534868000,1771685534868000,1771685534844000,6620172,497.798,95486.984,15.0,1.15423,126,0,1
1771685534920000,1771685534920000,1771685534896000,6620172,497.84967,95486.42,15.0,1.1542232,126,0,1
1771685534972000,1771685534972000,1771685534948000,6620172,497.9905,95484.74,15.0,1.1542028,126,0,1
1771685535024000,1771685535024000,1771685535000000,6620172,498.06564,95483.92,15.0,1.1541929,126,0,1
1771685535076000,1771685535076000,1771685535052000,6620172,498.0938,95483.57,15.0,1.1541888,126,0,1
1771685535128000,1771685535128000,1771685535104000,6620172,498.12668,95483.2,15.0,1.1541842,126,0,1
1771685535180000,1771685535180000,1771685535156000,6620172,498.19708,95482.41,15.0,1.1541747,126,0,1
1771685535232000,1771685535232000,1771685535208000,6620172,498.32855,95480.89,15.0,1.1541563,126,0,1
1771685535284000,1771685535284000,1771685535260000,6620172,498.41776,95479.92,15.0,1.1541446,126,0,1
1771685535336000,1771685535336000,1771685535312000,6620172,498.53043,95478.61,15.0,1.1541288,126,0,1
1771685535388000,1771685535388000,1771685535364000,6620172,498.61963,95477.586,15.0,1.1541164,126,0,1
1771685535440000,1771685535440000,1771685535416000,6620172,498.676,95476.95,15.0,1.1541088,126,0,1
1771685535492000,1771685535492000,1771685535468000,6620172,498.80273,95475.49,15.0,1.1540911,126,0,1
