timestamp,ping_time,pub_timestamp,ping_sequence,dropped_packets,rtt_ms,system_id,component_id,publisher_id
1771685522564000,1771685522564000,0,59,0,0.0,255,190,0
1771685532564000,1771685532564000,0,60,0,0.0,255,190,0
1771685542572000,1771685542564000,0,61,0,8.0,255,190,0
1771685552568000,1771685552564000,0,62,0,4.0,255,190,0
1771685562564000,1771685562564000,0,63,0,0.0,255,190,0
1771685572568000,1771685572564000,0,64,0,4.0,255,190,0
1771685582564000,1771685582564000,0,65,0,0.0,255,190,0
1771685592564000,1771685592564000,0,66,0,0.0,255,190,0
1771685602568000,1771685602564000,0,67,0,4.0,255,190,0
1771685612564000,1771685612564000,0,68,0,0.0,255,190,0
1771685622564000,1771685622564000,0,69,0,0.0,255,190,0
1771685632564000,1771685632564000,0,70,0,0.0,255,190,0
1771685642564000,1771685642564000,0,71,0,0.0,255,190,0
1771685652564000,1771685652564000,0,72,0,0.0,255,190,0
1771685662564000,1771685662564000,0,73,0,0.0,255,190,0
1771685672564000,1771685672564000,0,74,0,0.0,255,190,0
1771685682564000,1771685682564000,0,75,0,0.0,255,190,0
1771685692564000,1771685692564000,0,76,0,0.0,255,190,0
1771685702564000,1771685702564000,0,77,0,0.0,255,190,0
1771685712564000,1771685712564000,0,78,0,0.0,255,190,0
