timestamp,timestamp_sample,pub_timestamp,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,hdg_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,mag_inclination_deg,mag_inclination_ref_deg,mag_strength_gs,mag_strength_ref_gs,gps_check_fail_flags,solution_status_flags,publisher_id,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_height,pre_flt_fail_innov_pos_horiz,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
1771685523332000,1771685523180000,1771685523332000,17764060236391,0.00012258165,0.009351609,0.024568735,0,0.12029376,0.11299711,0.014671767,0.006903146,0.002346251,0.014961969,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.27618,63.1572,0.4802273,0.48238713,0,959,160,2,1,3,3,5,0,0,0,0,0,0,0,0
1771685523340000,1771685523188000,1771685523340000,17764060236391,0.00012472202,0.009337041,0.024684928,0,0.12069874,0.11324738,0.014671767,0.006903146,0.002346251,0.014961969,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.27618,63.1572,0.4802273,0.48238713,0,959,160,2,1,3,3,5,0,0,0,0,0,0,0,0
1771685523348000,1771685523196000,1771685523348000,17764060236391,0.0001270699,0.009360291,0.024946742,0,0.121106476,0.11343936,0.014671767,0.006903146,0.002346251,0.015167294,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.27618,63.1572,0.4802273,0.48238713,0,959,160,2,1,3,3,5,0,0,0,0,0,0,0,0
1771685523356000,1771685523204000,1771685523356000,17764060236391,9.583805e-05,0.009369565,0.02505157,0,0.121514596,0.113691166,0.017124424,0.006903146,0.002346251,0.015167294,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.326096,63.1572,0.483807,0.48238713,0,959,160,2,1,3,3,5,0,0,0,0,0,0,0,0
1771685523364000,1771685523212000,1771685523364000,17764060236391,9.665689e-05,0.009352597,0.025144337,0,0.121927805,0.113943815,0.017124424,0.006903146,0.002346251,0.015167294,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.326096,63.1572,0.483807,0.48238713,0,959,160,2,1,3,3,5,0,0,0,0,0,0,0,0
1771685523372000,1771685523220000,1771685523372000,17764060236391,0.000111550566,0.0092946505,0.024171712,0,0.11969457,0.112624615,0.017124424,0.007251188,0.0020934732,0.014845332,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.326096,63.1572,0.483807,0.48238713,0,959,160,2,1,3,3,5,0,0,0,0,0,0,0,0
1771685523380000,1771685523228000,1771685523380000,17764060236391,0.00010956617,0.009275391,0.024283754,0,0.12009547,0.11287364,0.017124424,0.007251188,0.0020934732,0.014845332,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.326096,63.1572,0.483807,0.48238713,0,959,160,2,1,3,3,5,0,0,0,0,0,0,0,0
1771685523388000,1771685523236000,1771685523388000,17764060236391,0.00010763603,0.009256815,0.02439156,0,0.120499104,0.11312351,0.017124424,0.007251188,0.0020934732,0.014845332,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.326096,63.1572,0.483807,0.48238713,0,959,160,2,1,3,3,5,0,0,0,0,0,0,0,0
1771685523396000,1771685523244000,1771685523396000,17764060236391,0.000105755884,0.009253611,0.024556167,0,0.120905496,0.11331527,0.017124424,0.007251188,0.0020934732,0.014782037,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.326096,63.1572,0.483807,0.48238713,0,959,160,2,1,3,3,5,0,0,0,0,0,0,0,0
1771685523404000,1771685523252000,1771685523404000,17764060236391,0.00010385133,0.009234916,0.024654653,0,0.121314645,0.113566674,0.017124424,0.007251188,0.0020934732,0.014782037,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.326096,63.1572,0.483807,0.48238713,0,959,160,2,1,3,3,5,0,0,0,0,0,0,0,0
