timestamp,pub_timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],publisher_id
1771685523332000,1771685523332000,0.0,0.99995565,0.0,0.0,0.009415777,0.0,0.0,-0.001,52
1771685523340000,1771685523340000,0.0,0.99995553,0.0,0.0,0.009426116,0.0,0.0,-0.001,52
1771685523348000,1771685523348000,0.0,0.9999553,0.0,0.0,0.009452499,0.0,0.0,-0.001,52
1771685523356000,1771685523356000,0.0,0.9999552,0.0,0.0,0.00946245,0.0,0.0,-0.001,52
1771685523364000,1771685523364000,0.0,0.99995524,0.0,0.0,0.00946212,0.0,0.0,-0.001,52
1771685523372000,1771685523372000,0.0,0.9999553,0.0,0.0,0.009453323,0.0,0.0,-0.001,52
1771685523380000,1771685523380000,0.0,0.99995536,0.0,0.0,0.009445702,0.0,0.0,-0.001,52
1771685523388000,1771685523388000,0.0,0.9999553,0.0,0.0,0.009455687,0.0,0.0,-0.001,52
1771685523396000,1771685523396000,0.0,0.99995506,0.0,0.0,0.009481092,0.0,0.0,-0.001,52
1771685523404000,1771685523404000,0.0,0.99995506,0.0,0.0,0.009480921,0.0,0.0,-0.001,52
1771685523412000,1771685523412000,0.0,0.99995494,0.0,0.0,0.009490857,0.0,0.0,-0.001,52
1771685523420000,1771685523420000,0.0,0.99995506,0.0,0.0,0.009479246,0.0,0.0,-0.001,52
1771685523428000,1771685523428000,0.0,0.9999551,0.0,0.0,0.009469055,0.0,0.0,-0.001,52
1771685523436000,1771685523436000,0.0,0.99995494,0.0,0.0,0.0094902925,0.0,0.0,-0.001,52
1771685523444000,1771685523444000,0.0,0.9999551,0.0,0.0,0.009469442,0.0,0.0,-0.001,52
1771685523452000,1771685523452000,0.0,0.9999553,0.0,0.0,0.0094507085,0.0,0.0,-0.001,52
1771685523460000,1771685523460000,0.0,0.99995553,0.0,0.0,0.009422886,0.0,0.0,-0.001,52
1771685523468000,1771685523468000,0.0,0.9999557,0.0,0.0,0.009408867,0.0,0.0,-0.001,52
1771685523476000,1771685523476000,0.0,0.9999557,0.0,0.0,0.009409729,0.0,0.0,-0.001,52
1771685523484000,1771685523484000,0.0,0.9999559,0.0,0.0,0.009390439,0.0,0.0,-0.001,52
1771685523492000,1771685523492000,0.0,0.99995565,0.0,0.0,0.009412128,0.0,0.0,-0.001,52
1771685523500000,1771685523500000,0.0,0.99995583,0.0,0.0,0.009396926,0.0,0.0,-0.001,52
1771685523508000,1771685523508000,0.0,0.9999556,0.0,0.0,0.00941682,0.0,0.0,-0.001,52
