timestamp,pub_timestamp,mission_id,geofence_id,home_position_counter,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,publisher_id,valid,warning,finished,failure,item_do_jump_changed,execution_mode
1771685522292000,1771685522292000,414967616,0,105,-1,0,2,0,0,96,1,0,0,0,0,0
1771685523352000,1771685523352000,414967616,0,105,-1,0,2,0,0,96,1,0,0,0,0,0
1771685562868000,1771685562868000,414967616,0,105,-1,0,2,0,0,96,1,0,0,0,0,0
1771685589828000,1771685589828000,414967616,0,105,0,1,2,0,0,96,1,0,0,0,0,0
1771685627124000,1771685627124000,414967616,0,105,1,1,2,0,0,96,1,0,0,0,0,0
