timestamp,timestamp_sample,pub_timestamp,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate,publisher_id
1771685523332000,1771685523180000,1771685523332000,0.093351975,0.09336448,0.20497131,0.2575058,0.25751448,0.575506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367069,0.0,0.0,0.0,0.0,0.002511127,0.0025033734,0.002511127,0.0025017613,1.0000092,1.0000093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685523340000,1771685523188000,1771685523340000,0.093351975,0.09336448,0.20497131,0.2575058,0.25751448,0.575506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367069,0.0,0.0,0.0,0.0,0.002511127,0.0025033734,0.002511127,0.0025017613,1.0000092,1.0000094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685523348000,1771685523196000,1771685523348000,0.093351975,0.09336448,0.20497131,0.2575058,0.25751448,0.575506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3671665,0.0,0.0,0.0,0.0,0.002511127,0.0025033734,0.002511127,0.0025017613,1.0000093,1.0000094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685523356000,1771685523204000,1771685523356000,0.093351975,0.09336448,0.20497131,0.2575058,0.25751448,0.575506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3671665,0.0,0.0,0.0,0.0,0.0025111376,0.002503382,0.0025111376,0.0025017636,1.0000093,1.0000094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685523364000,1771685523212000,1771685523364000,0.093351975,0.09336448,0.20497131,0.2575058,0.25751448,0.575506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3671665,0.0,0.0,0.0,0.0,0.0025111376,0.002503382,0.0025111376,0.0025017636,1.0000093,1.0000094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685523372000,1771685523220000,1771685523372000,0.09333894,0.09335149,0.20496711,0.25747967,0.25748834,0.57547694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3671665,0.0,0.0,0.0,0.0,0.0025111376,0.002503382,0.0025111376,0.0025017636,1.0000092,1.0000093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685523380000,1771685523228000,1771685523380000,0.09333894,0.09335149,0.20496711,0.25747967,0.25748834,0.57547694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3671665,0.0,0.0,0.0,0.0,0.0025111376,0.002503382,0.0025111376,0.0025017636,1.0000092,1.0000093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685523388000,1771685523236000,1771685523388000,0.09333894,0.09335149,0.20496711,0.25747967,0.25748834,0.57547694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3671665,0.0,0.0,0.0,0.0,0.0025111376,0.002503382,0.0025111376,0.0025017636,1.0000092,1.0000093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685523396000,1771685523244000,1771685523396000,0.09333894,0.09335149,0.20496711,0.25747967,0.25748834,0.57547694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367069,0.0,0.0,0.0,0.0,0.0025111376,0.002503382,0.0025111376,0.0025017636,1.0000093,1.0000094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685523404000,1771685523252000,1771685523404000,0.09333894,0.09335149,0.20496711,0.25747967,0.25748834,0.57547694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367069,0.0,0.0,0.0,0.0,0.0025111376,0.002503382,0.0025111376,0.0025017636,1.0000093,1.0000094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685523412000,1771685523260000,1771685523412000,0.09333894,0.09335149,0.20496711,0.25747967,0.25748834,0.57547694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367069,0.0,0.0,0.0,0.0,0.0025111376,0.002503382,0.0025111376,0.0025017636,1.0000093,1.0000094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685523420000,1771685523268000,1771685523420000,0.09333894,0.09335149,0.20496711,0.25747967,0.25748834,0.57547694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367069,0.0,0.0,0.0,0.0,0.0025111334,0.0025033867,0.0025111334,0.0025017646,1.0000093,1.0000094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685523428000,1771685523276000,1771685523428000,0.09335152,0.09336428,0.20497131,0.25750557,0.25751436,0.575506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367069,0.0,0.0,0.0,0.0,0.0025111334,0.0025033867,0.0025111334,0.0025017646,1.0000092,1.0000093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685523436000,1771685523284000,1771685523436000,0.09335152,0.09336428,0.20497131,0.25750557,0.25751436,0.575506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367069,0.0,0.0,0.0,0.0,0.0025111334,0.0025033867,0.0025111334,0.0025017646,1.0000092,1.0000093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685523444000,1771685523292000,1771685523444000,0.09335152,0.09336428,0.20497131,0.25750557,0.25751436,0.575506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367069,0.0,0.0,0.0,0.0,0.0025111334,0.0025033867,0.0025111334,0.0025017646,1.0000092,1.0000094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685523452000,1771685523300000,1771685523452000,0.09335152,0.09336428,0.20497131,0.25750557,0.25751436,0.575506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3671665,0.0,0.0,0.0,0.0,0.0025111334,0.0025033867,0.0025111334,0.0025017646,1.0000093,1.0000094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685523460000,1771685523308000,1771685523460000,0.09335152,0.09336428,0.20497131,0.25750557,0.25751436,0.575506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3671665,0.0,0.0,0.0,0.0,0.0025111334,0.0025033867,0.0025111334,0.0025017646,1.0000093,1.0000094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685523468000,1771685523316000,1771685523468000,0.09335152,0.09336428,0.20497131,0.25750557,0.25751436,0.575506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3671665,0.0,0.0,0.0,0.0,0.0025111334,0.0025033867,0.0025111334,0.0025017646,1.0000093,1.0000094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
1771685523476000,1771685523324000,1771685523476000,0.09333966,0.093352094,0.20496711,0.25747985,0.2574884,0.57547694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3671665,0.0,0.0,0.0,0.0,0.0025111334,0.0025033867,0.0025111334,0.0025017646,1.0000092,1.0000093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,160
