timestamp,pub_timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],publisher_id,gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
1771685522756000,1771685522756000,1771685522604000,1310988,0.0001245514,-8.1761864e-05,6.092362e-07,0.15,1.4760639e-07,1.4748171e-07,3.2971528e-07,1310988,-0.0136902565,0.008341647,0.009966647,0.4,6.3071086e-05,7.078038e-05,8.588947e-06,197388,0.00088335964,-0.0007572219,-0.0007395669,0.5,1.1567777e-06,1.7093402e-06,6.378272e-05,160,1,1,1,1,1,1
1771685523756000,1771685523756000,1771685523604000,1310988,0.000107473505,-9.4359624e-05,-2.986793e-06,0.15,1.4741089e-07,1.4729378e-07,3.2794725e-07,1310988,-0.013691856,0.008350679,0.0099901175,0.4,6.313382e-05,7.084363e-05,8.589509e-06,197388,0.00087918405,-0.0007536132,-0.00073858903,0.5,1.1529545e-06,1.7085227e-06,6.37791e-05,160,1,1,1,1,1,1
1771685524756000,1771685524756000,1771685524604000,1310988,8.417037e-05,-0.000104157494,-3.9189713e-06,0.15,1.4724222e-07,1.4712545e-07,3.2575466e-07,1310988,-0.013677337,0.008354927,0.009957957,0.4,6.319649e-05,7.090664e-05,8.590016e-06,197388,0.00087735004,-0.00075375463,-0.0007403463,0.5,1.1489509e-06,1.7076616e-06,6.3775115e-05,160,1,1,1,1,1,1
1771685525756000,1771685525756000,1771685525604000,1310988,5.7924088e-05,-0.00011913456,-6.8642444e-06,0.15,1.4739366e-07,1.4732233e-07,3.2456887e-07,1310988,-0.013667645,0.008359586,0.0099233985,0.4,6.325977e-05,7.097305e-05,8.590585e-06,197388,0.00087244343,-0.000755143,-0.0007424496,0.5,1.145043e-06,1.7070269e-06,6.3771535e-05,160,1,0,1,0,1,0
1771685526756000,1771685526756000,1771685526604000,1310988,3.154904e-05,-0.0001354897,-3.101991e-06,0.15,1.4751072e-07,1.4752568e-07,3.2474128e-07,1310988,-0.013658416,0.0083685415,0.009869305,0.4,6.332358e-05,7.1043294e-05,8.5874935e-06,197388,0.00087020744,-0.0007563162,-0.0007405766,0.5,1.1412075e-06,1.7067244e-06,6.376767e-05,160,1,0,1,0,1,0
1771685527756000,1771685527756000,1771685527604000,1310988,1.0731546e-05,-0.00014240429,1.0715084e-06,0.15,1.4786687e-07,1.479289e-07,3.2540714e-07,1310988,-0.013635879,0.008373658,0.009740431,0.4,6.338812e-05,7.111379e-05,8.588097e-06,197388,0.0008678691,-0.0007577153,-0.00074522913,0.5,1.1376933e-06,1.7063883e-06,6.376178e-05,160,1,0,1,0,1,0
1771685528756000,1771685528756000,1771685528604000,1310988,-1.7822771e-05,-0.00013947817,-1.1208439e-05,0.15,1.4775983e-07,1.4783967e-07,3.2554289e-07,1310988,-0.013588894,0.008390164,0.009524891,0.4,6.345076e-05,7.118121e-05,8.588614e-06,197388,0.0008647445,-0.00075604586,-0.0007579599,0.5,1.1339996e-06,1.7059839e-06,6.375765e-05,160,1,0,1,0,1,0
1771685529340000,1771685529340000,1771685529188000,1310988,-3.478303e-05,-0.00013637487,-1.5860385e-05,0.15,1.4778367e-07,1.478701e-07,3.2595895e-07,1310988,-0.013568443,0.008399432,0.009448101,0.4,6.348748e-05,7.1220304e-05,8.589331e-06,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,160,1,0,1,0,1,0
1771685529404000,1771685529404000,1771685529252000,1310988,-3.8554776e-05,-0.0001357541,-1.6560842e-05,0.15,1.4746523e-07,1.4754639e-07,3.2644454e-07,1310988,-0.013564549,0.0084011825,0.009440011,0.4,6.348963e-05,7.122454e-05,8.586495e-06,197388,0.0011158946,0.00046867752,-0.0005062599,0.5,0.0012512432,0.0018182761,0.0012659177,160,1,0,1,0,1,0
1771685529476000,1771685529476000,1771685529324000,1310988,-3.9803424e-05,-0.00013566388,-1.6781085e-05,0.15,1.4762786e-07,1.4770637e-07,3.270084e-07,1310988,-0.013565911,0.008401752,0.0094372565,0.4,6.3493964e-05,7.122955e-05,8.587912e-06,197388,-0.0006398184,-0.00026369194,-0.0004450233,0.5,0.00083551294,0.0017104272,0.00086150295,160,1,0,1,0,1,0
