timestamp,timestamp_sample,pub_timestamp,information_event_changes,publisher_id,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
1771685522492000,1771684928340000,1771685522492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685523492000,1771684928340000,1771685523492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685524492000,1771684928340000,1771685524492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685525492000,1771684928340000,1771685525492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685526492000,1771684928340000,1771685526492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685527492000,1771684928340000,1771685527492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685528492000,1771684928340000,1771685528492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685529492000,1771684928340000,1771685529492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685530492000,1771684928340000,1771685530492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685531492000,1771684928340000,1771685531492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685532492000,1771684928340000,1771685532492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685533492000,1771684928340000,1771685533492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685534492000,1771684928340000,1771685534492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685535492000,1771684928340000,1771685535492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685536492000,1771684928340000,1771685536492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685537492000,1771684928340000,1771685537492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685538492000,1771684928340000,1771685538492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685539492000,1771684928340000,1771685539492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685540492000,1771684928340000,1771685540492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685541492000,1771684928340000,1771685541492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685542492000,1771684928340000,1771685542492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685543492000,1771684928340000,1771685543492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685544492000,1771684928340000,1771685544492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685545492000,1771684928340000,1771685545492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685546492000,1771684928340000,1771685546492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685547492000,1771684928340000,1771685547492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685548492000,1771684928340000,1771685548492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685549492000,1771684928340000,1771685549492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685550492000,1771684928340000,1771685550492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685551492000,1771684928340000,1771685551492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685552492000,1771684928340000,1771685552492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685553492000,1771684928340000,1771685553492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685554492000,1771684928340000,1771685554492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685555492000,1771684928340000,1771685555492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685556492000,1771684928340000,1771685556492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685557492000,1771684928340000,1771685557492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685558492000,1771684928340000,1771685558492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685559492000,1771684928340000,1771685559492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685560492000,1771684928340000,1771685560492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685561492000,1771684928340000,1771685561492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685562492000,1771684928340000,1771685562492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
