timestamp,pub_timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags,publisher_id
1771685523332000,1771685523332000,1771685523332000,0.0014311981,0.0015197955,0.001049006,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523336000,1771685523336000,1771685523336000,0.002,0.0,0.002,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523340000,1771685523340000,1771685523340000,0.0014675134,0.001397591,0.0010181436,0.00011675176,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523344000,1771685523344000,1771685523344000,0.0009539988,0.001046001,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523348000,1771685523348000,1771685523348000,0.0022615,0.0003416937,0.00059008173,0.0008067241,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523352000,1771685523352000,1771685523352000,0.0020000003,5.820766e-11,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523356000,1771685523356000,1771685523356000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523360000,1771685523360000,1771685523360000,0.00035816728,0.0016418325,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523364000,1771685523364000,1771685523364000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523368000,1771685523368000,1771685523368000,0.00017456099,0.0022280929,0.00015918055,0.0014381653,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523372000,1771685523372000,1771685523372000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523376000,1771685523376000,1771685523376000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523380000,1771685523380000,1771685523380000,0.0008448706,0.0016328162,0.0007257763,0.0007965366,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523384000,1771685523384000,1771685523384000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523388000,1771685523388000,1771685523388000,0.0020000003,0.0,0.0019999996,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523392000,1771685523392000,1771685523392000,0.002,1.1641532e-10,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523396000,1771685523396000,1771685523396000,7.2580966e-05,0.002094839,0.0016308401,0.00020173962,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523400000,1771685523400000,1771685523400000,0.0,0.0019999996,0.0,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523404000,1771685523404000,1771685523404000,0.0,0.002,0.0,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523408000,1771685523408000,1771685523408000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523412000,1771685523412000,1771685523412000,2.9438175e-05,0.0019705617,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523416000,1771685523416000,1771685523416000,0.00041473054,0.0016295399,8.7744054e-05,0.0018679852,nan,nan,nan,nan,nan,nan,nan,nan,0,27
1771685523420000,1771685523420000,1771685523420000,4.3141838e-05,0.002056372,0.00071114657,0.0011893396,nan,nan,nan,nan,nan,nan,nan,nan,0,27
