timestamp,pub_timestamp,speed_up,speed_down,publisher_id,want_takeoff
1771685523324000,1771685523324000,3.6000001,1.8000001,14,0
1771685523348000,1771685523348000,3.6000001,1.8000001,14,0
1771685523364000,1771685523364000,3.6000001,1.8000001,14,1
1771685523388000,1771685523388000,3.6000001,1.8000001,14,1
1771685523404000,1771685523404000,3.6000001,1.8000001,14,1
1771685523428000,1771685523428000,3.6000001,1.8000001,14,1
1771685523444000,1771685523444000,3.6000001,1.8000001,14,1
1771685523468000,1771685523468000,3.6000001,1.8000001,14,1
1771685523484000,1771685523484000,3.6000001,1.8000001,14,1
1771685523508000,1771685523508000,3.6000001,1.8000001,14,1
1771685523524000,1771685523524000,3.6000001,1.8000001,14,1
1771685523548000,1771685523548000,3.6000001,1.8000001,14,1
1771685523564000,1771685523564000,3.6000001,1.8000001,14,1
1771685523588000,1771685523588000,3.6000001,1.8000001,14,1
1771685523604000,1771685523604000,3.6000001,1.8000001,14,1
1771685523628000,1771685523628000,3.6000001,1.8000001,14,1
1771685523644000,1771685523644000,3.6000001,1.8000001,14,1
1771685523668000,1771685523668000,3.6000001,1.8000001,14,1
1771685523684000,1771685523684000,3.6000001,1.8000001,14,1
1771685523708000,1771685523708000,3.6000001,1.8000001,14,1
1771685523724000,1771685523724000,3.6000001,1.8000001,14,1
1771685523748000,1771685523748000,3.6000001,1.8000001,14,1
1771685523764000,1771685523764000,3.6000001,1.8000001,14,1
1771685523788000,1771685523788000,3.6000001,1.8000001,14,1
1771685523804000,1771685523804000,3.6000001,1.8000001,14,1
1771685523828000,1771685523828000,3.6000001,1.8000001,14,1
1771685523844000,1771685523844000,3.6000001,1.8000001,14,1
1771685523868000,1771685523868000,3.6000001,1.8000001,14,1
1771685523884000,1771685523884000,3.6000001,1.8000001,14,1
1771685523908000,1771685523908000,3.6000001,1.8000001,14,1
1771685523924000,1771685523924000,3.6000001,1.8000001,14,1
1771685523948000,1771685523948000,3.6000001,1.8000001,14,1
1771685523964000,1771685523964000,3.6000001,1.8000001,14,1
1771685523988000,1771685523988000,3.6000001,1.8000001,14,1
1771685524004000,1771685524004000,3.6000001,1.8000001,14,1
1771685524028000,1771685524028000,3.6000001,1.8000001,14,1
1771685524044000,1771685524044000,3.6000001,1.8000001,14,1
1771685524068000,1771685524068000,3.6000001,1.8000001,14,1
1771685524084000,1771685524084000,3.6000001,1.8000001,14,1
1771685524108000,1771685524108000,3.6000001,1.8000001,14,1
1771685524124000,1771685524124000,3.6000001,1.8000001,14,1
1771685524148000,1771685524148000,3.6000001,1.8000001,14,1
1771685524164000,1771685524164000,3.6000001,1.8000001,14,1
1771685524188000,1771685524188000,3.6000001,1.8000001,14,1
1771685524204000,1771685524204000,3.6000001,1.8000001,14,1
1771685524228000,1771685524228000,3.6000001,1.8000001,14,1
1771685524244000,1771685524244000,3.6000001,1.8000001,14,1
1771685524268000,1771685524268000,3.6000001,1.8000001,14,1
1771685524284000,1771685524284000,3.6000001,1.8000001,14,1
1771685524308000,1771685524308000,3.6000001,1.8000001,14,1
1771685524324000,1771685524324000,3.6000001,1.8000001,14,1
1771685524348000,1771685524348000,3.6000001,1.8000001,14,1
1771685524364000,1771685524364000,3.6000001,1.8000001,14,1
1771685524388000,1771685524388000,3.6000001,1.8000001,14,1
1771685524404000,1771685524404000,3.6000001,1.8000001,14,1
1771685524428000,1771685524428000,3.6000001,1.8000001,14,1
1771685524444000,1771685524444000,3.6000001,1.8000001,14,1
1771685524468000,1771685524468000,3.6000001,1.8000001,14,1
1771685524484000,1771685524484000,3.6000001,1.8000001,14,1
1771685524508000,1771685524508000,3.6000001,1.8000001,14,1
1771685524524000,1771685524524000,3.6000001,1.8000001,14,1
1771685524548000,1771685524548000,3.6000001,1.8000001,14,1
1771685524564000,1771685524564000,3.6000001,1.8000001,14,1
1771685524588000,1771685524588000,3.6000001,1.8000001,14,1
