timestamp,timestamp_sample,pub_timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4],publisher_id,yaw_composite_valid
1771685523332000,1771685523180000,1771685523332000,0.17667969,0.0058501745,0.176608,0.17661008,0.176608,0.17661008,0.17661008,0.0028899857,0.0028899808,0.002889987,0.00288998,0.0028899775,0.0014121144,0.0014121213,0.0014121151,0.0014121225,0.0014121204,2.5814406e-05,0.0014153208,0.99509776,0.0032479935,0.00021317792,160,1
1771685523340000,1771685523188000,1771685523340000,0.17667969,0.0058501745,0.17662837,0.17663051,0.17662837,0.17663051,0.17663051,0.0028899857,0.0028899808,0.002889987,0.00288998,0.0028899775,0.0014121144,0.0014121213,0.0014121151,0.0014121225,0.0014121204,2.5814406e-05,0.0014153208,0.99509776,0.0032479935,0.00021317792,160,1
1771685523348000,1771685523196000,1771685523348000,0.17667969,0.0058501745,0.17654242,0.17654453,0.17654242,0.17654453,0.17654453,0.0028899857,0.0028899808,0.002889987,0.00288998,0.0028899775,0.0014121144,0.0014121213,0.0014121151,0.0014121225,0.0014121204,2.5814406e-05,0.0014153208,0.99509776,0.0032479935,0.00021317792,160,1
1771685523356000,1771685523204000,1771685523356000,0.17667969,0.0058501745,0.17646794,0.17647006,0.17646794,0.17647006,0.17647006,0.0028899857,0.0028899808,0.002889987,0.00288998,0.0028899775,0.0014121144,0.0014121213,0.0014121151,0.0014121225,0.0014121204,2.5814406e-05,0.0014153208,0.99509776,0.0032479935,0.00021317792,160,1
1771685523364000,1771685523212000,1771685523364000,0.17667969,0.0058501745,0.17644031,0.17644243,0.17644031,0.17644243,0.17644243,0.0028899857,0.0028899808,0.002889987,0.00288998,0.0028899775,0.0014121144,0.0014121213,0.0014121151,0.0014121225,0.0014121204,2.5814406e-05,0.0014153208,0.99509776,0.0032479935,0.00021317792,160,1
1771685523372000,1771685523220000,1771685523372000,0.17640395,0.0058539934,0.17640394,0.17640609,0.17640394,0.17640609,0.17640609,0.0030363158,0.003036311,0.003036317,0.0030363102,0.0030363076,0.0015174099,0.0015174174,0.0015174109,0.0015174185,0.0015174164,2.5814406e-05,0.0014153208,0.99509776,0.0032479935,0.00021317793,160,1
1771685523380000,1771685523228000,1771685523380000,0.17640395,0.0058539934,0.17633623,0.17633836,0.17633623,0.17633836,0.17633836,0.0030363158,0.003036311,0.003036317,0.0030363102,0.0030363076,0.0015174099,0.0015174174,0.0015174109,0.0015174185,0.0015174164,2.5814406e-05,0.0014153208,0.99509776,0.0032479935,0.00021317793,160,1
1771685523388000,1771685523236000,1771685523388000,0.17640395,0.0058539934,0.17635429,0.1763564,0.17635429,0.1763564,0.1763564,0.0030363158,0.003036311,0.003036317,0.0030363102,0.0030363076,0.0015174099,0.0015174174,0.0015174109,0.0015174185,0.0015174164,2.5814406e-05,0.0014153208,0.99509776,0.0032479935,0.00021317793,160,1
1771685523396000,1771685523244000,1771685523396000,0.17640395,0.0058539934,0.17632653,0.17632869,0.17632653,0.17632869,0.17632869,0.0030363158,0.003036311,0.003036317,0.0030363102,0.0030363076,0.0015174099,0.0015174174,0.0015174109,0.0015174185,0.0015174164,2.5814406e-05,0.0014153208,0.99509776,0.0032479935,0.00021317793,160,1
1771685523404000,1771685523252000,1771685523404000,0.17640395,0.0058539934,0.17629981,0.17630191,0.17629981,0.17630191,0.17630191,0.0030363158,0.003036311,0.003036317,0.0030363102,0.0030363076,0.0015174099,0.0015174174,0.0015174109,0.0015174185,0.0015174164,2.5814406e-05,0.0014153208,0.99509776,0.0032479935,0.00021317793,160,1
1771685523412000,1771685523260000,1771685523412000,0.17640395,0.0058539934,0.17630625,0.17630836,0.17630625,0.17630836,0.17630836,0.0030363158,0.003036311,0.003036317,0.0030363102,0.0030363076,0.0015174099,0.0015174174,0.0015174109,0.0015174185,0.0015174164,2.5814406e-05,0.0014153208,0.99509776,0.0032479935,0.00021317793,160,1
1771685523420000,1771685523268000,1771685523420000,0.17640395,0.0058539934,0.17627525,0.17627735,0.17627525,0.17627735,0.17627735,0.0030363158,0.003036311,0.003036317,0.0030363102,0.0030363076,0.0015174099,0.0015174174,0.0015174109,0.0015174185,0.0015174164,2.5814406e-05,0.0014153208,0.99509776,0.0032479935,0.00021317793,160,1
1771685523428000,1771685523276000,1771685523428000,0.17618121,0.005858445,0.17618121,0.17618331,0.17618121,0.17618331,0.17618331,0.0038029284,0.003802924,0.0038029298,0.0038029237,0.003802921,0.0010452791,0.0010452884,0.0010452799,0.0010452894,0.0010452872,2.5814403e-05,0.0014153206,0.99509764,0.003247993,0.0002131779,160,1
1771685523436000,1771685523284000,1771685523436000,0.17618121,0.005858445,0.17608285,0.17608497,0.17608285,0.17608497,0.17608497,0.0038029284,0.003802924,0.0038029298,0.0038029237,0.003802921,0.0010452791,0.0010452884,0.0010452799,0.0010452894,0.0010452872,2.5814403e-05,0.0014153206,0.99509764,0.003247993,0.0002131779,160,1
1771685523444000,1771685523292000,1771685523444000,0.17618121,0.005858445,0.17607383,0.17607597,0.17607383,0.17607597,0.17607597,0.0038029284,0.003802924,0.0038029298,0.0038029237,0.003802921,0.0010452791,0.0010452884,0.0010452799,0.0010452894,0.0010452872,2.5814403e-05,0.0014153206,0.99509764,0.003247993,0.0002131779,160,1
1771685523452000,1771685523300000,1771685523452000,0.17618121,0.005858445,0.17606814,0.17607024,0.17606814,0.17607024,0.17607024,0.0038029284,0.003802924,0.0038029298,0.0038029237,0.003802921,0.0010452791,0.0010452884,0.0010452799,0.0010452894,0.0010452872,2.5814403e-05,0.0014153206,0.99509764,0.003247993,0.0002131779,160,1
1771685523460000,1771685523308000,1771685523460000,0.17618121,0.005858445,0.17604555,0.17604765,0.17604555,0.17604765,0.17604765,0.0038029284,0.003802924,0.0038029298,0.0038029237,0.003802921,0.0010452791,0.0010452884,0.0010452799,0.0010452894,0.0010452872,2.5814403e-05,0.0014153206,0.99509764,0.003247993,0.0002131779,160,1
1771685523468000,1771685523316000,1771685523468000,0.17618121,0.005858445,0.17603384,0.17603597,0.17603384,0.17603597,0.17603597,0.0038029284,0.003802924,0.0038029298,0.0038029237,0.003802921,0.0010452791,0.0010452884,0.0010452799,0.0010452894,0.0010452872,2.5814403e-05,0.0014153206,0.99509764,0.003247993,0.0002131779,160,1
1771685523476000,1771685523324000,1771685523476000,0.17602867,0.0058622546,0.17602865,0.17603074,0.17602865,0.17603074,0.17603074,0.0040284917,0.0040284884,0.0040284935,0.004028488,0.0040284856,0.0006001759,0.00060018536,0.0006001765,0.0006001863,0.0006001844,2.5814406e-05,0.0014153208,0.99509776,0.0032479935,0.00021317793,160,1
1771685523484000,1771685523332000,1771685523484000,0.17602867,0.0058622546,0.17605421,0.17605631,0.17605421,0.17605631,0.17605631,0.0040284917,0.0040284884,0.0040284935,0.004028488,0.0040284856,0.0006001759,0.00060018536,0.0006001765,0.0006001863,0.0006001844,2.5814406e-05,0.0014153208,0.99509776,0.0032479935,0.00021317793,160,1
1771685523492000,1771685523340000,1771685523492000,0.17602867,0.0058622546,0.17607231,0.17607445,0.17607231,0.17607445,0.17607445,0.0040284917,0.0040284884,0.0040284935,0.004028488,0.0040284856,0.0006001759,0.00060018536,0.0006001765,0.0006001863,0.0006001844,2.5814406e-05,0.0014153208,0.99509776,0.0032479935,0.00021317793,160,1
1771685523500000,1771685523348000,1771685523500000,0.17602867,0.0058622546,0.17612259,0.17612466,0.17612259,0.17612466,0.17612466,0.0040284917,0.0040284884,0.0040284935,0.004028488,0.0040284856,0.0006001759,0.00060018536,0.0006001765,0.0006001863,0.0006001844,2.5814406e-05,0.0014153208,0.99509776,0.0032479935,0.00021317793,160,1
1771685523508000,1771685523356000,1771685523508000,0.17602867,0.0058622546,0.17613971,0.17614178,0.17613971,0.17614178,0.17614178,0.0040284917,0.0040284884,0.0040284935,0.004028488,0.0040284856,0.0006001759,0.00060018536,0.0006001765,0.0006001863,0.0006001844,2.5814406e-05,0.0014153208,0.99509776,0.0032479935,0.00021317793,160,1
1771685523516000,1771685523364000,1771685523516000,0.17602867,0.0058622546,0.17613739,0.1761395,0.17613739,0.1761395,0.1761395,0.0040284917,0.0040284884,0.0040284935,0.004028488,0.0040284856,0.0006001759,0.00060018536,0.0006001765,0.0006001863,0.0006001844,2.5814406e-05,0.0014153208,0.99509776,0.0032479935,0.00021317793,160,1
1771685523524000,1771685523372000,1771685523524000,0.17602867,0.0058622546,0.17611814,0.17612022,0.17611814,0.17612022,0.17612022,0.0040284917,0.0040284884,0.0040284935,0.004028488,0.0040284856,0.0006001759,0.00060018536,0.0006001765,0.0006001863,0.0006001844,2.5814406e-05,0.0014153208,0.99509776,0.0032479935,0.00021317793,160,1
1771685523532000,1771685523380000,1771685523532000,0.17610101,0.0058667157,0.176101,0.17610312,0.176101,0.17610312,0.17610312,0.002751427,0.0027514212,0.002751429,0.0027514207,0.002751418,0.0014629776,0.0014629844,0.0014629783,0.0014629855,0.0014629834,2.5814403e-05,0.0014153206,0.99509764,0.0032479933,0.0002131779,160,1
1771685523540000,1771685523388000,1771685523540000,0.17610101,0.0058667157,0.17611904,0.17612115,0.17611904,0.17612115,0.17612115,0.002751427,0.0027514212,0.002751429,0.0027514207,0.002751418,0.0014629776,0.0014629844,0.0014629783,0.0014629855,0.0014629834,2.5814403e-05,0.0014153206,0.99509764,0.0032479933,0.0002131779,160,1
1771685523548000,1771685523396000,1771685523548000,0.17610101,0.0058667157,0.17616764,0.17616974,0.17616764,0.17616974,0.17616974,0.002751427,0.0027514212,0.002751429,0.0027514207,0.002751418,0.0014629776,0.0014629844,0.0014629783,0.0014629855,0.0014629834,2.5814403e-05,0.0014153206,0.99509764,0.0032479933,0.0002131779,160,1
1771685523556000,1771685523404000,1771685523556000,0.17610101,0.0058667157,0.17616564,0.17616774,0.17616564,0.17616774,0.17616774,0.002751427,0.0027514212,0.002751429,0.0027514207,0.002751418,0.0014629776,0.0014629844,0.0014629783,0.0014629855,0.0014629834,2.5814403e-05,0.0014153206,0.99509764,0.0032479933,0.0002131779,160,1
1771685523564000,1771685523412000,1771685523564000,0.17610101,0.0058667157,0.17618383,0.17618597,0.17618383,0.17618597,0.17618597,0.002751427,0.0027514212,0.002751429,0.0027514207,0.002751418,0.0014629776,0.0014629844,0.0014629783,0.0014629855,0.0014629834,2.5814403e-05,0.0014153206,0.99509764,0.0032479933,0.0002131779,160,1
1771685523572000,1771685523420000,1771685523572000,0.17610101,0.0058667157,0.17615615,0.17615825,0.17615615,0.17615825,0.17615825,0.002751427,0.0027514212,0.002751429,0.0027514207,0.002751418,0.0014629776,0.0014629844,0.0014629783,0.0014629855,0.0014629834,2.5814403e-05,0.0014153206,0.99509764,0.0032479933,0.0002131779,160,1
1771685523580000,1771685523428000,1771685523580000,0.17613152,0.0058705336,0.1761315,0.17613362,0.1761315,0.17613362,0.17613362,0.0033139193,0.0033139146,0.0033139212,0.0033139142,0.0033139116,0.00092465605,0.0009246638,0.0009246567,0.0009246649,0.000924663,2.5814403e-05,0.0014153206,0.9950977,0.0032479933,0.0002131779,160,1
1771685523588000,1771685523436000,1771685523588000,0.17613152,0.0058705336,0.17616951,0.17617163,0.17616951,0.17617163,0.17617163,0.0033139193,0.0033139146,0.0033139212,0.0033139142,0.0033139116,0.00092465605,0.0009246638,0.0009246567,0.0009246649,0.000924663,2.5814403e-05,0.0014153206,0.9950977,0.0032479933,0.0002131779,160,1
1771685523596000,1771685523444000,1771685523596000,0.17613152,0.0058705336,0.17612356,0.17612568,0.17612356,0.17612568,0.17612568,0.0033139193,0.0033139146,0.0033139212,0.0033139142,0.0033139116,0.00092465605,0.0009246638,0.0009246567,0.0009246649,0.000924663,2.5814403e-05,0.0014153206,0.9950977,0.0032479933,0.0002131779,160,1
1771685523604000,1771685523452000,1771685523604000,0.17613152,0.0058705336,0.17608197,0.17608412,0.17608197,0.17608412,0.17608412,0.0033139193,0.0033139146,0.0033139212,0.0033139142,0.0033139116,0.00092465605,0.0009246638,0.0009246567,0.0009246649,0.000924663,2.5814403e-05,0.0014153206,0.9950977,0.0032479933,0.0002131779,160,1
1771685523612000,1771685523460000,1771685523612000,0.17613152,0.0058705336,0.17602216,0.17602432,0.17602216,0.17602432,0.17602432,0.0033139193,0.0033139146,0.0033139212,0.0033139142,0.0033139116,0.00092465605,0.0009246638,0.0009246567,0.0009246649,0.000924663,2.5814403e-05,0.0014153206,0.9950977,0.0032479933,0.0002131779,160,1
1771685523620000,1771685523468000,1771685523620000,0.17613152,0.0058705336,0.17599022,0.17599232,0.17599022,0.17599232,0.17599232,0.0033139193,0.0033139146,0.0033139212,0.0033139142,0.0033139116,0.00092465605,0.0009246638,0.0009246567,0.0009246649,0.000924663,2.5814403e-05,0.0014153206,0.9950977,0.0032479933,0.0002131779,160,1
1771685523628000,1771685523476000,1771685523628000,0.17613152,0.0058705336,0.17598811,0.17599025,0.17598811,0.17599025,0.17599025,0.0033139193,0.0033139146,0.0033139212,0.0033139142,0.0033139116,0.00092465605,0.0009246638,0.0009246567,0.0009246649,0.000924663,2.5814403e-05,0.0014153206,0.9950977,0.0032479933,0.0002131779,160,1
1771685523636000,1771685523484000,1771685523636000,0.17594561,0.005875004,0.17594558,0.17594767,0.17594558,0.17594767,0.17594767,0.00194762,0.0019476151,0.0019476218,0.0019476148,0.0019476122,0.0011186925,0.0011186973,0.001118693,0.0011186986,0.0011186964,2.5814405e-05,0.0014153206,0.99509776,0.0032479935,0.0002131779,160,1
1771685523644000,1771685523492000,1771685523644000,0.17594561,0.005875004,0.17598498,0.17598712,0.17598498,0.17598712,0.17598712,0.00194762,0.0019476151,0.0019476218,0.0019476148,0.0019476122,0.0011186925,0.0011186973,0.001118693,0.0011186986,0.0011186964,2.5814405e-05,0.0014153206,0.99509776,0.0032479935,0.0002131779,160,1
1771685523652000,1771685523500000,1771685523652000,0.17594561,0.005875004,0.1759543,0.17595643,0.1759543,0.17595643,0.17595643,0.00194762,0.0019476151,0.0019476218,0.0019476148,0.0019476122,0.0011186925,0.0011186973,0.001118693,0.0011186986,0.0011186964,2.5814405e-05,0.0014153206,0.99509776,0.0032479935,0.0002131779,160,1
