timestamp,pub_timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed,publisher_id
1771685523324000,1771685523324000,0.019781573,-0.02589738,0.037563793,0.00051193923,0.00051193923,0.69948804,0.0639962,0.0639962,-0.0639962,4.0,4.0,-4.0,0.018803831,0.0,14
1771685523348000,1771685523348000,0.01988477,-0.025939764,0.042546112,-0.0010332527,-0.0010339583,0.6988482,-0.065196514,-0.065288305,-0.09599138,0.0,0.0,-4.0,0.018887492,0.0035241877,14
1771685523364000,1771685523364000,0.020058168,-0.026006335,0.03542758,0.00051194103,0.00051194103,0.69948804,0.063996315,0.063996315,-0.063996315,4.0,4.0,-4.0,0.018905282,0.0,14
1771685523388000,1771685523388000,0.020144658,-0.026078444,0.040074553,-0.0010256828,-0.0010256751,0.6988481,-0.06422424,-0.06422329,-0.09599347,0.0,0.0,-4.0,0.018924525,0.0,14
1771685523404000,1771685523404000,0.020265954,-0.026147436,0.0339018,0.00051194977,0.00051194977,0.69948804,0.06399686,0.06399686,-0.06399686,4.0,4.0,-4.0,0.018911658,0.0,14
1771685523428000,1771685523428000,0.020337952,-0.026210746,0.038579043,-0.0010256842,-0.001025669,0.6988482,-0.06422615,-0.06422424,-0.09599261,0.0,0.0,-4.0,0.018962128,0.0,14
1771685523444000,1771685523444000,0.020463502,-0.02630269,0.032375902,0.0005119483,0.0005119483,0.69948804,0.06399677,0.06399677,-0.06399677,4.0,4.0,-4.0,0.018938394,0.0,14
1771685523468000,1771685523468000,0.020493526,-0.02640635,0.037083622,-0.0010256858,-0.0010256555,0.6988482,-0.064227104,-0.06422329,-0.095992245,0.0,0.0,-4.0,0.01893917,0.0,14
1771685523484000,1771685523484000,0.02056931,-0.026543139,0.030880753,0.00051196764,0.00051196764,0.69948804,0.06399798,0.06399798,-0.06399798,4.0,4.0,-4.0,0.018818015,0.0,14
1771685523508000,1771685523508000,0.020570206,-0.026616938,0.03558869,-0.0010257331,-0.0010256951,0.6988481,-0.06422806,-0.06422329,-0.09599471,0.0,0.0,-4.0,0.018781155,0.0,14
