timestamp,timestamp_sample,pub_timestamp,time_last_fuse,device_id,observation[0],observation[1],observation[2],observation_variance[0],observation_variance[1],observation_variance[2],innovation[0],innovation[1],innovation[2],innovation_filtered[0],innovation_filtered[1],innovation_filtered[2],innovation_variance[0],innovation_variance[1],innovation_variance[2],test_ratio[0],test_ratio[1],test_ratio[2],test_ratio_filtered[0],test_ratio_filtered[1],test_ratio_filtered[2],publisher_id,estimator_instance,innovation_rejected,fused
1771685523332000,1771685523180000,0,1771685523180000,0,-0.00035286852,0.0062826104,-0.9999802,1.0,1.0,1.0,0.00014865604,-0.00578242,-1.9729137e-05,-0.0007213443,0.0007694346,-9.574826e-06,1.0000092,1.0000093,1.0,3.5357462e-07,0.0005349771,6.227822e-09,-6.0676033e-05,6.267072e-05,-2.619435e-09,0,0,0,1
1771685523340000,1771685523188000,0,1771685523188000,0,0.0032478615,-0.0020401995,-0.99999267,1.0,1.0,1.0,-0.003421541,0.002499109,-7.2717667e-06,-0.0007638671,0.0007966736,-9.538558e-06,1.0000092,1.0000094,1.0,0.00018730937,9.992778e-05,8.4605745e-10,-6.267026e-05,6.3257445e-05,-2.5915077e-09,0,0,0,1
1771685523348000,1771685523196000,0,1771685523196000,0,0.0022790534,-0.0066893585,-0.99997497,1.0,1.0,1.0,-0.0025010789,0.00707927,-2.4974346e-05,-0.00079122477,0.0008956121,-9.781641e-06,1.0000093,1.0000094,1.0,0.000100085395,0.00080184947,9.9794875e-09,-6.3259475e-05,7.488881e-05,-2.7078537e-09,0,0,0,1
1771685523356000,1771685523204000,0,1771685523204000,0,3.426101e-05,0.0009135429,-0.9999996,1.0,1.0,1.0,-0.00028794596,-0.0005503875,-2.9802322e-07,-0.0007832991,0.00087284046,-9.632293e-06,1.0000093,1.0000094,1.0,1.3265936e-06,4.846777e-06,1.4210855e-12,-6.2284154e-05,7.3633135e-05,-2.6652327e-09,0,0,0,1
1771685523364000,1771685523212000,0,1771685523212000,0,0.0018681298,0.0030470577,-0.9999936,1.0,1.0,1.0,-0.0021530807,-0.002704956,-6.377697e-06,-0.00080487045,0.0008164972,-9.581039e-06,1.0000093,1.0000094,1.0,7.417141e-05,0.000117067495,6.508003e-10,-6.247136e-05,7.0629976e-05,-2.6335094e-09,0,0,0,1
1771685523372000,1771685523220000,0,1771685523220000,0,-0.0009966834,-0.0007881277,-0.9999992,1.0,1.0,1.0,0.0006992368,0.0011450172,-6.556511e-07,-0.0007811837,0.00082167075,-9.440482e-06,1.0000092,1.0000093,1.0,7.822842e-06,2.0976837e-05,6.8780537e-12,-6.1364364e-05,6.9848036e-05,-2.5921452e-09,0,0,0,1
1771685523380000,1771685523228000,0,1771685523228000,0,0.002795975,0.0030676594,-0.9999915,1.0,1.0,1.0,-0.0030991277,-0.0028128014,-8.523464e-06,-0.0008176868,0.000764435,-9.426041e-06,1.0000092,1.0000093,1.0,0.00015367207,0.00012658845,1.1623911e-09,-6.281803e-05,6.675455e-05,-2.5696294e-09,0,0,0,1
1771685523388000,1771685523236000,0,1771685523236000,0,0.00066518935,0.0025646742,-0.9999965,1.0,1.0,1.0,-0.00096550025,-0.0023052956,-3.6358833e-06,-0.00082001457,0.00071609276,-9.334858e-06,1.0000092,1.0000093,1.0,1.4914915e-05,8.502941e-05,2.1151436e-10,-6.206365e-05,6.436425e-05,-2.5324938e-09,0,0,0,1
1771685523396000,1771685523244000,0,1771685523244000,0,0.0013779973,-0.005106778,-0.999986,1.0,1.0,1.0,-0.0015923893,0.0053727957,-1.40070915e-05,-0.00083217793,0.0007894267,-9.408436e-06,1.0000093,1.0000094,1.0,4.057088e-05,0.0004618666,3.1391778e-09,-6.172518e-05,7.0624126e-05,-2.542048e-09,0,0,0,1
1771685523404000,1771685523252000,0,1771685523252000,0,0.002264747,-0.0018725032,-0.99999565,1.0,1.0,1.0,-0.0024305026,0.0021568798,-4.351139e-06,-0.0008573484,0.00081096136,-9.328794e-06,1.0000093,1.0000094,1.0,9.45166e-05,7.443339e-05,3.0291858e-10,-6.224158e-05,7.068412e-05,-2.5067861e-09,0,0,0,1
