timestamp,timestamp_sample,pub_timestamp,time_last_fuse,device_id,observation[0],observation[1],observation[2],observation_variance[0],observation_variance[1],observation_variance[2],innovation[0],innovation[1],innovation[2],innovation_filtered[0],innovation_filtered[1],innovation_filtered[2],innovation_variance[0],innovation_variance[1],innovation_variance[2],test_ratio[0],test_ratio[1],test_ratio[2],test_ratio_filtered[0],test_ratio_filtered[1],test_ratio_filtered[2],publisher_id,estimator_instance,innovation_rejected,fused
1771685523324000,1771685523166000,0,1771685523172000,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.008482224,-0.010239276,-0.022421151,0.006639555,-0.009413138,-0.014969437,0.093351975,0.09336448,0.20497131,3.0828756e-05,4.491763e-05,9.81031e-05,2.1285005e-05,-4.0646755e-05,-4.7653426e-05,0,0,0,1
1771685523372000,1771685523218000,0,1771685523220000,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.008657112,-0.010240121,-0.022630766,0.0068296148,-0.009491042,-0.015691157,0.09333894,0.09335149,0.20496711,3.211761e-05,4.4931294e-05,9.994805e-05,2.2305467e-05,-4.105037e-05,-5.257973e-05,0,0,0,1
1771685523428000,1771685523270000,0,1771685523276000,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.009187816,-0.010798138,-0.024069317,0.007051764,-0.009614174,-0.016480405,0.09335152,0.09336428,0.20497131,3.6171223e-05,4.9954764e-05,0.00011305621,2.3611661e-05,-4.188919e-05,-5.827679e-05,0,0,0,1
1771685523476000,1771685523322000,0,1771685523324000,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.009751575,-0.011643647,-0.025094815,0.0073060943,-0.009805356,-0.017291907,0.09333966,0.093352094,0.20496711,4.075147e-05,5.8091686e-05,0.0001228977,2.5226282e-05,-4.341551e-05,-6.436427e-05,0,0,0,1
1771685523532000,1771685523374000,0,1771685523380000,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.00884277,-0.010853295,-0.02490811,0.0074508535,-0.009904075,-0.018009376,0.09335205,0.09336459,0.20497131,3.3505243e-05,5.0466246e-05,0.00012107333,2.6006184e-05,-4.4079712e-05,-6.970643e-05,0,0,0,1
1771685523580000,1771685523426000,0,1771685523428000,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.009140821,-0.0111185275,-0.025963515,0.0076100533,-0.01001848,-0.018758679,0.093339205,0.0933518,0.20496711,3.5806865e-05,5.2970223e-05,0.0001315536,2.6929436e-05,-4.4917226e-05,-7.553262e-05,0,0,0,1
1771685523636000,1771685523478000,0,1771685523484000,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0076441197,-0.010731087,-0.02677656,0.0076132626,-0.01008561,-0.019513987,0.09335166,0.09336431,0.20497131,2.503761e-05,4.9336293e-05,0.00013991892,2.675122e-05,-4.5333516e-05,-8.1597995e-05,0,0,0,1
1771685523684000,1771685523530000,0,1771685523532000,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.007968897,-0.011009719,-0.026707277,0.0076467646,-0.010172663,-0.020191615,0.09333954,0.093351856,0.20496711,2.72139e-05,5.193851e-05,0.00013919864,2.6794807e-05,-4.5955727e-05,-8.702414e-05,0,0,0,1
1771685523740000,1771685523582000,0,1771685523588000,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.008554117,-0.011302351,-0.027382158,0.00773224,-0.010279083,-0.020868985,0.09335212,0.09336463,0.20497131,3.135351e-05,5.472871e-05,0.00014631951,2.722425e-05,-4.6782166e-05,-9.260994e-05,0,0,0,1
1771685523788000,1771685523634000,0,1771685523636000,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.00793432,-0.012419067,-0.02878204,0.0077512767,-0.010480676,-0.021614417,0.09333935,0.09335185,0.20496711,2.6978305e-05,6.6086846e-05,0.0001616661,2.7201082e-05,-4.8600723e-05,-9.911523e-05,0,0,0,1
