timestamp,timestamp_sample,pub_timestamp,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,publisher_id,valid
1771685528844000,1771685528844000,1771685528844000,0.4942468,0.005579817,0.25903776,8.960869,0.00083201955,5.075515,163,0
1771685528852000,1771685528852000,1771685528852000,0.4909565,0.0038494375,0.21454528,7.3570356,0.00069517246,5.1466656,163,0
1771685528860000,1771685528860000,1771685528860000,0.48866582,0.002936016,0.19688222,6.7478423,0.0006382716,5.2146955,163,0
1771685528868000,1771685528868000,1771685528868000,0.4874492,0.0023748411,0.1304026,6.44693,0.0002930738,5.281845,163,0
1771685528876000,1771685528876000,1771685528876000,0.48759273,0.0019927009,-0.01842095,6.294747,5.989675e-06,5.351224,163,0
1771685528884000,1771685528884000,1771685528884000,0.48767072,0.0017219029,-0.011794984,6.192796,2.4961198e-06,5.418268,163,0
1771685528892000,1771685528892000,1771685528892000,0.48770663,0.0015192246,-0.00624986,6.141117,7.0672536e-07,5.483168,163,0
1771685528900000,1771685528900000,1771685528900000,0.4873692,0.0013621504,0.06658,6.115454,8.054087e-05,5.5438695,163,0
1771685528908000,1771685528908000,1771685528908000,0.48731935,0.0012364523,0.010990292,6.1074653,2.1974295e-06,5.6045995,163,0
1771685528916000,1771685528916000,1771685528916000,0.48790157,0.0011304872,-0.14003152,6.129945,0.00035542873,5.668634,163,0
1771685528924000,1771685528924000,1771685528924000,0.48828247,0.0010431992,-0.10104976,6.1429524,0.00018469318,5.7296567,163,0
1771685528932000,1771685528932000,1771685528932000,0.48848808,0.0009694749,-0.059461884,6.1653767,6.371992e-05,5.787667,163,0
1771685528940000,1771685528940000,1771685528940000,0.48845947,0.0009066564,0.00898169,6.188676,1.4483578e-06,5.841864,163,0
1771685528948000,1771685528948000,1771685528948000,0.4884074,0.0008523703,0.017618261,6.2139287,5.550311e-06,5.894268,163,0
1771685528956000,1771685528956000,1771685528956000,0.48884776,0.00080340286,-0.15737134,6.25353,0.0004400313,5.950935,163,0
1771685528964000,1771685528964000,1771685528964000,0.489088,0.0007606041,-0.092061155,6.285797,0.00014981316,6.0039244,163,0
1771685528972000,1771685528972000,1771685528972000,0.48925257,0.0007225777,-0.06708727,6.3198943,7.912759e-05,6.0546465,163,0
1771685528980000,1771685528980000,1771685528980000,0.48933792,0.0006887471,-0.036984496,6.352052,2.3926703e-05,6.102983,163,0
1771685528988000,1771685528988000,1771685528988000,0.48922586,0.00065842626,0.05141595,6.384036,4.60106e-05,6.147167,163,0
1771685528996000,1771685528996000,1771685528996000,0.4894039,0.0006301287,-0.08481622,6.4232297,0.00012444053,6.1943626,163,0
1771685529004000,1771685529004000,1771685529004000,0.48951918,0.000604586,-0.057946064,6.456073,5.7787904e-05,6.2393594,163,0
1771685529012000,1771685529012000,1771685529012000,0.4897021,0.0005812523,-0.096467584,6.48984,0.00015932586,6.284265,163,0
1771685529020000,1771685529020000,1771685529020000,0.48968408,0.00055999047,0.009990692,6.522876,1.7002372e-06,6.324565,163,0
1771685529028000,1771685529028000,1771685529028000,0.4895995,0.00054050324,0.04904239,6.5525994,4.0783743e-05,6.3624635,163,0
1771685529036000,1771685529036000,1771685529036000,0.4897388,0.00052195566,-0.083014004,6.588562,0.00011621697,6.4032354,163,0
1771685529044000,1771685529044000,1771685529044000,0.4897872,0.0005048982,-0.030142188,6.619572,1.5250255e-05,6.4411683,163,0
1771685529052000,1771685529052000,1771685529052000,0.48980114,0.000489043,-0.0090405345,6.650007,1.3656004e-06,6.4772997,163,0
1771685529060000,1771685529060000,1771685529060000,0.4897218,0.00047435414,0.05348198,6.6778874,4.7591937e-05,6.5104465,163,0
