timestamp,pub_timestamp,command,result_param2,target_component,publisher_id,result,result_param1,target_system,from_external
1771685523316000,0,511,0,190,0,0,0,245,0
1771685523316000,0,176,0,190,0,0,0,245,0
1771685523328000,1771685523328000,176,0,190,93,0,0,245,0
1771685523328000,1771685523328000,400,0,190,93,0,0,245,0
1771685523332000,0,176,0,190,0,0,0,245,0
1771685523340000,1771685523340000,176,0,190,93,0,0,245,0
1771685627140000,0,176,0,190,0,0,0,245,0
1771685627140000,1771685627140000,176,0,190,93,0,0,245,0
