timestamp,pub_timestamp,imbalanced_prop_metric,motor_failure_mask,publisher_id,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
1771685523328000,1771685523328000,-0.0005794754,0,93,0,0,0,0,0,0,0,0
1771685523340000,1771685523340000,-0.0005794754,0,93,0,0,0,0,0,0,0,0
1771685523352000,1771685523352000,-0.0005794754,0,93,0,0,0,0,0,0,0,0
1771685523856000,1771685523856000,-0.00071994954,0,93,0,0,0,0,0,0,0,0
1771685524360000,1771685524360000,-0.0005460264,0,93,0,0,0,0,0,0,0,0
1771685524864000,1771685524864000,-0.0005789884,0,93,0,0,0,0,0,0,0,0
1771685525368000,1771685525368000,-0.00032441202,0,93,0,0,0,0,0,0,0,0
1771685525872000,1771685525872000,-0.00054815446,0,93,0,0,0,0,0,0,0,0
1771685526376000,1771685526376000,-0.00041283685,0,93,0,0,0,0,0,0,0,0
1771685526880000,1771685526880000,-0.00076412107,0,93,0,0,0,0,0,0,0,0
1771685527384000,1771685527384000,-0.0029715733,0,93,0,0,0,0,0,0,0,0
1771685527888000,1771685527888000,-0.007860723,0,93,0,0,0,0,0,0,0,0
1771685528392000,1771685528392000,-0.007583596,0,93,0,0,0,0,0,0,0,0
1771685528896000,1771685528896000,-0.008177952,0,93,0,0,0,0,0,0,0,0
1771685529400000,1771685529400000,-0.009208344,0,93,0,0,0,0,0,0,0,0
1771685529904000,1771685529904000,-0.009708149,0,93,0,0,0,0,0,0,0,0
1771685530408000,1771685530408000,-0.009735419,0,93,0,0,0,0,0,0,0,0
1771685530912000,1771685530912000,-0.010371236,0,93,0,0,0,0,0,0,0,0
1771685531416000,1771685531416000,-0.010718404,0,93,0,0,0,0,0,0,0,0
1771685531920000,1771685531920000,-0.0116315875,0,93,0,0,0,0,0,0,0,0
1771685532424000,1771685532424000,-0.011542945,0,93,0,0,0,0,0,0,0,0
1771685532928000,1771685532928000,-0.012142612,0,93,0,0,0,0,0,0,0,0
