timestamp,pub_timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,publisher_id,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
1771685523332000,1771685523332000,1771685523332000,1310988,1310988,-1.0652373e-06,-1.1717913e-05,5.3263198e-06,-0.00024899698,0.00013407598,-0.039279275,4000,4000,126,0,0,0,1
1771685523336000,1771685523336000,1771685523336000,1310988,1310988,-7.456851e-06,-1.2783177e-05,5.326316e-06,-0.00031603462,9.576875e-05,-0.039365467,4000,4000,126,0,0,0,1
1771685523340000,1771685523340000,1771685523340000,1310988,1310988,8.522097e-06,1.1717922e-05,1.2783176e-05,-8.1402846e-05,-1.436452e-05,-0.039370257,4000,4000,126,0,0,0,1
1771685523344000,1771685523344000,1771685523344000,1310988,1310988,2.7696884e-05,1.2783187e-05,2.3435801e-05,6.7037654e-05,-0.00014843984,-0.03907816,4000,4000,126,0,0,0,1
1771685523348000,1771685523348000,1771685523348000,1310988,1310988,1.7044289e-05,-1.491373e-05,2.663156e-05,-4.3095635e-05,-0.000110132605,-0.038886625,4000,4000,126,0,0,0,1
1771685523352000,1771685523352000,1771685523352000,1310988,1310988,1.1717975e-05,-3.408845e-05,8.522082e-06,-0.00019153614,9.576875e-05,-0.038939297,4000,4000,126,0,0,0,1
1771685523356000,1771685523356000,1771685523356000,1310988,1310988,3.1957861e-06,-2.3435827e-05,8.522103e-06,-0.0002681506,0.00016759482,-0.038953662,4000,4000,126,0,0,0,1
1771685523360000,1771685523360000,1771685523360000,1310988,1310988,-1.1717931e-05,7.4568406e-06,8.522095e-06,-0.00016280569,3.830791e-05,-0.039030276,4000,4000,126,0,0,0,1
1771685523364000,1771685523364000,1771685523364000,1310988,1310988,-1.278319e-05,1.2783155e-05,-1.06526495e-05,-2.3942019e-05,-3.3518136e-05,-0.03917872,4000,4000,126,0,0,0,1
1771685523368000,1771685523368000,1771685523368000,1310988,1310988,-1.9174766e-05,4.2610636e-06,-1.06526295e-05,6.2249244e-05,8.1403545e-05,-0.039284058,4000,4000,126,0,0,0,1
1771685523372000,1771685523372000,1771685523372000,1310988,1310988,-7.456826e-06,3.1957927e-05,-8.522164e-06,-4.7884027e-06,0.00022984404,-0.03931279,4000,4000,126,0,0,0,1
1771685523376000,1771685523376000,1771685523376000,1310988,1310988,6.3915704e-06,3.195792e-05,-1.49137395e-05,-5.267244e-05,0.00022505564,-0.039212238,4000,4000,126,0,0,0,1
1771685523380000,1771685523380000,1771685523380000,1310988,1310988,-9.5873875e-06,-1.0652515e-06,-2.130504e-06,0.0001244985,0.00018196003,-0.039178718,4000,4000,126,0,0,0,1
1771685523384000,1771685523384000,1771685523384000,1310988,1310988,-1.06526495e-05,-2.1305279e-05,1.0652661e-05,0.0001436521,0.00018196003,-0.039159562,4000,4000,126,0,0,0,1
1771685523388000,1771685523388000,1771685523388000,1310988,1310988,-9.587358e-06,-3.941479e-05,7.4568693e-06,3.3518823e-05,0.00016280639,-0.039097317,4000,4000,126,0,0,0,1
1771685523392000,1771685523392000,1771685523392000,1310988,1310988,-4.367589e-05,-1.7044245e-05,1.7044104e-05,-2.3942019e-05,0.000158018,-0.03918351,4000,4000,126,0,0,0,1
1771685523396000,1771685523396000,1771685523396000,1310988,1310988,-4.5806435e-05,1.171796e-05,3.1957825e-05,-9.097967e-05,9.576876e-05,-0.039312795,4000,4000,126,0,0,0,1
1771685523400000,1771685523400000,1771685523400000,1310988,1310988,1.0652629e-05,9.587441e-06,8.522068e-06,0.0,3.351951e-05,-0.039346315,4000,4000,126,0,0,0,1
1771685523404000,1771685523404000,1771685523404000,1310988,1310988,2.450106e-05,2.1305315e-05,-1.0652646e-05,0.00011492168,2.8731105e-05,-0.039255336,4000,4000,126,0,0,0,1
1771685523408000,1771685523408000,1771685523408000,1310988,1310988,6.391627e-06,2.5566324e-05,9.58742e-06,1.43652105e-05,1.9154299e-05,-0.039154775,4000,4000,126,0,0,0,1
1771685523412000,1771685523412000,1771685523412000,1310988,1310988,1.597897e-05,1.8109507e-05,8.522092e-06,-4.7884034e-05,-8.140217e-05,-0.03924575,4000,4000,126,0,0,0,1
