timestamp,pub_timestamp,publisher_id,_padding0[0],_padding0[1],_padding0[2],_padding0[3],_padding0[4],_padding0[5],_padding0[6],previous.pub_timestamp,previous.timestamp,previous.lat,previous.lon,previous.vx,previous.vy,previous.vz,previous.alt,previous.yaw,previous.loiter_radius,previous.loiter_minor_radius,previous.loiter_orientation,previous.acceptance_radius,previous.alt_acceptance_radius,previous.cruising_speed,previous.cruising_throttle,previous.publisher_id,previous.valid,previous.type,previous.loiter_direction_counter_clockwise,previous.loiter_pattern,previous.gliding_enabled,previous._padding0[0],previous._padding0[1],current.pub_timestamp,current.timestamp,current.lat,current.lon,current.vx,current.vy,current.vz,current.alt,current.yaw,current.loiter_radius,current.loiter_minor_radius,current.loiter_orientation,current.acceptance_radius,current.alt_acceptance_radius,current.cruising_speed,current.cruising_throttle,current.publisher_id,current.valid,current.type,current.loiter_direction_counter_clockwise,current.loiter_pattern,current.gliding_enabled,current._padding0[0],current._padding0[1],next.pub_timestamp,next.timestamp,next.lat,next.lon,next.vx,next.vy,next.vz,next.alt,next.yaw,next.loiter_radius,next.loiter_minor_radius,next.loiter_orientation,next.acceptance_radius,next.alt_acceptance_radius,next.cruising_speed,next.cruising_throttle,next.publisher_id,next.valid,next.type,next.loiter_direction_counter_clockwise,next.loiter_pattern,next.gliding_enabled,next._padding0[0],next._padding0[1]
1771685523328000,1771685523328000,96,0,0,0,0,0,0,0,0,1771685523328000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685523328000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685523328000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685523352000,1771685523352000,96,0,0,0,0,0,0,0,0,1771685523352000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685523352000,47.39774207940513,8.545593555162549,0.0,0.0,0.0,573.5462,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,3,0,0,0,0,0,0,1771685523352000,47.397247199999995,8.5470878,0.0,0.0,0.0,573.5462,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0
1771685562868000,1771685562868000,96,0,0,0,0,0,0,0,0,1771685523352000,47.39774207940513,8.545593555162549,0.0,0.0,0.0,573.5462,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,3,0,0,0,0,0,0,1771685562868000,47.397247199999995,8.5470878,0.0,0.0,0.0,573.5462,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0,0,1771685562868000,47.3986932,8.546181299999999,0.0,0.0,0.0,488.0012,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,4,0,0,0,0,0
1771685589828000,1771685589828000,96,0,0,0,0,0,0,0,0,1771685562868000,47.397247199999995,8.5470878,0.0,0.0,0.0,573.5462,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0,0,1771685589828000,47.3986932,8.546181299999999,0.0,0.0,0.0,573.5462,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0,0,1771685589828000,47.3986932,8.546181299999999,0.0,0.0,0.0,488.0012,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,4,0,0,0,0,0
1771685627124000,1771685627124000,96,0,0,0,0,0,0,0,0,1771685562868000,47.397247199999995,8.5470878,0.0,0.0,0.0,573.5462,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0,0,1771685627124000,47.3986932,8.546181299999999,0.0,0.0,0.0,488.0012,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,4,0,0,0,0,0,0,1771685589828000,47.3986932,8.546181299999999,0.0,0.0,0.0,488.0012,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,0,4,0,0,0,0,0
1771685627152000,1771685627152000,96,0,0,0,0,0,0,0,0,1771685627152000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685627152000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685627152000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685627164000,1771685627164000,96,0,0,0,0,0,0,0,0,1771685627152000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685627164000,47.398676890838026,8.546190868860894,0.0,0.0,0.0,573.5359,-0.37312764,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,2,0,0,0,0,0,0,1771685627152000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685627164000,1771685627164000,96,0,0,0,0,0,0,0,0,1771685627152000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685627164000,47.398676890838026,8.546190868860894,0.0,0.0,0.0,573.536,-0.37312764,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,2,0,0,0,0,0,0,1771685627152000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685627220000,1771685627220000,96,0,0,0,0,0,0,0,0,1771685627152000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685627220000,47.397742062497116,8.545593853764512,0.0,0.0,0.0,573.536,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0,0,1771685627152000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685652516000,1771685652516000,96,0,0,0,0,0,0,0,0,1771685627152000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685652516000,47.397742062497116,8.545593853764512,0.0,0.0,0.0,488.0012,0.021728719,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,4,0,0,0,0,0,0,1771685627152000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685720828000,1771685720828000,96,0,0,0,0,0,0,0,0,1771685720828000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685720828000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685720828000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685720876000,1771685720876000,96,0,0,0,0,0,0,0,0,1771685720876000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685720876000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685720876000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685720924000,1771685720924000,96,0,0,0,0,0,0,0,0,1771685720924000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685720924000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685720924000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685720980000,1771685720980000,96,0,0,0,0,0,0,0,0,1771685720980000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685720980000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685720980000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
