timestamp,pub_timestamp,timestamp_sample,position[0],position[1],position[2],q[0],q[1],q[2],q[3],velocity[0],velocity[1],velocity[2],angular_velocity[0],angular_velocity[1],angular_velocity[2],position_variance[0],position_variance[1],position_variance[2],orientation_variance[0],orientation_variance[1],orientation_variance[2],velocity_variance[0],velocity_variance[1],velocity_variance[2],publisher_id,pose_frame,velocity_frame,reset_counter,quality
1771685122636000,1771685122636000,1771685122636000,0.0016526993,-0.069134235,0.025970459,0.99999225,0.0010965653,0.0011711622,0.003580498,-0.021982932,-0.009628873,-0.033354413,0.0038042364,0.00017522469,0.0045552375,0.007328619,0.0073363804,0.01287579,1.0345164e-05,1.0164778e-05,0.00037744033,0.00326495,0.0032760624,0.0024459967,160,1,1,12,0
1771685122644000,1771685122644000,1771685122644000,0.0016789838,-0.06921845,0.025665283,0.9999923,0.0010563309,0.0011529183,0.0036028926,-0.021501439,-0.009685354,-0.03320916,-0.0101772845,-0.0039527165,0.0061531295,0.00737832,0.0073862285,0.012933064,1.03672855e-05,1.0186925e-05,0.0003775513,0.003289148,0.0033003534,0.002454191,160,1,1,12,0
1771685122652000,1771685122652000,1771685122652000,0.0017056176,-0.06930382,0.025390625,0.99999225,0.0010649081,0.0011716944,0.0035896574,-0.020712065,-0.009990861,-0.033093065,0.0020732277,0.005235271,-0.0027685296,0.007428526,0.0074365824,0.012990656,1.0389561e-05,1.0209118e-05,0.0003776622,0.0033135496,0.003324872,0.0024623864,160,1,1,12,0
1771685122660000,1771685122660000,1771685122660000,0.0017564785,-0.06938757,0.02508545,0.99999225,0.0010938005,0.0011687462,0.0035876406,-0.020423891,-0.010044208,-0.033117726,0.0071332064,-0.00022416817,2.7782937e-05,0.0071592666,0.0071664075,0.01269134,1.027141e-05,1.0093216e-05,0.00037775407,0.0031819886,0.0031924115,0.0024184615,160,1,1,12,0
1771685122668000,1771685122668000,1771685122668000,0.0018039066,-0.06947064,0.024810791,0.9999923,0.0010747301,0.0011920161,0.0035714419,-0.020268803,-0.009895106,-0.033164702,-0.0048506367,0.006432487,-0.0035673673,0.00720725,0.007214527,0.012747574,1.0293425e-05,1.0115321e-05,0.00037786513,0.003205928,0.0032164627,0.0024266518,160,1,1,12,0
1771685122676000,1771685122676000,1771685122676000,0.0018452938,-0.069552444,0.024505615,0.9999923,0.0010733148,0.0011914292,0.0035637969,-0.020509925,-0.009951592,-0.033119343,-0.0004563905,0.00044040012,-0.001436835,0.007255724,0.007263139,0.012804121,1.0315369e-05,1.0137412e-05,0.00037797636,0.0032299294,0.0032405779,0.0024348435,160,1,1,12,0
1771685122684000,1771685122684000,1771685122684000,0.001881462,-0.06963516,0.024230957,0.9999922,0.0010741003,0.0011828643,0.003605221,-0.020208031,-0.010053412,-0.032748032,7.62682e-05,-0.001556971,0.010813708,0.007304692,0.0073122466,0.012847608,1.0337448e-05,1.0159497e-05,0.0003780877,0.0032540148,0.0032647646,0.002442009,160,1,1,12,0
1771685122692000,1771685122692000,1771685122692000,0.0019156176,-0.06971711,0.023956299,0.999992,0.0010502288,0.0012110232,0.0036409318,-0.019961705,-0.010123696,-0.03263911,-0.0060490444,0.0076309363,0.009348961,0.0073541105,0.007361804,0.012904727,1.0358522e-05,1.0180567e-05,0.00037803643,0.003278056,0.0032889033,0.002450203,160,1,1,12,0
1771685122700000,1771685122700000,1771685122700000,0.0019465602,-0.069799826,0.02368164,0.999992,0.0010285678,0.0012163575,0.0036507533,-0.019917183,-0.0102612395,-0.032983996,-0.005515591,0.0019048513,0.0026937844,0.0074036852,0.0074117123,0.012962163,1.037635e-05,1.0195862e-05,0.0003772228,0.0033014338,0.0033127728,0.002458398,160,1,1,12,0
1771685122708000,1771685122708000,1771685122708000,0.0019732786,-0.06988252,0.023406982,0.9999921,0.0010224286,0.0011866015,0.0036432962,-0.019912472,-0.010110499,-0.033016212,-0.0016540852,-0.006883816,-0.0016999401,0.007454148,0.007462326,0.0130199175,1.0398547e-05,1.0218049e-05,0.00037733355,0.0033259252,0.0033373858,0.0024665943,160,1,1,12,0
1771685122716000,1771685122716000,1771685122716000,0.0020194335,-0.069945924,0.023101807,0.9999921,0.0010462127,0.0011340765,0.003659824,-0.020120054,-0.009993658,-0.033012748,0.005802767,-0.01260961,0.004292089,0.0071826456,0.0071898904,0.012719106,1.02793765e-05,1.0101161e-05,0.0003774251,0.0031931326,0.0032036942,0.0024224457,160,1,1,12,0
1771685122724000,1771685122724000,1771685122724000,0.0020610865,-0.07000981,0.022827148,0.9999921,0.0010519886,0.001089767,0.0036626724,-0.019751895,-0.010178799,-0.03287635,0.0012760663,-0.0104803145,0.00083012204,0.0072308634,0.007238246,0.012775493,1.0301486e-05,1.01232945e-05,0.0003775359,0.003217031,0.0032277005,0.002430637,160,1,1,12,0
1771685122732000,1771685122732000,1771685122732000,0.002099997,-0.07007513,0.02255249,0.9999922,0.0010591319,0.0010961527,0.0036395516,-0.019613344,-0.010245551,-0.032819845,0.0016755388,0.0021697113,-0.0056946026,0.0072795725,0.0072870953,0.012832195,1.0323713e-05,1.0145398e-05,0.00037764662,0.0032410626,0.0032518564,0.0024388293,160,1,1,12,0
1771685122740000,1771685122740000,1771685122740000,0.0021333455,-0.07014102,0.022277832,0.99999213,0.0010572642,0.00109667,0.0036516658,-0.019839402,-0.010348928,-0.03295247,-0.0005881642,0.00070496154,0.003093818,0.0073287776,0.007336443,0.012875779,1.03459415e-05,1.016753e-05,0.00037775753,0.0032651152,0.0032760391,0.0024459902,160,1,1,12,0
1771685122748000,1771685122748000,1771685122748000,0.002161322,-0.070206955,0.022003174,0.99999213,0.0010543293,0.0010882061,0.0036468047,-0.019628813,-0.01024088,-0.03257734,-0.0008544969,-0.0015587299,-0.0011672413,0.007378482,0.007386292,0.012933053,1.0368037e-05,1.0189691e-05,0.00037786856,0.0032893887,0.0033004305,0.0024541847,160,1,1,12,0
1771685122756000,1771685122756000,1771685122756000,0.002186985,-0.07027326,0.021728516,0.9999923,0.0010355024,0.001048329,0.0036302852,-0.01939197,-0.010403066,-0.032508604,-0.004849187,-0.009415062,-0.004096762,0.0074286903,0.007436647,0.012990645,1.0390239e-05,1.0211849e-05,0.00037797954,0.0033138322,0.003324992,0.00246238,160,1,1,12,0
1771685122764000,1771685122764000,1771685122764000,0.00224382,-0.07033035,0.021453857,0.9999924,0.00097595464,0.0010696177,0.003610215,-0.019508729,-0.010513455,-0.032383688,-0.014969119,0.0058982293,-0.0050291093,0.007159068,0.007166289,0.01269133,1.0267813e-05,1.0089119e-05,0.0003771471,0.0031813153,0.0031919633,0.0024184557,160,1,1,12,0
1771685122772000,1771685122772000,1771685122772000,0.0022938247,-0.07038659,0.0211792,0.99999243,0.00092502136,0.0011108257,0.003621119,-0.019698631,-0.010178463,-0.0324725,-0.01283805,0.0109567335,0.0026944338,0.0072070453,0.0072144046,0.012747563,1.0289912e-05,1.0111189e-05,0.00037725776,0.003205298,0.003216065,0.002426646,160,1,1,12,0
1771685122780000,1771685122780000,1771685122780000,0.00233792,-0.07044069,0.020904541,0.9999923,0.0009081871,0.0011479477,0.0036432336,-0.019668955,-0.009866597,-0.032656945,-0.004316099,0.009891409,0.005490573,0.007255513,0.007263013,0.012804111,1.0311992e-05,1.0133308e-05,0.00037736862,0.003229312,0.0032402088,0.0024348376,160,1,1,12,0
1771685122788000,1771685122788000,1771685122788000,0.0023776442,-0.0704928,0.020629883,0.9999922,0.00091008336,0.0011564372,0.0036643017,-0.019530717,-0.00971684,-0.032897655,0.0003445521,0.0027007896,0.005224385,0.0073044747,0.0073121176,0.012847598,1.0334156e-05,1.0155444e-05,0.00037747933,0.003253417,0.0032644358,0.0024420032,160,1,1,12,0
1771685122796000,1771685122796000,1771685122796000,0.0024136212,-0.070547335,0.020355225,0.999992,0.0008896591,0.0011568875,0.0037174139,-0.019332884,-0.010318228,-0.032995567,-0.0052482476,0.0007035459,0.013213806,0.0073539345,0.007361722,0.012904717,1.0356291e-05,1.0177543e-05,0.00037759024,0.0032776014,0.0032887692,0.0024501972,160,1,1,12,0
1771685122804000,1771685122804000,1771685122804000,0.002444909,-0.07060714,0.020111084,0.999992,0.0008769978,0.0011931722,0.0037029695,-0.019566251,-0.010868307,-0.03299121,-0.0032509442,0.009625021,-0.0036971772,0.007403896,0.007411831,0.012962153,1.037855e-05,1.0199714e-05,0.00037770116,0.0033019048,0.003313246,0.0024583926,160,1,1,12,0
1771685122812000,1771685122812000,1771685122812000,0.002470003,-0.07067,0.019836426,0.99999195,0.00088354206,0.0012152103,0.0036816278,-0.019465221,-0.011024291,-0.033216257,0.0015429914,0.00602974,-0.0054283086,0.007454364,0.007462449,0.013019907,1.040076e-05,1.0221916e-05,0.00037781193,0.00332635,0.003337827,0.002466589,160,1,1,12,0
1771685122820000,1771685122820000,1771685122820000,0.0025252074,-0.07072959,0.019561768,0.9999919,0.00093316456,0.00125503,0.0036720287,-0.01917943,-0.010717023,-0.032945417,0.01232877,0.010423928,-0.00249892,0.0071828337,0.0071899937,0.012719097,1.02816375e-05,1.0104895e-05,0.00037790305,0.0031935368,0.00320411,0.0024224403,160,1,1,12,0
1771685122828000,1771685122828000,1771685122828000,0.0025768774,-0.07078834,0.01928711,0.99999195,0.00094470766,0.0012502393,0.0036779768,-0.01897717,-0.010838548,-0.03279427,0.0027417734,-0.00062933925,0.0013628356,0.007231056,0.007238353,0.012775484,1.03037755e-05,1.0126993e-05,0.000378014,0.0032174676,0.0032281324,0.002430631,160,1,1,12,0
1771685122836000,1771685122836000,1771685122836000,0.0026228994,-0.070850804,0.019012451,0.999992,0.00092696206,0.0012352938,0.003671758,-0.018763343,-0.010880532,-0.032987155,-0.004581935,-0.0031593288,-0.0016997888,0.0072794035,0.0072870175,0.012832185,1.0321685e-05,1.01423075e-05,0.00037720008,0.0032405043,0.0032516806,0.0024388232,160,1,1,12,0
1771685122844000,1771685122844000,1771685122844000,0.0026648694,-0.07091379,0.01876831,0.999992,0.00091335824,0.0012104239,0.0036794115,-0.01867671,-0.0107589,-0.03333137,-0.0035173434,-0.005688798,0.0012335663,0.0073286034,0.007336363,0.012875768,1.0343953e-05,1.0164411e-05,0.00037731073,0.003264634,0.0032759444,0.0024459842,160,1,1,12,0
1771685122852000,1771685122852000,1771685122852000,0.0027031852,-0.07097502,0.018493652,0.9999921,0.00089820655,0.0011701535,0.0036945618,-0.018423326,-0.010592972,-0.03289482,-0.00391686,-0.009550371,0.0030977519,0.007378303,0.0073862113,0.012933043,1.0366162e-05,1.018654e-05,0.00037742147,0.0032889715,0.0033004025,0.0024541786,160,1,1,12,0
1771685122860000,1771685122860000,1771685122860000,0.0027381969,-0.071037374,0.018249512,0.99999213,0.0008951395,0.0011656854,0.0036943154,-0.018246915,-0.010783015,-0.032850876,-0.0008541757,-0.0006288031,-0.0007638315,0.007428507,0.007436566,0.012990635,1.0388284e-05,1.0208705e-05,0.00037753256,0.0033133568,0.0033249054,0.002462374,160,1,1,12,0
1771685122868000,1771685122868000,1771685122868000,0.0028031536,-0.07110367,0.017974854,0.99999213,0.0008798039,0.0011564518,0.0036765246,-0.017993076,-0.010802745,-0.033047132,-0.0039168624,-0.0018271747,-0.005158026,0.007159253,0.0071663926,0.01269132,1.02700305e-05,1.0092821e-05,0.0003776235,0.0031817623,0.0031923798,0.0024184496,160,1,1,12,0
1771685122876000,1771685122876000,1771685122876000,0.002862519,-0.071171775,0.017700195,0.9999921,0.0008551054,0.0011197234,0.0037077689,-0.01815794,-0.011055799,-0.032983705,-0.0063133542,-0.008619467,0.0070925513,0.0072072353,0.0072145127,0.012747552,1.029203e-05,1.01149135e-05,0.00037773445,0.0032056184,0.0032163714,0.0024266401,160,1,1,12,0
1771685122884000,1771685122884000,1771685122884000,0.0029168394,-0.07123979,0.017456055,0.99999195,0.0008617384,0.0011066014,0.0037496674,-0.01792967,-0.010828869,-0.03290547,0.001542933,-0.0027604434,0.009755741,0.0072557074,0.007263124,0.012804099,1.0314193e-05,1.0137032e-05,0.00037784537,0.0032296022,0.0032404766,0.0024348318,160,1,1,12,0
1771685122892000,1771685122892000,1771685122892000,0.0029682845,-0.07130754,0.017181396,0.9999921,0.00085499504,0.0010903376,0.0037420592,-0.01751046,-0.010969974,-0.03266432,-0.0017859671,-0.0035594795,-0.0026279977,0.007304627,0.0073121823,0.012847587,1.0335303e-05,1.0158117e-05,0.0003777943,0.0032536008,0.0032645657,0.0024419974,160,1,1,12,0
1771685122900000,1771685122900000,1771685122900000,0.0030167631,-0.07137696,0.016937256,0.999992,0.00085677597,0.001074716,0.003749122,-0.017446335,-0.011058558,-0.03232607,0.00034476086,-0.0034256622,0.00109949,0.0073537086,0.007361592,0.012904705,1.0353198e-05,1.01734295e-05,0.00037698212,0.003276783,0.003288265,0.0024501912,160,1,1,12,0
