timestamp,pub_timestamp,publisher_id,nav_state,failure
1771685122636000,1771685122636000,96,4,0
1771685122672000,1771685122672000,96,3,0
1771685123176000,1771685123176000,96,3,0
1771685123680000,1771685123680000,96,3,0
1771685124184000,1771685124184000,96,3,0
1771685124688000,1771685124688000,96,3,0
1771685125192000,1771685125192000,96,3,0
1771685125696000,1771685125696000,96,3,0
1771685126200000,1771685126200000,96,3,0
1771685126704000,1771685126704000,96,3,0
1771685127208000,1771685127208000,96,3,0
1771685127712000,1771685127712000,96,3,0
1771685128216000,1771685128216000,96,3,0
1771685128720000,1771685128720000,96,3,0
1771685129224000,1771685129224000,96,3,0
1771685129728000,1771685129728000,96,3,0
1771685130232000,1771685130232000,96,3,0
1771685130736000,1771685130736000,96,3,0
1771685131240000,1771685131240000,96,3,0
1771685131744000,1771685131744000,96,3,0
1771685132248000,1771685132248000,96,3,0
1771685132752000,1771685132752000,96,3,0
1771685133256000,1771685133256000,96,3,0
1771685133760000,1771685133760000,96,3,0
1771685134264000,1771685134264000,96,3,0
1771685134768000,1771685134768000,96,3,0
1771685135272000,1771685135272000,96,3,0
1771685135776000,1771685135776000,96,3,0
1771685136280000,1771685136280000,96,3,0
1771685136784000,1771685136784000,96,3,0
1771685137288000,1771685137288000,96,3,0
1771685137792000,1771685137792000,96,3,0
1771685138296000,1771685138296000,96,3,0
1771685138800000,1771685138800000,96,3,0
1771685139304000,1771685139304000,96,3,0
1771685139808000,1771685139808000,96,3,0
1771685140312000,1771685140312000,96,3,0
1771685140816000,1771685140816000,96,3,0
1771685141320000,1771685141320000,96,3,0
1771685141824000,1771685141824000,96,3,0
1771685142328000,1771685142328000,96,3,0
1771685142832000,1771685142832000,96,3,0
1771685143336000,1771685143336000,96,3,0
1771685143840000,1771685143840000,96,3,0
1771685144344000,1771685144344000,96,3,0
1771685144848000,1771685144848000,96,3,0
1771685145352000,1771685145352000,96,3,0
1771685145856000,1771685145856000,96,3,0
1771685146360000,1771685146360000,96,3,0
1771685146864000,1771685146864000,96,3,0
1771685147368000,1771685147368000,96,3,0
1771685147872000,1771685147872000,96,3,0
1771685148376000,1771685148376000,96,3,0
1771685148880000,1771685148880000,96,3,0
1771685149384000,1771685149384000,96,3,0
1771685149888000,1771685149888000,96,3,0
1771685150392000,1771685150392000,96,3,0
1771685150896000,1771685150896000,96,3,0
1771685151400000,1771685151400000,96,3,0
1771685151904000,1771685151904000,96,3,0
1771685152408000,1771685152408000,96,3,0
1771685152912000,1771685152912000,96,3,0
1771685153416000,1771685153416000,96,3,0
