timestamp,pub_timestamp,control_power[0],control_power[1],control_power[2],publisher_id
1771685122268000,1771685122268000,6.596435e-06,7.5720714e-06,2.4558291e-08,39
1771685122768000,1771685122768000,5.1759853e-06,6.519038e-06,4.7058244e-08,39
1771685123268000,1771685123268000,4.0782165e-06,5.6452573e-06,4.3551236e-08,39
1771685123768000,1771685123768000,5.6213994e-06,7.781669e-06,9.559702e-08,39
1771685124268000,1771685124268000,3.0175636e-06,6.8377794e-06,9.947834e-08,39
1771685124768000,1771685124768000,7.44338e-06,4.872005e-06,2.8595417e-07,39
1771685125268000,1771685125268000,2.3773273e-05,3.7748343e-06,7.1356496e-08,39
1771685125768000,1771685125768000,5.4397955e-05,1.0878241e-05,4.540604e-08,39
1771685126268000,1771685126268000,8.497551e-05,1.8943121e-05,1.6444817e-07,39
1771685126768000,1771685126768000,3.0403367e-05,1.6228754e-05,9.612535e-08,39
1771685127268000,1771685127268000,7.774753e-06,3.483397e-06,7.786028e-08,39
1771685127768000,1771685127768000,4.76292e-06,8.082274e-06,6.651734e-08,39
1771685128268000,1771685128268000,9.186069e-06,6.1329933e-06,6.78794e-08,39
1771685128768000,1771685128768000,4.704436e-06,1.5857646e-05,1.4915024e-07,39
1771685129268000,1771685129268000,8.82502e-06,8.686808e-06,2.2852088e-07,39
1771685129768000,1771685129768000,5.9801023e-06,1.7123684e-05,4.0176295e-07,39
1771685130268000,1771685130268000,4.75332e-06,5.6660274e-06,3.303534e-07,39
1771685130768000,1771685130768000,4.6053997e-06,6.316279e-06,2.3473932e-07,39
1771685131268000,1771685131268000,3.3266742e-06,7.663587e-06,6.419603e-08,39
1771685131768000,1771685131768000,3.5703265e-06,1.0034715e-05,3.9766263e-07,39
1771685132268000,1771685132268000,3.5104838e-06,8.951981e-06,4.5063854e-07,39
1771685132768000,1771685132768000,7.803255e-06,1.0076329e-05,1.3779675e-07,39
1771685133268000,1771685133268000,7.064799e-06,6.5309896e-06,1.1074132e-07,39
1771685133768000,1771685133768000,4.171174e-06,1.2406512e-05,1.08405565e-07,39
1771685134268000,1771685134268000,6.6816083e-06,1.0016474e-05,7.504031e-08,39
1771685134768000,1771685134768000,7.4588447e-06,4.8581282e-06,6.967353e-08,39
1771685135268000,1771685135268000,3.1568648e-06,7.439748e-06,2.103656e-07,39
1771685135768000,1771685135768000,7.35228e-06,1.0484148e-05,3.3328195e-07,39
1771685136268000,1771685136268000,4.606669e-06,8.831393e-06,9.206988e-08,39
1771685136768000,1771685136768000,5.100896e-06,7.4257837e-06,4.70645e-07,39
1771685137268000,1771685137268000,4.478698e-06,7.929463e-06,1.2415188e-07,39
1771685137768000,1771685137768000,1.1072881e-05,5.4929255e-06,1.1899395e-07,39
1771685138268000,1771685138268000,8.039344e-06,1.612074e-05,1.926594e-07,39
1771685138768000,1771685138768000,8.494231e-06,8.087202e-06,1.6780562e-07,39
1771685139268000,1771685139268000,4.8660368e-06,1.01451005e-05,4.2710788e-08,39
1771685139768000,1771685139768000,3.2805494e-06,1.354932e-05,1.7218464e-07,39
1771685140268000,1771685140268000,7.4566424e-06,1.1914249e-05,4.4703174e-08,39
1771685140768000,1771685140768000,4.2685274e-06,6.09736e-06,5.4595603e-08,39
1771685141268000,1771685141268000,4.9307278e-06,6.0956363e-06,5.5428156e-08,39
1771685141768000,1771685141768000,4.4909457e-06,9.406708e-06,1.2894776e-07,39
1771685142268000,1771685142268000,6.9217026e-06,8.456538e-06,1.0055372e-07,39
1771685142768000,1771685142768000,4.8829293e-06,2.5828665e-05,3.7227028e-07,39
1771685143268000,1771685143268000,5.9733843e-06,1.062389e-05,5.104599e-07,39
1771685143768000,1771685143768000,6.285503e-06,1.4494891e-05,1.7707795e-07,39
1771685144268000,1771685144268000,4.1325957e-06,6.750792e-06,3.5626403e-08,39
1771685144768000,1771685144768000,5.9858166e-06,8.793038e-06,7.609817e-08,39
1771685145268000,1771685145268000,4.811206e-06,1.2541718e-05,2.3382903e-07,39
1771685145768000,1771685145768000,4.4536882e-06,7.9474585e-06,3.0118673e-07,39
1771685146268000,1771685146268000,4.5453603e-06,1.1496286e-05,2.988894e-08,39
1771685146768000,1771685146768000,6.654602e-06,6.6262337e-06,8.859834e-08,39
1771685147268000,1771685147268000,5.301674e-06,8.652572e-06,2.6441074e-07,39
1771685147768000,1771685147768000,4.6507553e-06,7.689758e-06,2.1162117e-07,39
1771685148268000,1771685148268000,4.928059e-06,9.884459e-06,7.6676514e-08,39
1771685148768000,1771685148768000,6.035719e-06,1.1368765e-05,1.6966955e-07,39
1771685149268000,1771685149268000,8.401082e-06,8.651565e-06,6.269713e-08,39
1771685149768000,1771685149768000,7.300852e-06,1.0115604e-05,2.1286269e-07,39
1771685150268000,1771685150268000,4.127112e-06,1.1224709e-05,1.3219952e-07,39
1771685150768000,1771685150768000,7.907172e-06,8.146213e-06,1.3903474e-07,39
1771685151268000,1771685151268000,5.9094305e-06,4.9730365e-06,1.5436268e-07,39
1771685151768000,1771685151768000,4.6981354e-06,5.7658567e-06,3.031193e-07,39
1771685152268000,1771685152268000,6.180275e-06,9.224019e-06,7.068716e-08,39
1771685152768000,1771685152768000,5.4444945e-06,8.169103e-06,2.0566338e-07,39
1771685153268000,1771685153268000,7.2350003e-06,1.2315948e-05,7.877625e-08,39
1771685153768000,1771685153768000,9.105773e-06,9.805377e-06,8.851272e-08,39
1771685154268000,1771685154268000,4.6100477e-06,8.214334e-06,3.2771203e-07,39
1771685154768000,1771685154768000,6.588791e-06,6.620459e-06,1.3876027e-07,39
1771685155268000,1771685155268000,8.1423095e-06,1.0023222e-05,2.1339774e-07,39
1771685155768000,1771685155768000,4.5791032e-05,2.8952802e-05,0.0004286537,39
1771685156268000,1771685156268000,0.00012698508,2.0680996e-05,0.0008317011,39
1771685156768000,1771685156768000,2.6720187e-05,1.3893032e-05,6.695083e-05,39
1771685157268000,1771685157268000,5.9335416e-05,3.4873978e-05,0.00014754116,39
1771685157768000,1771685157768000,0.00011960238,4.0376002e-05,0.0006697467,39
1771685158268000,1771685158268000,3.5446745e-05,2.434124e-05,0.00045269108,39
1771685158768000,1771685158768000,1.2821193e-05,2.0484897e-05,0.00016254044,39
1771685159268000,1771685159268000,1.4761071e-05,1.6598186e-05,0.00011070858,39
1771685159768000,1771685159768000,7.1279546e-06,3.0689524e-05,1.888287e-05,39
1771685160268000,1771685160268000,1.1748326e-05,1.8999737e-05,1.1982147e-05,39
1771685160768000,1771685160768000,7.849581e-06,1.5990823e-05,1.8067794e-06,39
1771685161268000,1771685161268000,7.800098e-06,2.4765694e-05,9.415787e-07,39
1771685161768000,1771685161768000,3.5697185e-06,2.0869162e-05,2.3226555e-07,39
1771685162268000,1771685162268000,4.7025105e-06,2.3792505e-05,1.07208606e-07,39
1771685162768000,1771685162768000,3.6018098e-06,2.1309073e-05,2.1053214e-07,39
1771685163268000,1771685163268000,6.4406495e-06,1.4039461e-05,1.9280661e-07,39
1771685163768000,1771685163768000,6.141633e-06,1.8906969e-05,1.0181383e-07,39
1771685164268000,1771685164268000,4.5318734e-06,2.3292707e-05,2.419289e-07,39
1771685164768000,1771685164768000,8.567614e-06,1.9639749e-05,1.4549065e-07,39
1771685165268000,1771685165268000,5.484839e-06,2.4154875e-05,3.7730504e-07,39
