timestamp,pub_timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],publisher_id,calibration_count
1771685122548000,1771685122548000,1771685122548000,197388,0.2192187,0.012778162,0.4322901,126,0
1771685122680000,1771685122680000,1771685122616000,197388,0.21606237,0.013875461,0.4288649,126,0
1771685122684000,1771685122684000,1771685122684000,197388,0.21003258,0.0047652544,0.43330017,126,0
1771685122816000,1771685122816000,1771685122752000,197388,0.21535054,0.012666953,0.4298155,126,0
1771685122820000,1771685122820000,1771685122820000,197388,0.21974707,0.013608524,0.4234582,126,0
1771685122952000,1771685122952000,1771685122888000,197388,0.21409741,0.013055586,0.4311737,126,0
1771685122956000,1771685122956000,1771685122956000,197388,0.21460302,0.020677147,0.43651804,126,0
1771685123088000,1771685123088000,1771685123024000,197388,0.21474247,0.0134122,0.42955533,126,0
1771685123092000,1771685123092000,1771685123092000,197388,0.21489027,0.019807322,0.433349,126,0
1771685123224000,1771685123224000,1771685123160000,197388,0.2155148,0.013907777,0.42905936,126,0
1771685123228000,1771685123228000,1771685123228000,197388,0.21850275,0.017876072,0.42578837,126,0
1771685123360000,1771685123360000,1771685123296000,197388,0.21455784,0.0134313395,0.42844602,126,0
1771685123364000,1771685123364000,1771685123364000,197388,0.21824004,0.017081402,0.4277125,126,0
1771685123496000,1771685123496000,1771685123432000,197388,0.21693489,0.013313097,0.4302196,126,0
1771685123500000,1771685123500000,1771685123500000,197388,0.21413602,0.010510235,0.4298452,126,0
1771685123632000,1771685123632000,1771685123568000,197388,0.21504809,0.012316194,0.43044966,126,0
1771685123636000,1771685123636000,1771685123636000,197388,0.21448696,0.016764509,0.42471313,126,0
1771685123768000,1771685123768000,1771685123704000,197388,0.21458954,0.0150032975,0.42883474,126,0
1771685123772000,1771685123772000,1771685123772000,197388,0.21419382,0.013858657,0.43122172,126,0
1771685123904000,1771685123904000,1771685123840000,197388,0.215241,0.012891331,0.42999282,126,0
1771685123908000,1771685123908000,1771685123908000,197388,0.21235023,0.0108017875,0.43030143,126,0
1771685124040000,1771685124040000,1771685123976000,197388,0.21738651,0.013467042,0.42940888,126,0
1771685124044000,1771685124044000,1771685124044000,197388,0.21246877,0.012295681,0.43156978,126,0
1771685124176000,1771685124176000,1771685124112000,197388,0.21603358,0.012152481,0.42877105,126,0
1771685124180000,1771685124180000,1771685124180000,197388,0.21276598,0.022171753,0.428246,126,0
1771685124312000,1771685124312000,1771685124248000,197388,0.21579167,0.014010369,0.43102902,126,0
1771685124316000,1771685124316000,1771685124316000,197388,0.2224721,0.017206343,0.42984486,126,0
1771685124448000,1771685124448000,1771685124384000,197388,0.21588244,0.013666741,0.42950687,126,0
1771685124452000,1771685124452000,1771685124452000,197388,0.21652798,0.01716355,0.41935796,126,0
1771685124584000,1771685124584000,1771685124520000,197388,0.2146554,0.012348363,0.4290722,126,0
1771685124588000,1771685124588000,1771685124588000,197388,0.2142198,0.016491532,0.43344787,126,0
