timestamp,pub_timestamp,defer_failsafes_timeout_s,publisher_id,disable_auto_disarm,defer_failsafes,source_type,source_id
1771685122612000,1771685122612000,0,93,0,0,0,0
1771685122624000,1771685122624000,0,93,0,0,0,0
1771685122636000,1771685122636000,0,93,0,0,0,0
1771685122636000,1771685122636000,0,93,0,0,0,0
1771685122648000,1771685122648000,0,93,0,0,0,0
1771685122660000,1771685122660000,0,93,0,0,0,0
1771685122672000,1771685122672000,0,93,0,0,0,0
1771685122684000,1771685122684000,0,93,0,0,0,0
1771685122696000,1771685122696000,0,93,0,0,0,0
1771685122708000,1771685122708000,0,93,0,0,0,0
1771685122720000,1771685122720000,0,93,0,0,0,0
1771685122732000,1771685122732000,0,93,0,0,0,0
1771685122744000,1771685122744000,0,93,0,0,0,0
1771685122756000,1771685122756000,0,93,0,0,0,0
1771685122768000,1771685122768000,0,93,0,0,0,0
1771685122780000,1771685122780000,0,93,0,0,0,0
1771685122792000,1771685122792000,0,93,0,0,0,0
1771685122804000,1771685122804000,0,93,0,0,0,0
1771685122816000,1771685122816000,0,93,0,0,0,0
1771685122828000,1771685122828000,0,93,0,0,0,0
1771685122840000,1771685122840000,0,93,0,0,0,0
1771685122852000,1771685122852000,0,93,0,0,0,0
1771685122864000,1771685122864000,0,93,0,0,0,0
1771685122876000,1771685122876000,0,93,0,0,0,0
1771685122888000,1771685122888000,0,93,0,0,0,0
1771685122900000,1771685122900000,0,93,0,0,0,0
1771685122912000,1771685122912000,0,93,0,0,0,0
1771685122924000,1771685122924000,0,93,0,0,0,0
1771685122936000,1771685122936000,0,93,0,0,0,0
1771685122948000,1771685122948000,0,93,0,0,0,0
1771685122960000,1771685122960000,0,93,0,0,0,0
1771685122972000,1771685122972000,0,93,0,0,0,0
1771685122984000,1771685122984000,0,93,0,0,0,0
1771685122996000,1771685122996000,0,93,0,0,0,0
1771685123008000,1771685123008000,0,93,0,0,0,0
1771685123020000,1771685123020000,0,93,0,0,0,0
1771685123032000,1771685123032000,0,93,0,0,0,0
1771685123044000,1771685123044000,0,93,0,0,0,0
1771685123056000,1771685123056000,0,93,0,0,0,0
1771685123068000,1771685123068000,0,93,0,0,0,0
1771685123080000,1771685123080000,0,93,0,0,0,0
1771685123092000,1771685123092000,0,93,0,0,0,0
1771685123104000,1771685123104000,0,93,0,0,0,0
1771685123116000,1771685123116000,0,93,0,0,0,0
1771685123128000,1771685123128000,0,93,0,0,0,0
1771685123140000,1771685123140000,0,93,0,0,0,0
1771685123152000,1771685123152000,0,93,0,0,0,0
1771685123164000,1771685123164000,0,93,0,0,0,0
1771685123176000,1771685123176000,0,93,0,0,0,0
1771685123188000,1771685123188000,0,93,0,0,0,0
1771685123200000,1771685123200000,0,93,0,0,0,0
1771685123212000,1771685123212000,0,93,0,0,0,0
1771685123224000,1771685123224000,0,93,0,0,0,0
1771685123236000,1771685123236000,0,93,0,0,0,0
1771685123248000,1771685123248000,0,93,0,0,0,0
1771685123260000,1771685123260000,0,93,0,0,0,0
1771685123272000,1771685123272000,0,93,0,0,0,0
1771685123284000,1771685123284000,0,93,0,0,0,0
1771685123296000,1771685123296000,0,93,0,0,0,0
1771685123308000,1771685123308000,0,93,0,0,0,0
1771685123320000,1771685123320000,0,93,0,0,0,0
1771685123332000,1771685123332000,0,93,0,0,0,0
1771685123344000,1771685123344000,0,93,0,0,0,0
1771685123356000,1771685123356000,0,93,0,0,0,0
1771685123368000,1771685123368000,0,93,0,0,0,0
1771685123380000,1771685123380000,0,93,0,0,0,0
1771685123392000,1771685123392000,0,93,0,0,0,0
1771685123404000,1771685123404000,0,93,0,0,0,0
1771685123416000,1771685123416000,0,93,0,0,0,0
1771685123428000,1771685123428000,0,93,0,0,0,0
1771685123440000,1771685123440000,0,93,0,0,0,0
1771685123452000,1771685123452000,0,93,0,0,0,0
1771685123464000,1771685123464000,0,93,0,0,0,0
1771685123476000,1771685123476000,0,93,0,0,0,0
1771685123488000,1771685123488000,0,93,0,0,0,0
1771685123500000,1771685123500000,0,93,0,0,0,0
1771685123512000,1771685123512000,0,93,0,0,0,0
1771685123524000,1771685123524000,0,93,0,0,0,0
1771685123536000,1771685123536000,0,93,0,0,0,0
1771685123548000,1771685123548000,0,93,0,0,0,0
1771685123560000,1771685123560000,0,93,0,0,0,0
1771685123572000,1771685123572000,0,93,0,0,0,0
1771685123584000,1771685123584000,0,93,0,0,0,0
1771685123596000,1771685123596000,0,93,0,0,0,0
1771685123608000,1771685123608000,0,93,0,0,0,0
1771685123620000,1771685123620000,0,93,0,0,0,0
1771685123632000,1771685123632000,0,93,0,0,0,0
1771685123644000,1771685123644000,0,93,0,0,0,0
1771685123656000,1771685123656000,0,93,0,0,0,0
1771685123668000,1771685123668000,0,93,0,0,0,0
1771685123680000,1771685123680000,0,93,0,0,0,0
1771685123692000,1771685123692000,0,93,0,0,0,0
1771685123704000,1771685123704000,0,93,0,0,0,0
1771685123716000,1771685123716000,0,93,0,0,0,0
1771685123728000,1771685123728000,0,93,0,0,0,0
1771685123740000,1771685123740000,0,93,0,0,0,0
1771685123752000,1771685123752000,0,93,0,0,0,0
1771685123764000,1771685123764000,0,93,0,0,0,0
1771685123776000,1771685123776000,0,93,0,0,0,0
1771685123788000,1771685123788000,0,93,0,0,0,0
1771685123800000,1771685123800000,0,93,0,0,0,0
1771685123812000,1771685123812000,0,93,0,0,0,0
1771685123824000,1771685123824000,0,93,0,0,0,0
1771685123836000,1771685123836000,0,93,0,0,0,0
1771685123848000,1771685123848000,0,93,0,0,0,0
1771685123860000,1771685123860000,0,93,0,0,0,0
1771685123872000,1771685123872000,0,93,0,0,0,0
1771685123884000,1771685123884000,0,93,0,0,0,0
1771685123896000,1771685123896000,0,93,0,0,0,0
1771685123908000,1771685123908000,0,93,0,0,0,0
1771685123920000,1771685123920000,0,93,0,0,0,0
1771685123932000,1771685123932000,0,93,0,0,0,0
1771685123944000,1771685123944000,0,93,0,0,0,0
1771685123956000,1771685123956000,0,93,0,0,0,0
1771685123968000,1771685123968000,0,93,0,0,0,0
1771685123980000,1771685123980000,0,93,0,0,0,0
1771685123992000,1771685123992000,0,93,0,0,0,0
1771685124004000,1771685124004000,0,93,0,0,0,0
1771685124016000,1771685124016000,0,93,0,0,0,0
1771685124028000,1771685124028000,0,93,0,0,0,0
1771685124040000,1771685124040000,0,93,0,0,0,0
1771685124052000,1771685124052000,0,93,0,0,0,0
1771685124064000,1771685124064000,0,93,0,0,0,0
1771685124076000,1771685124076000,0,93,0,0,0,0
1771685124088000,1771685124088000,0,93,0,0,0,0
1771685124100000,1771685124100000,0,93,0,0,0,0
1771685124112000,1771685124112000,0,93,0,0,0,0
1771685124124000,1771685124124000,0,93,0,0,0,0
1771685124136000,1771685124136000,0,93,0,0,0,0
1771685124148000,1771685124148000,0,93,0,0,0,0
1771685124160000,1771685124160000,0,93,0,0,0,0
1771685124172000,1771685124172000,0,93,0,0,0,0
1771685124184000,1771685124184000,0,93,0,0,0,0
1771685124196000,1771685124196000,0,93,0,0,0,0
1771685124208000,1771685124208000,0,93,0,0,0,0
1771685124220000,1771685124220000,0,93,0,0,0,0
1771685124232000,1771685124232000,0,93,0,0,0,0
1771685124244000,1771685124244000,0,93,0,0,0,0
1771685124256000,1771685124256000,0,93,0,0,0,0
1771685124268000,1771685124268000,0,93,0,0,0,0
1771685124280000,1771685124280000,0,93,0,0,0,0
1771685124292000,1771685124292000,0,93,0,0,0,0
1771685124304000,1771685124304000,0,93,0,0,0,0
1771685124316000,1771685124316000,0,93,0,0,0,0
1771685124328000,1771685124328000,0,93,0,0,0,0
1771685124340000,1771685124340000,0,93,0,0,0,0
1771685124352000,1771685124352000,0,93,0,0,0,0
1771685124364000,1771685124364000,0,93,0,0,0,0
1771685124376000,1771685124376000,0,93,0,0,0,0
1771685124388000,1771685124388000,0,93,0,0,0,0
1771685124400000,1771685124400000,0,93,0,0,0,0
1771685124412000,1771685124412000,0,93,0,0,0,0
1771685124424000,1771685124424000,0,93,0,0,0,0
1771685124436000,1771685124436000,0,93,0,0,0,0
1771685124448000,1771685124448000,0,93,0,0,0,0
1771685124460000,1771685124460000,0,93,0,0,0,0
1771685124472000,1771685124472000,0,93,0,0,0,0
1771685124484000,1771685124484000,0,93,0,0,0,0
1771685124496000,1771685124496000,0,93,0,0,0,0
1771685124508000,1771685124508000,0,93,0,0,0,0
1771685124520000,1771685124520000,0,93,0,0,0,0
1771685124532000,1771685124532000,0,93,0,0,0,0
1771685124544000,1771685124544000,0,93,0,0,0,0
1771685124556000,1771685124556000,0,93,0,0,0,0
1771685124568000,1771685124568000,0,93,0,0,0,0
1771685124580000,1771685124580000,0,93,0,0,0,0
1771685124592000,1771685124592000,0,93,0,0,0,0
1771685124604000,1771685124604000,0,93,0,0,0,0
1771685124616000,1771685124616000,0,93,0,0,0,0
1771685124628000,1771685124628000,0,93,0,0,0,0
1771685124640000,1771685124640000,0,93,0,0,0,0
1771685124652000,1771685124652000,0,93,0,0,0,0
1771685124664000,1771685124664000,0,93,0,0,0,0
1771685124676000,1771685124676000,0,93,0,0,0,0
1771685124688000,1771685124688000,0,93,0,0,0,0
1771685124700000,1771685124700000,0,93,0,0,0,0
1771685124712000,1771685124712000,0,93,0,0,0,0
1771685124724000,1771685124724000,0,93,0,0,0,0
1771685124736000,1771685124736000,0,93,0,0,0,0
1771685124748000,1771685124748000,0,93,0,0,0,0
1771685124760000,1771685124760000,0,93,0,0,0,0
1771685124772000,1771685124772000,0,93,0,0,0,0
1771685124784000,1771685124784000,0,93,0,0,0,0
1771685124796000,1771685124796000,0,93,0,0,0,0
1771685124808000,1771685124808000,0,93,0,0,0,0
1771685124820000,1771685124820000,0,93,0,0,0,0
1771685124832000,1771685124832000,0,93,0,0,0,0
1771685124844000,1771685124844000,0,93,0,0,0,0
1771685124856000,1771685124856000,0,93,0,0,0,0
1771685124868000,1771685124868000,0,93,0,0,0,0
1771685124880000,1771685124880000,0,93,0,0,0,0
1771685124892000,1771685124892000,0,93,0,0,0,0
1771685124904000,1771685124904000,0,93,0,0,0,0
1771685124916000,1771685124916000,0,93,0,0,0,0
1771685124928000,1771685124928000,0,93,0,0,0,0
1771685124940000,1771685124940000,0,93,0,0,0,0
1771685124952000,1771685124952000,0,93,0,0,0,0
1771685124964000,1771685124964000,0,93,0,0,0,0
1771685124976000,1771685124976000,0,93,0,0,0,0
1771685124988000,1771685124988000,0,93,0,0,0,0
1771685125000000,1771685125000000,0,93,0,0,0,0
1771685125012000,1771685125012000,0,93,0,0,0,0
1771685125024000,1771685125024000,0,93,0,0,0,0
1771685125036000,1771685125036000,0,93,0,0,0,0
1771685125048000,1771685125048000,0,93,0,0,0,0
