timestamp,pub_timestamp,publisher_id,_padding0[0],_padding0[1],_padding0[2],_padding0[3],_padding0[4],_padding0[5],_padding0[6],previous.pub_timestamp,previous.timestamp,previous.lat,previous.lon,previous.vx,previous.vy,previous.vz,previous.alt,previous.yaw,previous.loiter_radius,previous.loiter_minor_radius,previous.loiter_orientation,previous.acceptance_radius,previous.alt_acceptance_radius,previous.cruising_speed,previous.cruising_throttle,previous.publisher_id,previous.valid,previous.type,previous.loiter_direction_counter_clockwise,previous.loiter_pattern,previous.gliding_enabled,previous._padding0[0],previous._padding0[1],current.pub_timestamp,current.timestamp,current.lat,current.lon,current.vx,current.vy,current.vz,current.alt,current.yaw,current.loiter_radius,current.loiter_minor_radius,current.loiter_orientation,current.acceptance_radius,current.alt_acceptance_radius,current.cruising_speed,current.cruising_throttle,current.publisher_id,current.valid,current.type,current.loiter_direction_counter_clockwise,current.loiter_pattern,current.gliding_enabled,current._padding0[0],current._padding0[1],next.pub_timestamp,next.timestamp,next.lat,next.lon,next.vx,next.vy,next.vz,next.alt,next.yaw,next.loiter_radius,next.loiter_minor_radius,next.loiter_orientation,next.acceptance_radius,next.alt_acceptance_radius,next.cruising_speed,next.cruising_throttle,next.publisher_id,next.valid,next.type,next.loiter_direction_counter_clockwise,next.loiter_pattern,next.gliding_enabled,next._padding0[0],next._padding0[1]
1771685122636000,1771685122636000,96,0,0,0,0,0,0,0,0,1771685122636000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685122636000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685122636000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685122672000,1771685122672000,96,0,0,0,0,0,0,0,0,1771685122672000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685122672000,47.39774191533898,8.545592979244192,0.0,0.0,0.0,552.7682,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,3,0,0,0,0,0,0,1771685122672000,47.3981248,8.5448594,0.0,0.0,0.0,552.7682,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0
1771685155228000,1771685155228000,96,0,0,0,0,0,0,0,0,1771685122672000,47.39774191533898,8.545592979244192,0.0,0.0,0.0,552.7682,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,3,0,0,0,0,0,0,1771685155228000,47.3981248,8.5448594,0.0,0.0,0.0,552.7682,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0,0,1771685155228000,47.396409299999995,8.547354499999999,0.0,0.0,0.0,488.0012,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,4,0,0,0,0,0
1771685171212000,1771685171212000,96,0,0,0,0,0,0,0,0,1771685155228000,47.3981248,8.5448594,0.0,0.0,0.0,552.7682,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0,0,1771685171212000,47.396409299999995,8.547354499999999,0.0,0.0,0.0,552.7682,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0,0,1771685171212000,47.396409299999995,8.547354499999999,0.0,0.0,0.0,488.0012,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,4,0,0,0,0,0
1771685226660000,1771685226660000,96,0,0,0,0,0,0,0,0,1771685155228000,47.3981248,8.5448594,0.0,0.0,0.0,552.7682,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0,0,1771685226660000,47.396409299999995,8.547354499999999,0.0,0.0,0.0,488.0012,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,4,0,0,0,0,0,0,1771685171212000,47.396409299999995,8.547354499999999,0.0,0.0,0.0,488.0012,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,0,4,0,0,0,0,0
1771685226712000,1771685226712000,96,0,0,0,0,0,0,0,0,1771685226712000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685226712000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685226712000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685226724000,1771685226724000,96,0,0,0,0,0,0,0,0,1771685226712000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685226724000,47.39642142156488,8.54733634967479,0.0,0.0,0.0,552.75244,2.3483584,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,2,0,0,0,0,0,0,1771685226712000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685226780000,1771685226780000,96,0,0,0,0,0,0,0,0,1771685226712000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685226780000,47.397742062497116,8.545593853764512,0.0,0.0,0.0,552.75244,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,0,0,0,0,0,0,0,1771685226712000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685268604000,1771685268604000,96,0,0,0,0,0,0,0,0,1771685226712000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685268604000,47.397742062497116,8.545593853764512,0.0,0.0,0.0,488.0012,-0.0006290078,80.0,0.0,0.0,2.0,nan,-1.0,nan,0,1,4,0,0,0,0,0,0,1771685226712000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
1771685322736000,1771685322736000,96,0,0,0,0,0,0,0,0,1771685322736000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685322736000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0,0,1771685322736000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,0,5,0,0,0,0,0
