timestamp,pub_timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,publisher_id,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_type_open_drone_id,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,open_drone_id_system_healthy,parachute_system_healthy
1771685121808000,0,4e+06,1.0,26013.945,0.0,86512,0,235.05977,451,78,0,0,0,0.172949,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685122768000,0,4e+06,1.0,25738.049,0.0,86944,0,144.42232,461,78,0,0,0,0.1691974,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685123668000,0,4e+06,1.0,28183.268,0.0,87346,0,281.87253,463,78,0,0,0,0.16846652,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685124628000,0,4e+06,1.0,26669.324,0.0,87774,0,64.741035,466,78,0,0,0,0.16738197,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685125628000,0,4e+06,1.0,26517.93,0.0,88211,0,46.81275,468,78,0,0,0,0.16666667,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685126624000,0,4e+06,1.0,26626.494,0.0,88651,0,67.72909,470,78,0,0,0,0.16595745,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685127592000,0,4e+06,1.0,26626.494,0.0,89069,0,67.72909,471,78,0,0,0,0.1656051,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685128588000,0,4e+06,1.0,26516.934,0.0,89504,0,46.81275,474,78,0,0,0,0.16455697,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685129548000,0,4e+06,1.0,26676.295,0.0,89930,0,46.81275,477,78,0,0,0,0.16352202,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685130512000,0,4e+06,1.0,26602.59,0.0,90358,0,64.741035,479,78,0,0,0,0.16283925,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685131416000,0,4e+06,1.0,26573.705,0.0,90755,0,46.81275,481,78,0,0,0,0.16216215,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685132340000,0,4e+06,1.0,26840.639,0.0,91155,0,46.81275,483,78,0,0,0,0.16149068,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685133340000,0,4e+06,1.0,26532.87,0.0,91593,0,46.81275,485,78,0,0,0,0.16082475,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771685134336000,0,4e+06,1.0,26726.096,0.0,92032,0,46.81275,488,78,0,0,0,0.15983607,0,0,2,0,1,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
