timestamp,ping_time,pub_timestamp,ping_sequence,dropped_packets,rtt_ms,system_id,component_id,publisher_id
1771685122564000,1771685122564000,0,19,0,0.0,255,190,0
1771685132564000,1771685132564000,0,20,0,0.0,255,190,0
1771685142576000,1771685142564000,0,21,0,12.000001,255,190,0
1771685152564000,1771685152564000,0,22,0,0.0,255,190,0
1771685162564000,1771685162564000,0,23,0,0.0,255,190,0
1771685172564000,1771685172564000,0,24,0,0.0,255,190,0
1771685182564000,1771685182564000,0,25,0,0.0,255,190,0
1771685192564000,1771685192564000,0,26,0,0.0,255,190,0
1771685202564000,1771685202564000,0,27,0,0.0,255,190,0
1771685212564000,1771685212564000,0,28,0,0.0,255,190,0
1771685222564000,1771685222564000,0,29,0,0.0,255,190,0
1771685232564000,1771685232564000,0,30,0,0.0,255,190,0
1771685242564000,1771685242564000,0,31,0,0.0,255,190,0
1771685252564000,1771685252564000,0,32,0,0.0,255,190,0
1771685262564000,1771685262564000,0,33,0,0.0,255,190,0
1771685272564000,1771685272564000,0,34,0,0.0,255,190,0
1771685282564000,1771685282564000,0,35,0,0.0,255,190,0
1771685292564000,1771685292564000,0,36,0,0.0,255,190,0
1771685302564000,1771685302564000,0,37,0,0.0,255,190,0
1771685312564000,1771685312564000,0,38,0,0.0,255,190,0
1771685322564000,1771685322564000,0,39,0,0.0,255,190,0
