timestamp,timestamp_sample,pub_timestamp,device_id,pressure,temperature,error_count,publisher_id
1771685122628000,1771685122628000,1771685122628000,6620428,95597.33,0.0,0,25
1771685122632000,1771685122632000,1771685122632000,6620428,95598.305,0.0,0,25
1771685122636000,1771685122636000,1771685122636000,6620428,95597.91,0.0,0,25
1771685122640000,1771685122640000,1771685122640000,6620428,95600.06,0.0,0,25
1771685122644000,1771685122644000,1771685122644000,6620428,95599.75,0.0,0,25
1771685122648000,1771685122648000,1771685122648000,6620428,95601.01,0.0,0,25
1771685122652000,1771685122652000,1771685122652000,6620428,95596.484,0.0,0,25
1771685122656000,1771685122656000,1771685122656000,6620428,95597.72,0.0,0,25
1771685122660000,1771685122660000,1771685122660000,6620428,95597.73,0.0,0,25
1771685122664000,1771685122664000,1771685122664000,6620428,95600.09,0.0,0,25
1771685122668000,1771685122668000,1771685122668000,6620428,95597.71,0.0,0,25
1771685122672000,1771685122672000,1771685122672000,6620428,95597.98,0.0,0,25
1771685122676000,1771685122676000,1771685122676000,6620428,95597.484,0.0,0,25
1771685122680000,1771685122680000,1771685122680000,6620428,95598.48,0.0,0,25
1771685122684000,1771685122684000,1771685122684000,6620428,95597.48,0.0,0,25
1771685122688000,1771685122688000,1771685122688000,6620428,95596.97,0.0,0,25
1771685122692000,1771685122692000,1771685122692000,6620428,95598.48,0.0,0,25
1771685122696000,1771685122696000,1771685122696000,6620428,95598.77,0.0,0,25
1771685122700000,1771685122700000,1771685122700000,6620428,95596.95,0.0,0,25
1771685122704000,1771685122704000,1771685122704000,6620428,95597.71,0.0,0,25
1771685122708000,1771685122708000,1771685122708000,6620428,95598.98,0.0,0,25
1771685122712000,1771685122712000,1771685122712000,6620428,95599.16,0.0,0,25
1771685122716000,1771685122716000,1771685122716000,6620428,95599.914,0.0,0,25
1771685122720000,1771685122720000,1771685122720000,6620428,95597.62,0.0,0,25
1771685122724000,1771685122724000,1771685122724000,6620428,95597.69,0.0,0,25
1771685122728000,1771685122728000,1771685122728000,6620428,95598.18,0.0,0,25
1771685122732000,1771685122732000,1771685122732000,6620428,95597.25,0.0,0,25
1771685122736000,1771685122736000,1771685122736000,6620428,95598.445,0.0,0,25
1771685122740000,1771685122740000,1771685122740000,6620428,95598.805,0.0,0,25
1771685122744000,1771685122744000,1771685122744000,6620428,95597.625,0.0,0,25
1771685122748000,1771685122748000,1771685122748000,6620428,95598.53,0.0,0,25
1771685122752000,1771685122752000,1771685122752000,6620428,95599.95,0.0,0,25
1771685122756000,1771685122756000,1771685122756000,6620428,95597.1,0.0,0,25
1771685122760000,1771685122760000,1771685122760000,6620428,95597.4,0.0,0,25
1771685122764000,1771685122764000,1771685122764000,6620428,95596.78,0.0,0,25
1771685122768000,1771685122768000,1771685122768000,6620428,95599.46,0.0,0,25
1771685122772000,1771685122772000,1771685122772000,6620428,95597.336,0.0,0,25
1771685122776000,1771685122776000,1771685122776000,6620428,95597.84,0.0,0,25
1771685122780000,1771685122780000,1771685122780000,6620428,95597.3,0.0,0,25
1771685122784000,1771685122784000,1771685122784000,6620428,95599.84,0.0,0,25
1771685122788000,1771685122788000,1771685122788000,6620428,95597.24,0.0,0,25
1771685122792000,1771685122792000,1771685122792000,6620428,95599.086,0.0,0,25
1771685122796000,1771685122796000,1771685122796000,6620428,95598.8,0.0,0,25
1771685122800000,1771685122800000,1771685122800000,6620428,95598.42,0.0,0,25
1771685122804000,1771685122804000,1771685122804000,6620428,95596.64,0.0,0,25
