timestamp,pub_timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],publisher_id
1771685122636000,1771685122636000,0.0,0.99999356,0.0,0.0,0.003581787,0.0,0.0,-0.001,52
1771685122644000,1771685122644000,0.0,0.9999935,0.0,0.0,0.0036041155,0.0,0.0,-0.001,52
1771685122652000,1771685122652000,0.0,0.99999356,0.0,0.0,0.00359091,0.0,0.0,-0.001,52
1771685122660000,1771685122660000,0.0,0.99999356,0.0,0.0,0.003588924,0.0,0.0,-0.001,52
1771685122668000,1771685122668000,0.0,0.9999936,0.0,0.0,0.0035727278,0.0,0.0,-0.001,52
1771685122676000,1771685122676000,0.0,0.9999936,0.0,0.0,0.0035650805,0.0,0.0,-0.001,52
1771685122684000,1771685122684000,0.0,0.9999935,0.0,0.0,0.0036064964,0.0,0.0,-0.001,52
1771685122692000,1771685122692000,0.0,0.9999933,0.0,0.0,0.0036422093,0.0,0.0,-0.001,52
1771685122700000,1771685122700000,0.0,0.9999933,0.0,0.0,0.0036520106,0.0,0.0,-0.001,52
1771685122708000,1771685122708000,0.0,0.9999933,0.0,0.0,0.003644515,0.0,0.0,-0.001,52
1771685122716000,1771685122716000,0.0,0.99999326,0.0,0.0,0.0036610153,0.0,0.0,-0.001,52
1771685122724000,1771685122724000,0.0,0.99999326,0.0,0.0,0.0036638225,0.0,0.0,-0.001,52
1771685122732000,1771685122732000,0.0,0.9999933,0.0,0.0,0.003640717,0.0,0.0,-0.001,52
1771685122740000,1771685122740000,0.0,0.9999933,0.0,0.0,0.0036528297,0.0,0.0,-0.001,52
1771685122748000,1771685122748000,0.0,0.9999933,0.0,0.0,0.0036479565,0.0,0.0,-0.001,52
1771685122756000,1771685122756000,0.0,0.9999934,0.0,0.0,0.003631374,0.0,0.0,-0.001,52
1771685122764000,1771685122764000,0.0,0.99999344,0.0,0.0,0.0036112634,0.0,0.0,-0.001,52
1771685122772000,1771685122772000,0.0,0.99999344,0.0,0.0,0.0036221514,0.0,0.0,-0.001,52
1771685122780000,1771685122780000,0.0,0.9999933,0.0,0.0,0.003644282,0.0,0.0,-0.001,52
1771685122788000,1771685122788000,0.0,0.99999326,0.0,0.0,0.0036653592,0.0,0.0,-0.001,52
1771685122796000,1771685122796000,0.0,0.9999931,0.0,0.0,0.0037184488,0.0,0.0,-0.001,52
1771685122804000,1771685122804000,0.0,0.99999315,0.0,0.0,0.0037040217,0.0,0.0,-0.001,52
1771685122812000,1771685122812000,0.0,0.9999932,0.0,0.0,0.0036827072,0.0,0.0,-0.001,52
1771685122820000,1771685122820000,0.0,0.99999326,0.0,0.0,0.0036732059,0.0,0.0,-0.001,52
1771685122828000,1771685122828000,0.0,0.9999932,0.0,0.0,0.0036791642,0.0,0.0,-0.001,52
