timestamp,pub_timestamp,current_seq,land_start_index,land_index,mission_id,geofence_id,safe_points_id,count,mission_dataman_id,fence_dataman_id,safepoint_dataman_id,publisher_id
1771685121624000,0,0,1,1,1176699942,0,1374737382,2,7,3,0,0
1771685171212000,1771685171212000,1,1,1,1176699942,0,1374737382,2,7,3,0,96
