timestamp,pub_timestamp,load,ram_usage,publisher_id
1771685122616000,1771685122616000,0.0,0.0,109
1771685123116000,1771685123116000,0.0,0.0,109
1771685123616000,1771685123616000,0.0,0.0,109
1771685124116000,1771685124116000,0.0,0.0,109
1771685124616000,1771685124616000,0.0,0.0,109
1771685125116000,1771685125116000,0.0,0.0,109
1771685125616000,1771685125616000,0.0,0.0,109
1771685126116000,1771685126116000,0.0,0.0,109
1771685126616000,1771685126616000,0.0,0.0,109
1771685127116000,1771685127116000,0.0,0.0,109
1771685127616000,1771685127616000,0.0,0.0,109
1771685128116000,1771685128116000,0.0,0.0,109
1771685128616000,1771685128616000,0.0,0.0,109
1771685129116000,1771685129116000,0.0,0.0,109
1771685129616000,1771685129616000,0.0,0.0,109
1771685130116000,1771685130116000,0.0,0.0,109
1771685130616000,1771685130616000,0.0,0.0,109
1771685131116000,1771685131116000,0.0,0.0,109
1771685131616000,1771685131616000,0.0,0.0,109
1771685132116000,1771685132116000,0.0,0.0,109
1771685132616000,1771685132616000,0.0,0.0,109
1771685133116000,1771685133116000,0.0,0.0,109
1771685133616000,1771685133616000,0.0,0.0,109
1771685134116000,1771685134116000,0.0,0.0,109
1771685134616000,1771685134616000,0.0,0.0,109
1771685135116000,1771685135116000,0.0,0.0,109
1771685135616000,1771685135616000,0.0,0.0,109
1771685136116000,1771685136116000,0.0,0.0,109
1771685136616000,1771685136616000,0.0,0.0,109
1771685137116000,1771685137116000,0.0,0.0,109
1771685137616000,1771685137616000,0.0,0.0,109
1771685138116000,1771685138116000,0.0,0.0,109
1771685138616000,1771685138616000,0.0,0.0,109
1771685139116000,1771685139116000,0.0,0.0,109
1771685139616000,1771685139616000,0.0,0.0,109
1771685140116000,1771685140116000,0.0,0.0,109
1771685140616000,1771685140616000,0.0,0.0,109
1771685141116000,1771685141116000,0.0,0.0,109
1771685141616000,1771685141616000,0.0,0.0,109
1771685142116000,1771685142116000,0.0,0.0,109
1771685142616000,1771685142616000,0.0,0.0,109
1771685143116000,1771685143116000,0.0,0.0,109
1771685143616000,1771685143616000,0.0,0.0,109
1771685144116000,1771685144116000,0.0,0.0,109
1771685144616000,1771685144616000,0.0,0.0,109
1771685145116000,1771685145116000,0.0,0.0,109
1771685145616000,1771685145616000,0.0,0.0,109
1771685146116000,1771685146116000,0.0,0.0,109
1771685146616000,1771685146616000,0.0,0.0,109
1771685147116000,1771685147116000,0.0,0.0,109
1771685147616000,1771685147616000,0.0,0.0,109
1771685148116000,1771685148116000,0.0,0.0,109
1771685148616000,1771685148616000,0.0,0.0,109
1771685149116000,1771685149116000,0.0,0.0,109
1771685149616000,1771685149616000,0.0,0.0,109
1771685150116000,1771685150116000,0.0,0.0,109
1771685150616000,1771685150616000,0.0,0.0,109
1771685151116000,1771685151116000,0.0,0.0,109
1771685151616000,1771685151616000,0.0,0.0,109
1771685152116000,1771685152116000,0.0,0.0,109
1771685152616000,1771685152616000,0.0,0.0,109
1771685153116000,1771685153116000,0.0,0.0,109
1771685153616000,1771685153616000,0.0,0.0,109
1771685154116000,1771685154116000,0.0,0.0,109
1771685154616000,1771685154616000,0.0,0.0,109
1771685155116000,1771685155116000,0.0,0.0,109
1771685155616000,1771685155616000,0.0,0.0,109
1771685156116000,1771685156116000,0.0,0.0,109
1771685156616000,1771685156616000,0.0,0.0,109
1771685157116000,1771685157116000,0.0,0.0,109
1771685157616000,1771685157616000,0.0,0.0,109
1771685158116000,1771685158116000,0.0,0.0,109
1771685158616000,1771685158616000,0.0,0.0,109
1771685159116000,1771685159116000,0.0,0.0,109
1771685159616000,1771685159616000,0.0,0.0,109
1771685160116000,1771685160116000,0.0,0.0,109
1771685160616000,1771685160616000,0.0,0.0,109
1771685161116000,1771685161116000,0.0,0.0,109
1771685161616000,1771685161616000,0.0,0.0,109
1771685162116000,1771685162116000,0.0,0.0,109
