timestamp,timestamp_sample,pub_timestamp,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,hdg_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,mag_inclination_deg,mag_inclination_ref_deg,mag_strength_gs,mag_strength_ref_gs,gps_check_fail_flags,solution_status_flags,publisher_id,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_height,pre_flt_fail_innov_pos_horiz,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
1771685122636000,1771685122484000,1771685122636000,17764060236391,0.0002441246,0.009177872,0.024701387,0,0.12109913,0.11347154,0.03413659,0.013253851,0.0053840633,0.014280509,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.04511,63.1572,0.48240498,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122644000,1771685122492000,1771685122644000,17764060236391,0.00023709417,0.0091503,0.024785724,0,0.12150946,0.11372363,0.03413659,0.013253851,0.0053840633,0.014280509,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.04511,63.1572,0.48240498,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122652000,1771685122500000,1771685122652000,17764060236391,0.00022989455,0.009125013,0.024864662,0,0.121922545,0.11397656,0.03413659,0.013253851,0.0053840633,0.014280509,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.04511,63.1572,0.48240498,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122660000,1771685122508000,1771685122660000,17764060236391,0.0002391695,0.009105451,0.023911668,0,0.11968991,0.11265585,0.03413659,0.013189585,0.005152905,0.014013162,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.04511,63.1572,0.48240498,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122668000,1771685122516000,1771685122668000,17764060236391,0.00023186974,0.0090718465,0.024013892,0,0.12009071,0.11290515,0.03413659,0.013189585,0.005152905,0.014013162,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.04511,63.1572,0.48240498,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122676000,1771685122524000,1771685122676000,17764060236391,0.0002247131,0.009040743,0.024112742,0,0.12049425,0.1131553,0.03413659,0.013189585,0.005152905,0.014013162,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.04511,63.1572,0.48240498,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122684000,1771685122532000,1771685122684000,17764060236391,0.00021770014,0.0090394085,0.0242982,0,0.120900534,0.11334729,0.03413659,0.013189585,0.005152905,0.014076805,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.04511,63.1572,0.48240498,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122692000,1771685122540000,1771685122692000,17764060236391,0.00018555971,0.009016589,0.024383623,0,0.12130917,0.11359897,0.03413659,0.013189585,0.005152905,0.014076805,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.04511,63.1572,0.48240498,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122700000,1771685122548000,1771685122700000,17764060236391,0.00017679355,0.008997806,0.024467032,0,0.12171852,0.113851495,0.033633623,0.013189585,0.005152905,0.014076805,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.945293,63.1572,0.4848658,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122708000,1771685122556000,1771685122708000,17764060236391,0.00017146741,0.0089733405,0.024544774,0,0.12213302,0.11410485,0.033633623,0.013189585,0.005152905,0.014076805,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.945293,63.1572,0.4848658,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122716000,1771685122564000,1771685122716000,17764060236391,0.0001895642,0.008984515,0.023613095,0,0.11988551,0.112779014,0.033633623,0.013141489,0.0049374253,0.013807902,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.945293,63.1572,0.4848658,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122724000,1771685122572000,1771685122724000,17764060236391,0.00018380542,0.008950104,0.023710066,0,0.12028761,0.11302873,0.033633623,0.013141489,0.0049374253,0.013807902,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.945293,63.1572,0.4848658,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122732000,1771685122580000,1771685122732000,17764060236391,0.00017831606,0.0089186765,0.023801973,0,0.12069245,0.113279276,0.033633623,0.013141489,0.0049374253,0.013807902,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.945293,63.1572,0.4848658,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122740000,1771685122588000,1771685122740000,17764060236391,0.00017310603,0.008918378,0.023978613,0,0.12110004,0.113471486,0.033633623,0.013141489,0.0049374253,0.013884605,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.945293,63.1572,0.4848658,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122748000,1771685122596000,1771685122748000,17764060236391,0.00016818964,0.008890224,0.02405452,0,0.12151039,0.11372358,0.033633623,0.013141489,0.0049374253,0.013884605,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.945293,63.1572,0.4848658,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122756000,1771685122604000,1771685122756000,17764060236391,0.00016356722,0.008864323,0.024128234,0,0.12192349,0.11397651,0.033633623,0.013141489,0.0049374253,0.013884605,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.945293,63.1572,0.4848658,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122764000,1771685122612000,1771685122764000,17764060236391,0.00018908922,0.008923394,0.02334378,0,0.11968858,0.1126558,0.03168949,0.013061545,0.0050804475,0.0135893645,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.093616,63.1572,0.48041707,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122772000,1771685122620000,1771685122772000,17764060236391,0.0001843218,0.0088842595,0.023433367,0,0.120089345,0.11290511,0.03168949,0.013061545,0.0050804475,0.0135893645,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.093616,63.1572,0.48041707,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122780000,1771685122628000,1771685122780000,17764060236391,0.00017982394,0.008847672,0.023521787,0,0.120492846,0.11315525,0.03168949,0.013061545,0.0050804475,0.0135893645,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.093616,63.1572,0.48041707,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122788000,1771685122636000,1771685122788000,17764060236391,0.00017552452,0.008846779,0.023728132,0,0.120899096,0.11334725,0.03168949,0.013061545,0.0050804475,0.013710503,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.093616,63.1572,0.48041707,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122796000,1771685122644000,1771685122796000,17764060236391,0.00017149291,0.008814523,0.023804799,0,0.1213081,0.11359893,0.03168949,0.013061545,0.0050804475,0.013710503,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.093616,63.1572,0.48041707,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122804000,1771685122652000,1771685122804000,17764060236391,0.00016772588,0.008784526,0.023876276,0,0.121719874,0.11385145,0.03168949,0.013061545,0.0050804475,0.013710503,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.093616,63.1572,0.48041707,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122812000,1771685122660000,1771685122812000,17764060236391,0.00016421395,0.008756325,0.023943799,0,0.1221344,0.11410481,0.03168949,0.013061545,0.0050804475,0.013710503,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.093616,63.1572,0.48041707,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122820000,1771685122668000,1771685122820000,17764060236391,0.00018470036,0.008768915,0.02310875,0,0.119886726,0.11277897,0.03168949,0.012878469,0.0052012224,0.013453414,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.093616,63.1572,0.48041707,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122828000,1771685122676000,1771685122828000,17764060236391,0.00018096261,0.008730855,0.023191307,0,0.12028886,0.11302868,0.03168949,0.012878469,0.0052012224,0.013453414,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.093616,63.1572,0.48041707,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122836000,1771685122684000,1771685122836000,17764060236391,0.00026097812,0.008664403,0.02326094,0,0.12069143,0.11327924,0.027606348,0.012878469,0.0052012224,0.013453414,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.01049,63.1572,0.48154482,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122844000,1771685122692000,1771685122844000,17764060236391,0.00026141427,0.008656361,0.023424208,0,0.121098995,0.11347144,0.027606348,0.012878469,0.0052012224,0.013433348,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.01049,63.1572,0.48154482,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122852000,1771685122700000,1771685122852000,17764060236391,0.00026077125,0.008628065,0.023490649,0,0.12150931,0.11372354,0.027606348,0.012878469,0.0052012224,0.013433348,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.01049,63.1572,0.48154482,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122860000,1771685122708000,1771685122860000,17764060236391,0.00025963536,0.008601559,0.023555566,0,0.1219224,0.11397646,0.027606348,0.012878469,0.0052012224,0.013433348,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.01049,63.1572,0.48154482,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122868000,1771685122716000,1771685122868000,17764060236391,0.00027372132,0.008640044,0.022894682,0,0.11968979,0.11265576,0.027606348,0.012711617,0.0053005344,0.013124924,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.01049,63.1572,0.48154482,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122876000,1771685122724000,1771685122876000,17764060236391,0.00027181735,0.008603072,0.022968326,0,0.12009058,0.112905055,0.027606348,0.012711617,0.0053005344,0.013124924,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.01049,63.1572,0.48154482,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122884000,1771685122732000,1771685122884000,17764060236391,0.00026994376,0.008568964,0.023037259,0,0.12049411,0.1131552,0.027606348,0.012711617,0.0053005344,0.013124924,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.01049,63.1572,0.48154482,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122892000,1771685122740000,1771685122892000,17764060236391,0.00025183515,0.008555339,0.023163535,0,0.1209,0.113347195,0.027606348,0.012711617,0.0053005344,0.013098055,nan,nan,nan,0.0,1310988,1310988,6620172,197388,64.01049,63.1572,0.48154482,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122900000,1771685122748000,1771685122900000,17764060236391,0.00026340474,0.008525221,0.02322384,0,0.12130664,0.113598876,0.025922714,0.012711617,0.0053005344,0.013098055,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.239086,63.1572,0.48091337,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122908000,1771685122756000,1771685122908000,17764060236391,0.0002615672,0.008497434,0.023278974,0,0.12171836,0.1138514,0.025922714,0.012711617,0.0053005344,0.013098055,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.239086,63.1572,0.48091337,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122916000,1771685122764000,1771685122916000,17764060236391,0.0002597306,0.008471814,0.02333026,0,0.12213286,0.11410475,0.025922714,0.012711617,0.0053005344,0.013098055,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.239086,63.1572,0.48091337,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122924000,1771685122772000,1771685122924000,17764060236391,0.00026983547,0.008454147,0.022545878,0,0.11988539,0.11277892,0.025922714,0.0125484215,0.004977828,0.0128279505,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.239086,63.1572,0.48091337,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122932000,1771685122780000,1771685122932000,17764060236391,0.0002673832,0.008423536,0.022616334,0,0.12028748,0.11302862,0.025922714,0.0125484215,0.004977828,0.0128279505,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.239086,63.1572,0.48091337,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122940000,1771685122788000,1771685122940000,17764060236391,0.00026495347,0.00839487,0.022684583,0,0.12069231,0.11327917,0.025922714,0.0125484215,0.004977828,0.0128279505,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.239086,63.1572,0.48091337,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122948000,1771685122796000,1771685122948000,17764060236391,0.0002625423,0.008397405,0.022842646,0,0.121099904,0.11347138,0.025922714,0.0125484215,0.004977828,0.012887048,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.239086,63.1572,0.48091337,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122956000,1771685122804000,1771685122956000,17764060236391,0.0002601366,0.008371707,0.022902606,0,0.121510245,0.11372347,0.025922714,0.0125484215,0.004977828,0.012887048,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.239086,63.1572,0.48091337,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122964000,1771685122812000,1771685122964000,17764060236391,0.00025773744,0.008347655,0.022960538,0,0.12192335,0.113976404,0.025922714,0.0125484215,0.004977828,0.012887048,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.239086,63.1572,0.48091337,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122972000,1771685122820000,1771685122972000,17764060236391,0.00027599974,0.008304395,0.022037493,0,0.11968846,0.11265571,0.026921794,0.012380441,0.0047716233,0.012704281,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.398987,63.1572,0.47727436,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122980000,1771685122828000,1771685122980000,17764060236391,0.00027286995,0.008272266,0.022112928,0,0.12008922,0.112905,0.026921794,0.012380441,0.0047716233,0.012704281,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.398987,63.1572,0.47727436,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122988000,1771685122836000,1771685122988000,17764060236391,0.0002697641,0.008242525,0.022184791,0,0.12049271,0.11315515,0.026921794,0.012380441,0.0047716233,0.012704281,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.398987,63.1572,0.47727436,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685122996000,1771685122844000,1771685122996000,17764060236391,0.00026326315,0.008232178,0.022316895,0,0.12089896,0.11334714,0.026921794,0.012380441,0.0047716233,0.012650037,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.398987,63.1572,0.47727436,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685123004000,1771685122852000,1771685123004000,17764060236391,0.00025673947,0.00820594,0.022381661,0,0.12130796,0.11359882,0.026921794,0.012380441,0.0047716233,0.012650037,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.398987,63.1572,0.47727436,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685123012000,1771685122860000,1771685123012000,17764060236391,0.00025022653,0.008181575,0.022440836,0,0.12171972,0.11385134,0.026921794,0.012380441,0.0047716233,0.012650037,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.398987,63.1572,0.47727436,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685123020000,1771685122868000,1771685123020000,17764060236391,0.00024374037,0.008158931,0.022497317,0,0.12213424,0.114104696,0.026921794,0.012380441,0.0047716233,0.012650037,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.398987,63.1572,0.47727436,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685123028000,1771685122876000,1771685123028000,17764060236391,0.0002538283,0.008127504,0.02155709,0,0.11988659,0.11277887,0.026921794,0.01219003,0.0049384045,0.012489479,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.398987,63.1572,0.47727436,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685123036000,1771685122884000,1771685123036000,17764060236391,0.00024840352,0.008092938,0.021631526,0,0.12028647,0.11302858,0.025194267,0.01219003,0.0049384045,0.012489479,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.43893,63.1572,0.48157963,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
1771685123044000,1771685122892000,1771685123044000,17764060236391,0.00024161907,0.00806422,0.021702247,0,0.12069128,0.11327913,0.025194267,0.01219003,0.0049384045,0.012489479,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.43893,63.1572,0.48157963,0.48238713,0,959,160,2,1,3,3,3,0,0,0,0,0,0,0,0
