timestamp,pub_timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],publisher_id,reset_integral
1771685122640000,1771685122640000,-0.008672685,-0.009284442,-9.577116e-05,0.0,0.0,-0.001,53,0
1771685122644000,1771685122644000,-0.008483746,-0.009192912,-0.000118216965,0.0,0.0,-0.001,53,0
1771685122648000,1771685122648000,-0.008431011,-0.009208203,4.683761e-05,0.0,0.0,-0.001,53,0
1771685122652000,1771685122652000,-0.008552912,-0.009342864,8.093659e-05,0.0,0.0,-0.001,53,0
1771685122656000,1771685122656000,-0.008730174,-0.009375443,1.116097e-05,0.0,0.0,-0.001,53,0
1771685122660000,1771685122660000,-0.008783904,-0.009318504,1.828e-05,0.0,0.0,-0.001,53,0
1771685122664000,1771685122664000,-0.008697299,-0.009418254,3.460748e-05,0.0,0.0,-0.001,53,0
1771685122668000,1771685122668000,-0.008631911,-0.009505301,9.787688e-05,0.0,0.0,-0.001,53,0
1771685122672000,1771685122672000,-0.008630289,-0.009473341,7.632747e-05,0.0,0.0,-0.001,53,0
1771685122676000,1771685122676000,-0.008620467,-0.009500743,4.998641e-05,0.0,0.0,-0.001,53,0
1771685122680000,1771685122680000,-0.008623593,-0.00948129,-0.000114800874,0.0,0.0,-0.001,53,0
1771685122684000,1771685122684000,-0.00862671,-0.009432011,-0.00022481335,0.0,0.0,-0.001,53,0
1771685122688000,1771685122688000,-0.008536115,-0.009532006,-7.943716e-05,0.0,0.0,-0.001,53,0
1771685122692000,1771685122692000,-0.008436917,-0.009657648,-0.00019287225,0.0,0.0,-0.001,53,0
1771685122696000,1771685122696000,-0.008367664,-0.009736592,-5.7682395e-05,0.0,0.0,-0.001,53,0
1771685122700000,1771685122700000,-0.008263979,-0.009700784,-4.787091e-05,0.0,0.0,-0.001,53,0
1771685122704000,1771685122704000,-0.008194255,-0.0095584085,3.0858908e-05,0.0,0.0,-0.001,53,0
1771685122708000,1771685122708000,-0.008213994,-0.009462922,4.877057e-05,0.0,0.0,-0.001,53,0
1771685122712000,1771685122712000,-0.008310493,-0.009295087,-3.2048672e-05,0.0,0.0,-0.001,53,0
1771685122716000,1771685122716000,-0.008402795,-0.0090419715,-8.575758e-05,0.0,0.0,-0.001,53,0
1771685122720000,1771685122720000,-0.00842749,-0.008826197,-1.7703045e-05,0.0,0.0,-0.001,53,0
1771685122724000,1771685122724000,-0.0084477775,-0.008687258,-9.302981e-06,0.0,0.0,-0.001,53,0
1771685122728000,1771685122728000,-0.008484947,-0.008672236,5.9260055e-05,0.0,0.0,-0.001,53,0
1771685122732000,1771685122732000,-0.008505,-0.008738242,0.00013589067,0.0,0.0,-0.001,53,0
1771685122736000,1771685122736000,-0.008508028,-0.008761801,1.731189e-05,0.0,0.0,-0.001,53,0
1771685122740000,1771685122740000,-0.008490058,-0.0087424535,-6.133644e-05,0.0,0.0,-0.001,53,0
1771685122744000,1771685122744000,-0.008484675,-0.008740512,-3.77791e-06,0.0,0.0,-0.001,53,0
1771685122748000,1771685122748000,-0.008466348,-0.008674811,3.3711083e-05,0.0,0.0,-0.001,53,0
1771685122752000,1771685122752000,-0.008426698,-0.008528342,1.9890256e-05,0.0,0.0,-0.001,53,0
1771685122756000,1771685122756000,-0.008314473,-0.008356447,9.893626e-05,0.0,0.0,-0.001,53,0
1771685122760000,1771685122760000,-0.008074276,-0.008325462,9.367196e-05,0.0,0.0,-0.001,53,0
1771685122764000,1771685122764000,-0.007838551,-0.008528632,0.000118474476,0.0,0.0,-0.001,53,0
1771685122768000,1771685122768000,-0.0076331575,-0.008734791,9.593088e-06,0.0,0.0,-0.001,53,0
1771685122772000,1771685122772000,-0.0074322675,-0.00885978,-5.5214856e-05,0.0,0.0,-0.001,53,0
1771685122776000,1771685122776000,-0.007295344,-0.00900623,-8.902373e-05,0.0,0.0,-0.001,53,0
1771685122780000,1771685122780000,-0.00729883,-0.009157113,-0.00011808006,0.0,0.0,-0.001,53,0
1771685122784000,1771685122784000,-0.007370531,-0.009235726,-2.925843e-05,0.0,0.0,-0.001,53,0
1771685122788000,1771685122788000,-0.007314446,-0.009224817,-0.0001121345,0.0,0.0,-0.001,53,0
1771685122792000,1771685122792000,-0.007194615,-0.0091670975,-0.00013683923,0.0,0.0,-0.001,53,0
1771685122796000,1771685122796000,-0.0071514365,-0.009228728,-0.00029153144,0.0,0.0,-0.001,53,0
1771685122800000,1771685122800000,-0.007116557,-0.009431339,-1.1972617e-05,0.0,0.0,-0.001,53,0
1771685122804000,1771685122804000,-0.007051341,-0.00951929,8.66605e-05,0.0,0.0,-0.001,53,0
1771685122808000,1771685122808000,-0.007020171,-0.009535017,7.7549834e-05,0.0,0.0,-0.001,53,0
1771685122812000,1771685122812000,-0.0071041677,-0.009695533,0.00012537837,0.0,0.0,-0.001,53,0
1771685122816000,1771685122816000,-0.007307309,-0.009920269,6.2679406e-05,0.0,0.0,-0.001,53,0
1771685122820000,1771685122820000,-0.007502179,-0.01001273,5.9771817e-05,0.0,0.0,-0.001,53,0
1771685122824000,1771685122824000,-0.007590933,-0.009997624,-3.242679e-05,0.0,0.0,-0.001,53,0
1771685122828000,1771685122828000,-0.0075943777,-0.009974064,-2.6745256e-05,0.0,0.0,-0.001,53,0
1771685122832000,1771685122832000,-0.00753381,-0.009920952,3.2987446e-05,0.0,0.0,-0.001,53,0
1771685122836000,1771685122836000,-0.0074519617,-0.009855033,4.1449443e-05,0.0,0.0,-0.001,53,0
1771685122840000,1771685122840000,-0.0073992927,-0.00980264,-9.0715475e-06,0.0,0.0,-0.001,53,0
1771685122844000,1771685122844000,-0.007342421,-0.009656461,-3.6439393e-05,0.0,0.0,-0.001,53,0
1771685122848000,1771685122848000,-0.0072684786,-0.009455089,-2.4274457e-05,0.0,0.0,-0.001,53,0
1771685122852000,1771685122852000,-0.007220136,-0.009334656,-7.863529e-05,0.0,0.0,-0.001,53,0
1771685122856000,1771685122856000,-0.0072058337,-0.009282614,-3.366219e-05,0.0,0.0,-0.001,53,0
1771685122860000,1771685122860000,-0.0071955235,-0.009298961,7.275492e-06,0.0,0.0,-0.001,53,0
1771685122864000,1771685122864000,-0.007159482,-0.009302833,8.549029e-05,0.0,0.0,-0.001,53,0
1771685122868000,1771685122868000,-0.007072468,-0.009225623,0.000105478335,0.0,0.0,-0.001,53,0
1771685122872000,1771685122872000,-0.00697736,-0.009091882,-6.089639e-05,0.0,0.0,-0.001,53,0
1771685122876000,1771685122876000,-0.0068739024,-0.008932445,-0.0001692595,0.0,0.0,-0.001,53,0
1771685122880000,1771685122880000,-0.006843,-0.008828508,-0.00013582548,0.0,0.0,-0.001,53,0
1771685122884000,1771685122884000,-0.00692691,-0.008827013,-0.00022926275,0.0,0.0,-0.001,53,0
1771685122888000,1771685122888000,-0.0069296584,-0.008817344,2.2165477e-05,0.0,0.0,-0.001,53,0
1771685122892000,1771685122892000,-0.006872583,-0.008697021,4.7952402e-05,0.0,0.0,-0.001,53,0
1771685122896000,1771685122896000,-0.0068368865,-0.008602529,-2.7983915e-05,0.0,0.0,-0.001,53,0
1771685122900000,1771685122900000,-0.0068863723,-0.008571987,-3.4320634e-05,0.0,0.0,-0.001,53,0
1771685122904000,1771685122904000,-0.0070334743,-0.008520544,0.000114615075,0.0,0.0,-0.001,53,0
1771685122908000,1771685122908000,-0.0071378485,-0.008494767,0.00026278477,0.0,0.0,-0.001,53,0
1771685122912000,1771685122912000,-0.007237922,-0.008516072,7.8850426e-05,0.0,0.0,-0.001,53,0
1771685122916000,1771685122916000,-0.007321264,-0.008571199,8.674525e-05,0.0,0.0,-0.001,53,0
1771685122920000,1771685122920000,-0.007319206,-0.008584034,4.016841e-05,0.0,0.0,-0.001,53,0
1771685122924000,1771685122924000,-0.007261847,-0.008486004,5.6984834e-05,0.0,0.0,-0.001,53,0
1771685122928000,1771685122928000,-0.0071285106,-0.008429619,-0.00013311021,0.0,0.0,-0.001,53,0
1771685122932000,1771685122932000,-0.0069867703,-0.008483926,-0.00030747103,0.0,0.0,-0.001,53,0
1771685122936000,1771685122936000,-0.0069470895,-0.0085002445,-3.7850812e-05,0.0,0.0,-0.001,53,0
1771685122940000,1771685122940000,-0.0069581633,-0.008525394,-3.3052638e-06,0.0,0.0,-0.001,53,0
1771685122944000,1771685122944000,-0.0069818976,-0.008678655,6.054761e-05,0.0,0.0,-0.001,53,0
1771685122948000,1771685122948000,-0.007026825,-0.008802177,0.00015769433,0.0,0.0,-0.001,53,0
1771685122952000,1771685122952000,-0.0071144234,-0.008827819,1.01896e-05,0.0,0.0,-0.001,53,0
1771685122956000,1771685122956000,-0.0072110547,-0.008836006,-0.00014906935,0.0,0.0,-0.001,53,0
1771685122960000,1771685122960000,-0.007260588,-0.008716711,-5.5205077e-05,0.0,0.0,-0.001,53,0
1771685122964000,1771685122964000,-0.0073395404,-0.008559407,9.342097e-06,0.0,0.0,-0.001,53,0
1771685122968000,1771685122968000,-0.0073803035,-0.008572565,-2.5529414e-05,0.0,0.0,-0.001,53,0
1771685122972000,1771685122972000,-0.007378547,-0.0087007005,-9.246264e-05,0.0,0.0,-0.001,53,0
1771685122976000,1771685122976000,-0.007453807,-0.008848661,-2.2631604e-05,0.0,0.0,-0.001,53,0
1771685122980000,1771685122980000,-0.0075417524,-0.008898703,-3.5888515e-05,0.0,0.0,-0.001,53,0
1771685122984000,1771685122984000,-0.007638191,-0.0087742405,-1.6190577e-05,0.0,0.0,-0.001,53,0
1771685122988000,1771685122988000,-0.007713422,-0.008504815,-8.8880304e-05,0.0,0.0,-0.001,53,0
1771685122992000,1771685122992000,-0.0077245547,-0.008239975,-1.3592653e-06,0.0,0.0,-0.001,53,0
1771685122996000,1771685122996000,-0.007769524,-0.008107467,7.4997544e-05,0.0,0.0,-0.001,53,0
1771685123000000,1771685123000000,-0.0078104446,-0.00808144,-5.2245334e-05,0.0,0.0,-0.001,53,0
1771685123004000,1771685123004000,-0.007851625,-0.008067945,-0.0002054642,0.0,0.0,-0.001,53,0
1771685123008000,1771685123008000,-0.007982146,-0.007986563,-5.789427e-05,0.0,0.0,-0.001,53,0
1771685123012000,1771685123012000,-0.008163553,-0.007982119,-6.765686e-05,0.0,0.0,-0.001,53,0
1771685123016000,1771685123016000,-0.008332139,-0.008016213,8.021947e-06,0.0,0.0,-0.001,53,0
1771685123020000,1771685123020000,-0.0084196655,-0.0079310965,3.4235884e-05,0.0,0.0,-0.001,53,0
1771685123024000,1771685123024000,-0.008417522,-0.007837802,8.5887965e-05,0.0,0.0,-0.001,53,0
1771685123028000,1771685123028000,-0.0083856275,-0.0077827764,0.00013903296,0.0,0.0,-0.001,53,0
1771685123032000,1771685123032000,-0.008358753,-0.0077947685,-6.0469378e-05,0.0,0.0,-0.001,53,0
1771685123036000,1771685123036000,-0.008302239,-0.007878997,-0.00017743139,0.0,0.0,-0.001,53,0
1771685123040000,1771685123040000,-0.008224412,-0.007950701,-9.6250325e-05,0.0,0.0,-0.001,53,0
1771685123044000,1771685123044000,-0.008163489,-0.008014027,-0.00018329546,0.0,0.0,-0.001,53,0
1771685123048000,1771685123048000,-0.008042907,-0.008098828,-5.4324977e-05,0.0,0.0,-0.001,53,0
1771685123052000,1771685123052000,-0.007909427,-0.00811557,-0.000111365225,0.0,0.0,-0.001,53,0
1771685123056000,1771685123056000,-0.007891207,-0.008076859,-0.00013761502,0.0,0.0,-0.001,53,0
1771685123060000,1771685123060000,-0.007915528,-0.008136217,-0.00028088223,0.0,0.0,-0.001,53,0
1771685123064000,1771685123064000,-0.007926971,-0.008255476,-4.5028515e-05,0.0,0.0,-0.001,53,0
1771685123068000,1771685123068000,-0.007925373,-0.008379242,-5.691964e-05,0.0,0.0,-0.001,53,0
1771685123072000,1771685123072000,-0.0078640925,-0.008452047,6.519258e-08,0.0,0.0,-0.001,53,0
1771685123076000,1771685123076000,-0.0077472962,-0.008401394,3.0158088e-05,0.0,0.0,-0.001,53,0
1771685123080000,1771685123080000,-0.0076435725,-0.008375438,6.86869e-05,0.0,0.0,-0.001,53,0
1771685123084000,1771685123084000,-0.0075186533,-0.008434601,9.284075e-05,0.0,0.0,-0.001,53,0
1771685123088000,1771685123088000,-0.007321184,-0.008438621,2.9884279e-05,0.0,0.0,-0.001,53,0
