timestamp,pub_timestamp,publisher_id,geofence_max_dist_triggered,geofence_max_alt_triggered,geofence_custom_fence_triggered,geofence_action
1771685122580000,1771685122580000,96,0,0,0,2
1771685122828000,1771685122828000,96,0,0,0,2
1771685123076000,1771685123076000,96,0,0,0,2
1771685123332000,1771685123332000,96,0,0,0,2
1771685123580000,1771685123580000,96,0,0,0,2
1771685123836000,1771685123836000,96,0,0,0,2
1771685124084000,1771685124084000,96,0,0,0,2
1771685124340000,1771685124340000,96,0,0,0,2
1771685124588000,1771685124588000,96,0,0,0,2
1771685124844000,1771685124844000,96,0,0,0,2
1771685125092000,1771685125092000,96,0,0,0,2
1771685125348000,1771685125348000,96,0,0,0,2
1771685125596000,1771685125596000,96,0,0,0,2
1771685125852000,1771685125852000,96,0,0,0,2
1771685126100000,1771685126100000,96,0,0,0,2
1771685126356000,1771685126356000,96,0,0,0,2
1771685126604000,1771685126604000,96,0,0,0,2
1771685126860000,1771685126860000,96,0,0,0,2
1771685127108000,1771685127108000,96,0,0,0,2
1771685127364000,1771685127364000,96,0,0,0,2
1771685127612000,1771685127612000,96,0,0,0,2
1771685127868000,1771685127868000,96,0,0,0,2
1771685128116000,1771685128116000,96,0,0,0,2
1771685128372000,1771685128372000,96,0,0,0,2
1771685128620000,1771685128620000,96,0,0,0,2
1771685128876000,1771685128876000,96,0,0,0,2
1771685129124000,1771685129124000,96,0,0,0,2
1771685129380000,1771685129380000,96,0,0,0,2
1771685129628000,1771685129628000,96,0,0,0,2
1771685129884000,1771685129884000,96,0,0,0,2
1771685130132000,1771685130132000,96,0,0,0,2
1771685130388000,1771685130388000,96,0,0,0,2
1771685130636000,1771685130636000,96,0,0,0,2
1771685130892000,1771685130892000,96,0,0,0,2
1771685131140000,1771685131140000,96,0,0,0,2
1771685131396000,1771685131396000,96,0,0,0,2
1771685131644000,1771685131644000,96,0,0,0,2
1771685131900000,1771685131900000,96,0,0,0,2
1771685132148000,1771685132148000,96,0,0,0,2
1771685132404000,1771685132404000,96,0,0,0,2
1771685132652000,1771685132652000,96,0,0,0,2
1771685132908000,1771685132908000,96,0,0,0,2
1771685133156000,1771685133156000,96,0,0,0,2
1771685133412000,1771685133412000,96,0,0,0,2
1771685133660000,1771685133660000,96,0,0,0,2
1771685133916000,1771685133916000,96,0,0,0,2
1771685134164000,1771685134164000,96,0,0,0,2
1771685134420000,1771685134420000,96,0,0,0,2
1771685134668000,1771685134668000,96,0,0,0,2
1771685134924000,1771685134924000,96,0,0,0,2
1771685135172000,1771685135172000,96,0,0,0,2
1771685135428000,1771685135428000,96,0,0,0,2
1771685135676000,1771685135676000,96,0,0,0,2
1771685135932000,1771685135932000,96,0,0,0,2
1771685136180000,1771685136180000,96,0,0,0,2
1771685136436000,1771685136436000,96,0,0,0,2
1771685136684000,1771685136684000,96,0,0,0,2
1771685136940000,1771685136940000,96,0,0,0,2
1771685137188000,1771685137188000,96,0,0,0,2
1771685137444000,1771685137444000,96,0,0,0,2
1771685137692000,1771685137692000,96,0,0,0,2
1771685137948000,1771685137948000,96,0,0,0,2
1771685138196000,1771685138196000,96,0,0,0,2
1771685138452000,1771685138452000,96,0,0,0,2
1771685138700000,1771685138700000,96,0,0,0,2
1771685138956000,1771685138956000,96,0,0,0,2
1771685139204000,1771685139204000,96,0,0,0,2
1771685139460000,1771685139460000,96,0,0,0,2
1771685139708000,1771685139708000,96,0,0,0,2
1771685139964000,1771685139964000,96,0,0,0,2
1771685140212000,1771685140212000,96,0,0,0,2
1771685140468000,1771685140468000,96,0,0,0,2
1771685140716000,1771685140716000,96,0,0,0,2
1771685140972000,1771685140972000,96,0,0,0,2
1771685141220000,1771685141220000,96,0,0,0,2
1771685141476000,1771685141476000,96,0,0,0,2
1771685141724000,1771685141724000,96,0,0,0,2
1771685141980000,1771685141980000,96,0,0,0,2
1771685142228000,1771685142228000,96,0,0,0,2
1771685142484000,1771685142484000,96,0,0,0,2
1771685142732000,1771685142732000,96,0,0,0,2
1771685142988000,1771685142988000,96,0,0,0,2
1771685143236000,1771685143236000,96,0,0,0,2
1771685143492000,1771685143492000,96,0,0,0,2
1771685143740000,1771685143740000,96,0,0,0,2
1771685143996000,1771685143996000,96,0,0,0,2
1771685144244000,1771685144244000,96,0,0,0,2
1771685144500000,1771685144500000,96,0,0,0,2
1771685144748000,1771685144748000,96,0,0,0,2
1771685145004000,1771685145004000,96,0,0,0,2
1771685145252000,1771685145252000,96,0,0,0,2
1771685145508000,1771685145508000,96,0,0,0,2
1771685145756000,1771685145756000,96,0,0,0,2
1771685146012000,1771685146012000,96,0,0,0,2
1771685146260000,1771685146260000,96,0,0,0,2
1771685146516000,1771685146516000,96,0,0,0,2
1771685146764000,1771685146764000,96,0,0,0,2
1771685147020000,1771685147020000,96,0,0,0,2
1771685147268000,1771685147268000,96,0,0,0,2
1771685147524000,1771685147524000,96,0,0,0,2
1771685147772000,1771685147772000,96,0,0,0,2
1771685148028000,1771685148028000,96,0,0,0,2
1771685148276000,1771685148276000,96,0,0,0,2
1771685148532000,1771685148532000,96,0,0,0,2
1771685148780000,1771685148780000,96,0,0,0,2
1771685149036000,1771685149036000,96,0,0,0,2
1771685149284000,1771685149284000,96,0,0,0,2
1771685149540000,1771685149540000,96,0,0,0,2
1771685149788000,1771685149788000,96,0,0,0,2
1771685150044000,1771685150044000,96,0,0,0,2
1771685150292000,1771685150292000,96,0,0,0,2
1771685150548000,1771685150548000,96,0,0,0,2
1771685150796000,1771685150796000,96,0,0,0,2
1771685151052000,1771685151052000,96,0,0,0,2
1771685151300000,1771685151300000,96,0,0,0,2
1771685151556000,1771685151556000,96,0,0,0,2
1771685151804000,1771685151804000,96,0,0,0,2
1771685152060000,1771685152060000,96,0,0,0,2
1771685152308000,1771685152308000,96,0,0,0,2
1771685152564000,1771685152564000,96,0,0,0,2
1771685152812000,1771685152812000,96,0,0,0,2
1771685153068000,1771685153068000,96,0,0,0,2
1771685153316000,1771685153316000,96,0,0,0,2
1771685153572000,1771685153572000,96,0,0,0,2
1771685153820000,1771685153820000,96,0,0,0,2
1771685154076000,1771685154076000,96,0,0,0,2
1771685154324000,1771685154324000,96,0,0,0,2
1771685154580000,1771685154580000,96,0,0,0,2
1771685154828000,1771685154828000,96,0,0,0,2
1771685155084000,1771685155084000,96,0,0,0,2
1771685155332000,1771685155332000,96,0,0,0,2
1771685155588000,1771685155588000,96,0,0,0,2
1771685155836000,1771685155836000,96,0,0,0,2
1771685156092000,1771685156092000,96,0,0,0,2
1771685156340000,1771685156340000,96,0,0,0,2
1771685156596000,1771685156596000,96,0,0,0,2
1771685156844000,1771685156844000,96,0,0,0,2
1771685157100000,1771685157100000,96,0,0,0,2
1771685157348000,1771685157348000,96,0,0,0,2
1771685157604000,1771685157604000,96,0,0,0,2
1771685157852000,1771685157852000,96,0,0,0,2
1771685158108000,1771685158108000,96,0,0,0,2
1771685158356000,1771685158356000,96,0,0,0,2
1771685158612000,1771685158612000,96,0,0,0,2
1771685158860000,1771685158860000,96,0,0,0,2
1771685159116000,1771685159116000,96,0,0,0,2
1771685159364000,1771685159364000,96,0,0,0,2
1771685159620000,1771685159620000,96,0,0,0,2
1771685159868000,1771685159868000,96,0,0,0,2
1771685160124000,1771685160124000,96,0,0,0,2
1771685160372000,1771685160372000,96,0,0,0,2
1771685160628000,1771685160628000,96,0,0,0,2
1771685160876000,1771685160876000,96,0,0,0,2
1771685161132000,1771685161132000,96,0,0,0,2
1771685161380000,1771685161380000,96,0,0,0,2
1771685161636000,1771685161636000,96,0,0,0,2
1771685161884000,1771685161884000,96,0,0,0,2
1771685162140000,1771685162140000,96,0,0,0,2
1771685162388000,1771685162388000,96,0,0,0,2
1771685162644000,1771685162644000,96,0,0,0,2
1771685162892000,1771685162892000,96,0,0,0,2
1771685163148000,1771685163148000,96,0,0,0,2
1771685163396000,1771685163396000,96,0,0,0,2
1771685163652000,1771685163652000,96,0,0,0,2
1771685163900000,1771685163900000,96,0,0,0,2
1771685164156000,1771685164156000,96,0,0,0,2
1771685164404000,1771685164404000,96,0,0,0,2
1771685164660000,1771685164660000,96,0,0,0,2
1771685164908000,1771685164908000,96,0,0,0,2
1771685165164000,1771685165164000,96,0,0,0,2
1771685165412000,1771685165412000,96,0,0,0,2
1771685165668000,1771685165668000,96,0,0,0,2
1771685165916000,1771685165916000,96,0,0,0,2
1771685166172000,1771685166172000,96,0,0,0,2
1771685166420000,1771685166420000,96,0,0,0,2
1771685166676000,1771685166676000,96,0,0,0,2
1771685166924000,1771685166924000,96,0,0,0,2
1771685167180000,1771685167180000,96,0,0,0,2
1771685167428000,1771685167428000,96,0,0,0,2
1771685167684000,1771685167684000,96,0,0,0,2
1771685167932000,1771685167932000,96,0,0,0,2
1771685168188000,1771685168188000,96,0,0,0,2
1771685168436000,1771685168436000,96,0,0,0,2
1771685168692000,1771685168692000,96,0,0,0,2
1771685168940000,1771685168940000,96,0,0,0,2
1771685169196000,1771685169196000,96,0,0,0,2
1771685169444000,1771685169444000,96,0,0,0,2
1771685169700000,1771685169700000,96,0,0,0,2
1771685169948000,1771685169948000,96,0,0,0,2
1771685170204000,1771685170204000,96,0,0,0,2
1771685170452000,1771685170452000,96,0,0,0,2
1771685170708000,1771685170708000,96,0,0,0,2
1771685170956000,1771685170956000,96,0,0,0,2
1771685171212000,1771685171212000,96,0,0,0,2
1771685171428000,1771685171428000,96,0,0,0,2
1771685171676000,1771685171676000,96,0,0,0,2
1771685171884000,1771685171884000,96,0,0,0,2
1771685172132000,1771685172132000,96,0,0,0,2
1771685172388000,1771685172388000,96,0,0,0,2
1771685172636000,1771685172636000,96,0,0,0,2
1771685172892000,1771685172892000,96,0,0,0,2
1771685173140000,1771685173140000,96,0,0,0,2
1771685173396000,1771685173396000,96,0,0,0,2
1771685173644000,1771685173644000,96,0,0,0,2
1771685173900000,1771685173900000,96,0,0,0,2
1771685174148000,1771685174148000,96,0,0,0,2
1771685174404000,1771685174404000,96,0,0,0,2
1771685174652000,1771685174652000,96,0,0,0,2
1771685174908000,1771685174908000,96,0,0,0,2
1771685175156000,1771685175156000,96,0,0,0,2
1771685175412000,1771685175412000,96,0,0,0,2
1771685175660000,1771685175660000,96,0,0,0,2
1771685175916000,1771685175916000,96,0,0,0,2
1771685176164000,1771685176164000,96,0,0,0,2
1771685176420000,1771685176420000,96,0,0,0,2
1771685176668000,1771685176668000,96,0,0,0,2
1771685176924000,1771685176924000,96,0,0,0,2
1771685177172000,1771685177172000,96,0,0,0,2
1771685177428000,1771685177428000,96,0,0,0,2
1771685177676000,1771685177676000,96,0,0,0,2
1771685177932000,1771685177932000,96,0,0,0,2
1771685178180000,1771685178180000,96,0,0,0,2
1771685178436000,1771685178436000,96,0,0,0,2
1771685178684000,1771685178684000,96,0,0,0,2
1771685178940000,1771685178940000,96,0,0,0,2
1771685179188000,1771685179188000,96,0,0,0,2
1771685179444000,1771685179444000,96,0,0,0,2
1771685179692000,1771685179692000,96,0,0,0,2
1771685179948000,1771685179948000,96,0,0,0,2
1771685180196000,1771685180196000,96,0,0,0,2
1771685180452000,1771685180452000,96,0,0,0,2
1771685180700000,1771685180700000,96,0,0,0,2
1771685180956000,1771685180956000,96,0,0,0,2
1771685181204000,1771685181204000,96,0,0,0,2
1771685181460000,1771685181460000,96,0,0,0,2
1771685181708000,1771685181708000,96,0,0,0,2
1771685181964000,1771685181964000,96,0,0,0,2
1771685182212000,1771685182212000,96,0,0,0,2
1771685182468000,1771685182468000,96,0,0,0,2
1771685182716000,1771685182716000,96,0,0,0,2
1771685182972000,1771685182972000,96,0,0,0,2
1771685183220000,1771685183220000,96,0,0,0,2
1771685183476000,1771685183476000,96,0,0,0,2
1771685183724000,1771685183724000,96,0,0,0,2
1771685183980000,1771685183980000,96,0,0,0,2
1771685184228000,1771685184228000,96,0,0,0,2
1771685184484000,1771685184484000,96,0,0,0,2
1771685184732000,1771685184732000,96,0,0,0,2
1771685184988000,1771685184988000,96,0,0,0,2
1771685185236000,1771685185236000,96,0,0,0,2
1771685185492000,1771685185492000,96,0,0,0,2
1771685185740000,1771685185740000,96,0,0,0,2
1771685185996000,1771685185996000,96,0,0,0,2
1771685186244000,1771685186244000,96,0,0,0,2
1771685186500000,1771685186500000,96,0,0,0,2
1771685186748000,1771685186748000,96,0,0,0,2
1771685187004000,1771685187004000,96,0,0,0,2
1771685187252000,1771685187252000,96,0,0,0,2
1771685187508000,1771685187508000,96,0,0,0,2
1771685187756000,1771685187756000,96,0,0,0,2
1771685188012000,1771685188012000,96,0,0,0,2
1771685188260000,1771685188260000,96,0,0,0,2
1771685188516000,1771685188516000,96,0,0,0,2
1771685188764000,1771685188764000,96,0,0,0,2
1771685189020000,1771685189020000,96,0,0,0,2
1771685189268000,1771685189268000,96,0,0,0,2
1771685189524000,1771685189524000,96,0,0,0,2
1771685189772000,1771685189772000,96,0,0,0,2
1771685190028000,1771685190028000,96,0,0,0,2
1771685190276000,1771685190276000,96,0,0,0,2
1771685190532000,1771685190532000,96,0,0,0,2
1771685190780000,1771685190780000,96,0,0,0,2
1771685191036000,1771685191036000,96,0,0,0,2
1771685191284000,1771685191284000,96,0,0,0,2
1771685191540000,1771685191540000,96,0,0,0,2
1771685191788000,1771685191788000,96,0,0,0,2
1771685192044000,1771685192044000,96,0,0,0,2
