timestamp,timestamp_sample,pub_timestamp,time_last_fuse,observation[0],observation[1],device_id,observation_variance[0],observation_variance[1],innovation[0],innovation[1],innovation_filtered[0],innovation_filtered[1],innovation_variance[0],innovation_variance[1],test_ratio[0],test_ratio[1],test_ratio_filtered[0],test_ratio_filtered[1],publisher_id,estimator_instance,innovation_rejected,fused
1771685122612000,1771685122454000,0,1771685122460000,47.397742099999995,8.5455928,0,0.25,0.25,-0.015897041,0.015089956,-0.011234613,0.009380732,0.25750536,0.25751358,3.9256025e-05,3.537006e-05,-2.8988137e-05,2.3478113e-05,0,0,0,1
1771685122660000,1771685122506000,0,1771685122508000,47.397742,8.545592899999999,0,0.25,0.25,-0.0044901855,0.0069875773,-0.010599269,0.009155289,0.25747925,0.25748745,3.1321772e-06,7.585028e-06,-2.655243e-05,2.1980937e-05,0,0,0,1
1771685122716000,1771685122558000,0,1771685122564000,47.397742,8.5455931,0,0.25,0.25,-0.004727595,-0.0084747095,-0.01004614,0.007494492,0.25750512,0.25751346,3.4717996e-06,1.115603e-05,-2.4378169e-05,1.8859339e-05,0,0,0,1
1771685122764000,1771685122610000,0,1771685122612000,47.397742099999995,8.545593,0,0.25,0.25,-0.015963228,-0.00081930513,-0.010603547,0.006711308,0.257479,0.2574873,3.958764e-05,1.0427868e-07,-2.5810945e-05,1.707291e-05,0,0,0,1
1771685122820000,1771685122662000,0,1771685122668000,47.397742099999995,8.545592899999999,0,0.25,0.25,-0.01584365,0.0066021294,-0.01109718,0.006701023,0.25750536,0.25751358,3.8992785e-05,6.770612e-06,-2.7052713e-05,1.6102404e-05,0,0,0,1
1771685122868000,1771685122714000,0,1771685122716000,47.397742099999995,8.5455928,0,0.25,0.25,-0.015665367,0.0137634715,-0.011527516,0.007366326,0.25747922,0.25748742,3.8124042e-05,2.9427947e-05,-2.8095665e-05,1.7357708e-05,0,0,0,1
1771685122924000,1771685122766000,0,1771685122772000,47.3977419,8.545592899999999,0,0.25,0.25,0.006767581,0.0056129857,-0.009804064,0.0072011566,0.2575051,0.25751343,7.114447e-06,4.89382e-06,-2.477877e-05,1.6183574e-05,0,0,0,1
1771685122972000,1771685122818000,0,1771685122820000,47.397742,8.5455928,0,0.25,0.25,-0.004704135,0.012883969,-0.009323636,0.007736494,0.25747898,0.2574873,3.4377777e-06,2.578716e-05,-2.2768387e-05,1.708826e-05,0,0,0,1
1771685123028000,1771685122870000,0,1771685122876000,47.397742099999995,8.545593,0,0.25,0.25,-0.016038848,-0.0027875777,-0.009956229,0.006745096,0.25750533,0.25751355,3.995951e-05,1.2070183e-06,-2.438784e-05,1.536479e-05,0,0,0,1
1771685123076000,1771685122922000,0,1771685122924000,47.397742099999995,8.5455928,0,0.25,0.25,-0.01576339,0.012264757,-0.01050328,0.007265064,0.2574792,0.25748742,3.860265e-05,2.3368018e-05,-2.5726917e-05,1.6118718e-05,0,0,0,1
1771685123132000,1771685122974000,0,1771685122980000,47.397742099999995,8.545593,0,0.25,0.25,-0.015675623,-0.0033286107,-0.010990529,0.006267109,0.25750506,0.25751343,3.817015e-05,1.7210208e-06,-2.6899106e-05,1.4438163e-05,0,0,0,1
1771685123180000,1771685123026000,0,1771685123028000,47.397742,8.5455928,0,0.25,0.25,-0.004274831,0.01169458,-0.010357891,0.0067783925,0.25747895,0.25748727,2.8389397e-06,2.1245822e-05,-2.4632569e-05,1.5079464e-05,0,0,0,1
1771685123236000,1771685123078000,0,1771685123084000,47.397742099999995,8.545592899999999,0,0.25,0.25,-0.015619949,0.003571693,-0.010853592,0.006476312,0.2575053,0.25751355,3.7899463e-05,1.981564e-06,-2.588235e-05,1.38456035e-05,0,0,0,1
1771685123284000,1771685123130000,0,1771685123132000,47.397742099999995,8.545593,0,0.25,0.25,-0.015356494,-0.0041744174,-0.011277779,0.0054729823,0.25747916,0.25748742,3.6635494e-05,2.7070466e-06,-2.6895326e-05,1.2286296e-05,0,0,0,1
1771685123340000,1771685123182000,0,1771685123188000,47.397742099999995,8.5455928,0,0.25,0.25,-0.015164351,0.010753522,-0.011643905,0.0059704245,0.25750506,0.25751343,3.572086e-05,1.7962284e-05,-2.7726717e-05,1.282099e-05,0,0,0,1
1771685123388000,1771685123234000,0,1771685123236000,47.397742099999995,8.545593,0,0.25,0.25,-0.01479915,-0.004784321,-0.011941139,0.004957296,0.25747892,0.2574873,3.4024506e-05,3.555861e-06,-2.8319988e-05,1.1278244e-05,0,0,0,1
1771685123444000,1771685123286000,0,1771685123292000,47.397742,8.5455933,0,0.25,0.25,-0.0034798202,-0.027577858,-0.011144058,0.00189239,0.25750485,0.25751337,1.8809975e-06,0.00011813574,-2.5829358e-05,-9.1292895e-07,0,0,0,1
1771685123492000,1771685123338000,0,1771685123340000,47.397742,8.545593199999999,0,0.25,0.25,-0.003562736,-0.019396694,-0.010429875,-0.00011310354,0.25747916,0.25748742,1.9719014e-06,5.8446625e-05,-2.3581917e-05,-6.33277e-06,0,0,0,1
1771685123548000,1771685123390000,0,1771685123396000,47.397742099999995,8.545593199999999,0,0.25,0.25,-0.014831814,-0.019095136,-0.01084455,-0.0019012662,0.25750503,0.25751343,3.41714e-05,5.6637702e-05,-2.4579476e-05,-1.1071641e-05,0,0,0,1
1771685123596000,1771685123442000,0,1771685123444000,47.3977419,8.545593199999999,0,0.25,0.25,0.0077953483,-0.018705266,-0.009088618,-0.0034842517,0.25747892,0.2574873,9.440378e-06,5.4354052e-05,-2.1374708e-05,-1.5148969e-05,0,0,0,1
1771685123652000,1771685123494000,0,1771685123500000,47.397742,8.545593199999999,0,0.25,0.25,-0.0038732989,-0.01847023,-0.00859732,-0.0048959744,0.25750485,0.25751337,2.3304328e-06,5.2991323e-05,-1.9580682e-05,-1.8713828e-05,0,0,0,1
