timestamp,pub_timestamp,speed_up,speed_down,publisher_id,want_takeoff
1771685122628000,1771685122628000,3.6000001,1.8000001,14,0
1771685122644000,1771685122644000,3.6000001,1.8000001,14,0
1771685122668000,1771685122668000,3.6000001,1.8000001,14,0
1771685122684000,1771685122684000,3.6000001,1.8000001,14,1
1771685122708000,1771685122708000,3.6000001,1.8000001,14,1
1771685122724000,1771685122724000,3.6000001,1.8000001,14,1
1771685122748000,1771685122748000,3.6000001,1.8000001,14,1
1771685122764000,1771685122764000,3.6000001,1.8000001,14,1
1771685122788000,1771685122788000,3.6000001,1.8000001,14,1
1771685122804000,1771685122804000,3.6000001,1.8000001,14,1
1771685122828000,1771685122828000,3.6000001,1.8000001,14,1
1771685122844000,1771685122844000,3.6000001,1.8000001,14,1
1771685122868000,1771685122868000,3.6000001,1.8000001,14,1
1771685122884000,1771685122884000,3.6000001,1.8000001,14,1
1771685122908000,1771685122908000,3.6000001,1.8000001,14,1
1771685122924000,1771685122924000,3.6000001,1.8000001,14,1
1771685122948000,1771685122948000,3.6000001,1.8000001,14,1
1771685122964000,1771685122964000,3.6000001,1.8000001,14,1
1771685122988000,1771685122988000,3.6000001,1.8000001,14,1
1771685123004000,1771685123004000,3.6000001,1.8000001,14,1
1771685123028000,1771685123028000,3.6000001,1.8000001,14,1
1771685123044000,1771685123044000,3.6000001,1.8000001,14,1
1771685123068000,1771685123068000,3.6000001,1.8000001,14,1
1771685123084000,1771685123084000,3.6000001,1.8000001,14,1
1771685123108000,1771685123108000,3.6000001,1.8000001,14,1
1771685123124000,1771685123124000,3.6000001,1.8000001,14,1
1771685123148000,1771685123148000,3.6000001,1.8000001,14,1
1771685123164000,1771685123164000,3.6000001,1.8000001,14,1
1771685123188000,1771685123188000,3.6000001,1.8000001,14,1
1771685123204000,1771685123204000,3.6000001,1.8000001,14,1
1771685123228000,1771685123228000,3.6000001,1.8000001,14,1
1771685123244000,1771685123244000,3.6000001,1.8000001,14,1
1771685123268000,1771685123268000,3.6000001,1.8000001,14,1
1771685123284000,1771685123284000,3.6000001,1.8000001,14,1
1771685123308000,1771685123308000,3.6000001,1.8000001,14,1
1771685123324000,1771685123324000,3.6000001,1.8000001,14,1
1771685123348000,1771685123348000,3.6000001,1.8000001,14,1
1771685123364000,1771685123364000,3.6000001,1.8000001,14,1
1771685123388000,1771685123388000,3.6000001,1.8000001,14,1
1771685123404000,1771685123404000,3.6000001,1.8000001,14,1
1771685123428000,1771685123428000,3.6000001,1.8000001,14,1
1771685123444000,1771685123444000,3.6000001,1.8000001,14,1
1771685123468000,1771685123468000,3.6000001,1.8000001,14,1
1771685123484000,1771685123484000,3.6000001,1.8000001,14,1
1771685123508000,1771685123508000,3.6000001,1.8000001,14,1
1771685123524000,1771685123524000,3.6000001,1.8000001,14,1
1771685123548000,1771685123548000,3.6000001,1.8000001,14,1
1771685123564000,1771685123564000,3.6000001,1.8000001,14,1
1771685123588000,1771685123588000,3.6000001,1.8000001,14,1
1771685123604000,1771685123604000,3.6000001,1.8000001,14,1
1771685123628000,1771685123628000,3.6000001,1.8000001,14,1
1771685123644000,1771685123644000,3.6000001,1.8000001,14,1
1771685123668000,1771685123668000,3.6000001,1.8000001,14,1
1771685123684000,1771685123684000,3.6000001,1.8000001,14,1
1771685123708000,1771685123708000,3.6000001,1.8000001,14,1
1771685123724000,1771685123724000,3.6000001,1.8000001,14,1
1771685123748000,1771685123748000,3.6000001,1.8000001,14,1
1771685123764000,1771685123764000,3.6000001,1.8000001,14,1
1771685123788000,1771685123788000,3.6000001,1.8000001,14,1
1771685123804000,1771685123804000,3.6000001,1.8000001,14,1
1771685123828000,1771685123828000,3.6000001,1.8000001,14,1
1771685123844000,1771685123844000,3.6000001,1.8000001,14,1
1771685123868000,1771685123868000,3.6000001,1.8000001,14,1
1771685123884000,1771685123884000,3.6000001,1.8000001,14,1
1771685123908000,1771685123908000,3.6000001,1.8000001,14,1
1771685123924000,1771685123924000,3.6000001,1.8000001,14,1
1771685123948000,1771685123948000,3.6000001,1.8000001,14,1
1771685123964000,1771685123964000,3.6000001,1.8000001,14,1
1771685123988000,1771685123988000,3.6000001,1.8000001,14,1
1771685124004000,1771685124004000,3.6000001,1.8000001,14,1
1771685124028000,1771685124028000,3.6000001,1.8000001,14,1
1771685124044000,1771685124044000,3.6000001,1.8000001,14,1
1771685124068000,1771685124068000,3.6000001,1.8000001,14,1
1771685124084000,1771685124084000,3.6000001,1.8000001,14,1
1771685124108000,1771685124108000,3.6000001,1.8000001,14,1
1771685124124000,1771685124124000,3.6000001,1.8000001,14,1
1771685124148000,1771685124148000,3.6000001,1.8000001,14,1
1771685124164000,1771685124164000,3.6000001,1.8000001,14,1
1771685124188000,1771685124188000,3.6000001,1.8000001,14,1
1771685124204000,1771685124204000,3.6000001,1.8000001,14,1
1771685124228000,1771685124228000,3.6000001,1.8000001,14,1
1771685124244000,1771685124244000,3.6000001,1.8000001,14,1
1771685124268000,1771685124268000,3.6000001,1.8000001,14,1
1771685124284000,1771685124284000,3.6000001,1.8000001,14,1
1771685124308000,1771685124308000,3.6000001,1.8000001,14,1
1771685124324000,1771685124324000,3.6000001,1.8000001,14,1
1771685124348000,1771685124348000,3.6000001,1.8000001,14,1
1771685124364000,1771685124364000,3.6000001,1.8000001,14,1
1771685124388000,1771685124388000,3.6000001,1.8000001,14,1
1771685124404000,1771685124404000,3.6000001,1.8000001,14,1
1771685124428000,1771685124428000,3.6000001,1.8000001,14,1
1771685124444000,1771685124444000,3.6000001,1.8000001,14,1
1771685124468000,1771685124468000,3.6000001,1.8000001,14,1
