timestamp,pub_timestamp,device_id_primary,device_ids[0],device_ids[1],device_ids[2],device_ids[3],inconsistency[0],inconsistency[1],inconsistency[2],inconsistency[3],publisher_id,healthy[0],healthy[1],healthy[2],healthy[3],priority[0],priority[1],priority[2],priority[3],enabled[0],enabled[1],enabled[2],enabled[3],external[0],external[1],external[2],external[3]
1771685122640000,1771685122640000,6620172,6620172,6620428,0,0,1.3e-44,-1.3e-44,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771685122644000,1771685122644000,6620172,6620172,6620428,0,0,1.3e-44,-1.3e-44,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771685122648000,1771685122648000,6620172,6620172,6620428,0,0,1.3e-44,-1.3e-44,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771685122652000,1771685122652000,6620172,6620172,6620428,0,0,1.3e-44,-1.3e-44,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771685122656000,1771685122656000,6620172,6620172,6620428,0,0,1.3e-44,-1.3e-44,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771685122660000,1771685122660000,6620172,6620172,6620428,0,0,1.3e-44,-1.3e-44,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771685122664000,1771685122664000,6620172,6620172,6620428,0,0,1.3e-44,-1.3e-44,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771685122668000,1771685122668000,6620172,6620172,6620428,0,0,1.3e-44,-1.3e-44,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771685122672000,1771685122672000,6620172,6620172,6620428,0,0,1.3e-44,-1.3e-44,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
1771685122676000,1771685122676000,6620172,6620172,6620428,0,0,1.3e-44,-1.3e-44,nan,nan,126,1,1,0,0,50,50,0,0,1,1,0,0,0,0,0,0
