timestamp,pub_timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],publisher_id,quat_reset_counter
1771685122640000,1771685122640000,1771685122640000,0.9999922,0.0010799099,0.0011644417,0.0035988842,0.99999774,9.367794e-11,4.9021753e-10,-0.0020653647,160,3
1771685122644000,1771685122644000,1771685122644000,0.9999923,0.0010563309,0.0011529183,0.0036028926,0.99999774,9.367794e-11,4.9021753e-10,-0.0020653647,160,3
1771685122648000,1771685122648000,1771685122648000,0.9999923,0.0010497269,0.0011548109,0.0035957473,0.99999774,9.367794e-11,4.9021753e-10,-0.0020653647,160,3
1771685122652000,1771685122652000,1771685122652000,0.99999225,0.0010649081,0.0011716944,0.0035896574,0.99999774,9.367794e-11,4.9021753e-10,-0.0020653647,160,3
1771685122656000,1771685122656000,1771685122656000,0.99999225,0.0010870578,0.0011758403,0.0035889123,0.99999774,9.367794e-11,4.9021753e-10,-0.0020653647,160,3
1771685122660000,1771685122660000,1771685122660000,0.99999225,0.0010938005,0.0011687462,0.0035876406,0.99999774,9.367794e-11,4.9021753e-10,-0.0020653647,160,3
1771685122664000,1771685122664000,1771685122664000,0.99999225,0.0010829347,0.0011811719,0.0035827395,0.99999774,9.367794e-11,4.9021753e-10,-0.0020653647,160,3
1771685122668000,1771685122668000,1771685122668000,0.9999923,0.0010747301,0.0011920161,0.0035714419,0.99999774,9.367794e-11,4.9021753e-10,-0.0020653647,160,3
1771685122672000,1771685122672000,1771685122672000,0.9999923,0.0010745581,0.0011880052,0.0035590925,0.99999774,9.367794e-11,4.9021753e-10,-0.0020653647,160,3
1771685122676000,1771685122676000,1771685122676000,0.9999923,0.0010733148,0.0011914292,0.0035637969,0.99999774,9.367794e-11,4.9021753e-10,-0.0020653647,160,3
1771685122680000,1771685122680000,1771685122680000,0.99999225,0.0010737021,0.0011890098,0.003585576,0.99999774,9.367794e-11,4.9021753e-10,-0.0020653647,160,3
1771685122684000,1771685122684000,1771685122684000,0.9999922,0.0010741003,0.0011828643,0.003605221,0.99999774,9.367794e-11,4.9021753e-10,-0.0020653647,160,3
1771685122688000,1771685122688000,1771685122688000,0.99999213,0.0010627002,0.0011953504,0.0036206774,0.99999774,9.367794e-11,4.9021753e-10,-0.0020653647,160,3
1771685122692000,1771685122692000,1771685122692000,0.999992,0.0010502288,0.0012110232,0.0036409318,0.99999774,9.367794e-11,4.9021753e-10,-0.0020653647,160,3
1771685122696000,1771685122696000,1771685122696000,0.9999921,0.0010415107,0.0012208818,0.0036525056,0.99999774,9.367794e-11,4.9021753e-10,-0.0020653647,160,3
1771685122700000,1771685122700000,1771685122700000,0.999992,0.0010285678,0.0012163575,0.0036507533,0.99999774,9.367794e-11,4.9021753e-10,-0.0020653647,160,3
1771685122704000,1771685122704000,1771685122704000,0.99999213,0.0010199158,0.0011985303,0.0036464962,0.99999774,9.367794e-11,4.9021753e-10,-0.0020653647,160,3
1771685122708000,1771685122708000,1771685122708000,0.9999921,0.0010224286,0.0011866015,0.0036432962,0.99999774,9.367794e-11,4.9021753e-10,-0.0020653647,160,3
1771685122712000,1771685122712000,1771685122712000,0.9999921,0.001034566,0.0011656677,0.0036502338,0.99999774,9.367794e-11,4.9021753e-10,-0.0020653647,160,3
