timestamp,pub_timestamp,publisher_id,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
1771685121748000,1771685121748000,60,0,1,1,1,1,1,1,0,0,0,1,1
1771685122748000,1771685122748000,60,0,1,1,1,1,1,1,0,0,0,1,1
1771685123748000,1771685123748000,60,0,1,1,1,1,1,1,0,0,0,1,1
1771685124468000,1771685124468000,60,0,1,0,0,1,1,1,0,0,0,1,0
1771685124564000,1771685124564000,60,0,0,0,0,1,0,1,0,0,0,1,0
1771685125564000,1771685125564000,60,0,0,0,0,1,0,0,0,0,0,1,0
1771685126564000,1771685126564000,60,0,0,0,0,1,0,0,0,0,0,1,0
1771685126652000,1771685126652000,60,0,0,0,0,0,0,0,0,0,0,1,0
1771685127652000,1771685127652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685128652000,1771685128652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685129652000,1771685129652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685130652000,1771685130652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685131652000,1771685131652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685132652000,1771685132652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685133652000,1771685133652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685134652000,1771685134652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685135652000,1771685135652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685136652000,1771685136652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685137652000,1771685137652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685138652000,1771685138652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685139652000,1771685139652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685140652000,1771685140652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685141652000,1771685141652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685142652000,1771685142652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685143652000,1771685143652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685144652000,1771685144652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685145652000,1771685145652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685146652000,1771685146652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685147652000,1771685147652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685148652000,1771685148652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685149652000,1771685149652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685150652000,1771685150652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685151652000,1771685151652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685152652000,1771685152652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685153652000,1771685153652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685154652000,1771685154652000,60,0,0,0,0,0,0,0,1,0,0,1,0
1771685155652000,1771685155652000,60,0,0,0,0,0,0,0,1,0,1,1,0
1771685156652000,1771685156652000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685157652000,1771685157652000,60,0,0,0,0,0,0,0,0,1,1,1,0
1771685158652000,1771685158652000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685159652000,1771685159652000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685160652000,1771685160652000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685161652000,1771685161652000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685162652000,1771685162652000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685163652000,1771685163652000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685164652000,1771685164652000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685165652000,1771685165652000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685166652000,1771685166652000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685167652000,1771685167652000,60,0,0,0,0,0,0,0,0,1,0,1,0
1771685168652000,1771685168652000,60,0,0,0,0,0,0,0,0,1,0,1,0
