timestamp,pub_timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],publisher_id,quat_reset_counter
1771685122640000,1771685122640000,0,0.9999869,0.0012833483,-0.00046405898,-0.0049351105,0.0,0.0,0.0,0.0,25,0
1771685122648000,1771685122648000,0,0.9999869,0.0012833483,-0.00046405898,-0.0049351105,0.0,0.0,0.0,0.0,25,0
1771685122656000,1771685122656000,0,0.9999869,0.0012833483,-0.00046405898,-0.0049351105,0.0,0.0,0.0,0.0,25,0
1771685122664000,1771685122664000,0,0.9999869,0.0012833483,-0.00046405898,-0.0049351105,0.0,0.0,0.0,0.0,25,0
1771685122672000,1771685122672000,0,0.9999869,0.0012833483,-0.00046405898,-0.0049351105,0.0,0.0,0.0,0.0,25,0
1771685122680000,1771685122680000,0,0.9999869,0.0012833483,-0.00046405898,-0.0049351105,0.0,0.0,0.0,0.0,25,0
1771685122688000,1771685122688000,0,0.9999869,0.0012833483,-0.00046405898,-0.0049351105,0.0,0.0,0.0,0.0,25,0
1771685122696000,1771685122696000,0,0.9999869,0.0012833483,-0.00046405898,-0.0049351105,0.0,0.0,0.0,0.0,25,0
1771685122704000,1771685122704000,0,0.9999869,0.0012833483,-0.00046405898,-0.0049351105,0.0,0.0,0.0,0.0,25,0
1771685122712000,1771685122712000,0,0.9999869,0.0012833483,-0.00046405898,-0.0049351105,0.0,0.0,0.0,0.0,25,0
1771685122720000,1771685122720000,0,0.9999869,0.0012833483,-0.00046405898,-0.0049351105,0.0,0.0,0.0,0.0,25,0
1771685122728000,1771685122728000,0,0.9999869,0.0012833483,-0.00046405898,-0.0049351105,0.0,0.0,0.0,0.0,25,0
1771685122736000,1771685122736000,0,0.9999869,0.0012833483,-0.00046405898,-0.0049351105,0.0,0.0,0.0,0.0,25,0
1771685122744000,1771685122744000,0,0.9999869,0.0012833483,-0.00046405898,-0.0049351105,0.0,0.0,0.0,0.0,25,0
1771685122752000,1771685122752000,0,0.9999869,0.0012833483,-0.00046405898,-0.0049351105,0.0,0.0,0.0,0.0,25,0
