timestamp,pub_timestamp,time_estimate,safe_time_estimate,publisher_id,valid
1771685120920000,1771685120920000,0.0,0.0,96,0
1771685122924000,1771685122924000,0.0,0.0,96,0
1771685124940000,1771685124940000,0.14448299,100.15893,96,1
1771685126956000,1771685126956000,0.11719512,100.128914,96,1
1771685128972000,1771685128972000,1.4296197,101.57258,96,1
1771685130988000,1771685130988000,3.3275402,103.66029,96,1
1771685133004000,1771685133004000,5.3412666,105.8754,96,1
1771685135020000,1771685135020000,7.4856873,108.23425,96,1
1771685137036000,1771685137036000,11.327082,112.45979,96,1
1771685139052000,1771685139052000,15.320696,116.85277,96,1
1771685141068000,1771685141068000,19.335642,121.26921,96,1
1771685143084000,1771685143084000,23.347635,125.6824,96,1
1771685145100000,1771685145100000,27.348011,130.08281,96,1
1771685147116000,1771685147116000,31.365488,134.50204,96,1
1771685149132000,1771685149132000,35.39269,138.93196,96,1
1771685151148000,1771685151148000,39.34433,143.27876,96,1
1771685153164000,1771685153164000,41.747547,145.9223,96,1
1771685155180000,1771685155180000,42.657635,146.9234,96,1
1771685157196000,1771685157196000,43.63899,148.00288,96,1
1771685159212000,1771685159212000,45.745495,150.32004,96,1
1771685161228000,1771685161228000,47.71059,152.48166,96,1
1771685163244000,1771685163244000,49.745384,154.71992,96,1
1771685165260000,1771685165260000,51.795452,156.975,96,1
1771685167276000,1771685167276000,53.84431,159.22874,96,1
1771685169292000,1771685169292000,55.823055,161.40536,96,1
1771685171324000,1771685171324000,56.741,162.4151,96,1
1771685173340000,1771685173340000,56.060757,161.66684,96,1
1771685175356000,1771685175356000,53.974842,159.37233,96,1
1771685177372000,1771685177372000,52.160305,157.37634,96,1
1771685179388000,1771685179388000,50.209965,155.23096,96,1
1771685181404000,1771685181404000,48.30152,153.13168,96,1
1771685183420000,1771685183420000,46.49706,151.14676,96,1
1771685185436000,1771685185436000,45.17707,149.69478,96,1
1771685187452000,1771685187452000,45.448353,149.9932,96,1
1771685189468000,1771685189468000,46.97327,151.6706,96,1
1771685191484000,1771685191484000,48.81858,153.70044,96,1
1771685193500000,1771685193500000,50.74352,155.81787,96,1
1771685195516000,1771685195516000,52.70438,157.97482,96,1
1771685197532000,1771685197532000,54.687088,160.15579,96,1
1771685199548000,1771685199548000,56.680523,162.34857,96,1
1771685201564000,1771685201564000,58.679333,164.54727,96,1
1771685203580000,1771685203580000,60.675915,166.7435,96,1
1771685205596000,1771685205596000,62.67804,168.94585,96,1
1771685207612000,1771685207612000,64.69216,171.16138,96,1
1771685209628000,1771685209628000,66.7037,173.37407,96,1
1771685211644000,1771685211644000,68.70673,175.57741,96,1
1771685213660000,1771685213660000,70.71931,177.79123,96,1
1771685215676000,1771685215676000,72.73459,180.00806,96,1
1771685217692000,1771685217692000,74.750114,182.22513,96,1
1771685219708000,1771685219708000,76.758965,184.43486,96,1
1771685221724000,1771685221724000,78.771736,186.64891,96,1
1771685223740000,1771685223740000,80.779495,188.85745,96,1
1771685225756000,1771685225756000,82.26736,190.4941,96,1
1771685227788000,1771685227788000,82.61675,190.87843,96,1
1771685229804000,1771685229804000,81.11259,189.22385,96,1
1771685231820000,1771685231820000,79.104225,187.01465,96,1
1771685233836000,1771685233836000,77.19106,184.91017,96,1
1771685235852000,1771685235852000,75.18091,182.699,96,1
1771685237868000,1771685237868000,73.160164,180.47618,96,1
1771685239884000,1771685239884000,71.140236,178.25427,96,1
1771685241900000,1771685241900000,69.12044,176.03249,96,1
1771685243916000,1771685243916000,67.10818,173.819,96,1
1771685245932000,1771685245932000,65.09393,171.60333,96,1
1771685247948000,1771685247948000,63.081066,169.38918,96,1
1771685249964000,1771685249964000,61.06753,167.17429,96,1
1771685251980000,1771685251980000,59.048946,164.95384,96,1
1771685253996000,1771685253996000,57.02647,162.72913,96,1
1771685256012000,1771685256012000,55.010395,160.51144,96,1
1771685258028000,1771685258028000,52.99116,158.29028,96,1
1771685260044000,1771685260044000,50.978374,156.07622,96,1
1771685262060000,1771685262060000,48.965504,153.86206,96,1
1771685264076000,1771685264076000,46.94841,151.64325,96,1
1771685266092000,1771685266092000,44.938477,149.43233,96,1
1771685268108000,1771685268108000,43.688065,148.05687,96,1
1771685270124000,1771685270124000,42.31899,146.55089,96,1
1771685272140000,1771685272140000,40.33803,144.37184,96,1
1771685274156000,1771685274156000,38.331768,142.16495,96,1
1771685276172000,1771685276172000,36.31728,139.949,96,1
1771685278188000,1771685278188000,34.30324,137.73357,96,1
1771685280204000,1771685280204000,32.29242,135.52167,96,1
1771685282220000,1771685282220000,30.282572,133.31082,96,1
1771685284236000,1771685284236000,28.27529,131.10281,96,1
1771685286252000,1771685286252000,26.259909,128.8859,96,1
1771685288268000,1771685288268000,24.256042,126.68165,96,1
1771685290284000,1771685290284000,22.263449,124.48979,96,1
1771685292300000,1771685292300000,20.258728,122.2846,96,1
1771685294316000,1771685294316000,18.266418,120.09306,96,1
1771685296332000,1771685296332000,16.284037,117.912445,96,1
1771685298348000,1771685298348000,14.313273,115.7446,96,1
1771685300364000,1771685300364000,12.310384,113.54142,96,1
1771685302380000,1771685302380000,10.322734,111.35501,96,1
1771685304396000,1771685304396000,8.337544,109.171295,96,1
1771685306412000,1771685306412000,6.344523,106.97897,96,1
1771685308428000,1771685308428000,4.7089844,105.179886,96,1
1771685310444000,1771685310444000,3.542928,103.897224,96,1
1771685312460000,1771685312460000,2.6210735,102.88318,96,1
1771685314476000,1771685314476000,1.6954956,101.86504,96,1
1771685316492000,1771685316492000,0.76416016,100.840576,96,1
1771685318508000,1771685318508000,0.0743103,100.08174,96,1
1771685320524000,1771685320524000,0.17631023,100.19394,96,1
1771685322540000,1771685322540000,0.0,0.0,96,0
