timestamp,pub_timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_pressure_pa,ambient_temperature,rho,publisher_id,temperature_source,calibration_count
1771685122612000,1771685122612000,1771685122588000,6620172,487.95728,95599.68,15.0,1.1555922,126,0,1
1771685122664000,1771685122664000,1771685122640000,6620172,487.94318,95599.87,15.0,1.1555945,126,0,1
1771685122716000,1771685122716000,1771685122692000,6620172,487.98544,95599.375,15.0,1.1555885,126,0,1
1771685122768000,1771685122768000,1771685122744000,6620172,487.99014,95599.28,15.0,1.1555874,126,0,1
1771685122820000,1771685122820000,1771685122796000,6620172,487.96198,95599.61,15.0,1.1555914,126,0,1
1771685122872000,1771685122872000,1771685122848000,6620172,488.0042,95599.17,15.0,1.1555861,126,0,1
1771685122924000,1771685122924000,1771685122900000,6620172,487.97134,95599.49,15.0,1.1555899,126,0,1
1771685122976000,1771685122976000,1771685122952000,6620172,488.0042,95599.18,15.0,1.1555861,126,0,1
1771685123028000,1771685123028000,1771685123004000,6620172,487.96198,95599.63,15.0,1.1555916,126,0,1
1771685123080000,1771685123080000,1771685123056000,6620172,487.96664,95599.555,15.0,1.1555907,126,0,1
1771685123132000,1771685123132000,1771685123108000,6620172,487.94318,95599.82,15.0,1.1555939,126,0,1
1771685123184000,1771685123184000,1771685123160000,6620172,487.97134,95599.53,15.0,1.1555904,126,0,1
1771685123236000,1771685123236000,1771685123212000,6620172,487.96664,95599.555,15.0,1.1555907,126,0,1
1771685123288000,1771685123288000,1771685123264000,6620172,487.96198,95599.664,15.0,1.1555921,126,0,1
1771685123340000,1771685123340000,1771685123316000,6620172,487.96664,95599.58,15.0,1.155591,126,0,1
1771685123392000,1771685123392000,1771685123368000,6620172,487.9995,95599.2,15.0,1.1555865,126,0,1
1771685123444000,1771685123444000,1771685123420000,6620172,487.98544,95599.375,15.0,1.1555885,126,0,1
1771685123496000,1771685123496000,1771685123472000,6620172,487.98074,95599.41,15.0,1.1555889,126,0,1
1771685123548000,1771685123548000,1771685123524000,6620172,488.04648,95598.664,15.0,1.1555799,126,0,1
1771685123600000,1771685123600000,1771685123576000,6620172,488.0183,95598.96,15.0,1.1555835,126,0,1
1771685123652000,1771685123652000,1771685123628000,6620172,488.04648,95598.66,15.0,1.1555798,126,0,1
1771685123704000,1771685123704000,1771685123680000,6620172,488.0042,95599.17,15.0,1.1555861,126,0,1
1771685123756000,1771685123756000,1771685123732000,6620172,487.96664,95599.55,15.0,1.1555907,126,0,1
1771685123808000,1771685123808000,1771685123784000,6620172,487.9995,95599.21,15.0,1.1555866,126,0,1
1771685123860000,1771685123860000,1771685123836000,6620172,487.88684,95600.46,15.0,1.1556016,126,0,1
1771685123912000,1771685123912000,1771685123888000,6620172,487.915,95600.164,15.0,1.155598,126,0,1
1771685123964000,1771685123964000,1771685123940000,6620172,488.0089,95599.12,15.0,1.1555854,126,0,1
1771685124016000,1771685124016000,1771685123992000,6620172,487.97134,95599.53,15.0,1.1555904,126,0,1
1771685124068000,1771685124068000,1771685124044000,6620172,487.96664,95599.55,15.0,1.1555907,126,0,1
1771685124120000,1771685124120000,1771685124096000,6620172,487.98544,95599.36,15.0,1.1555884,126,0,1
1771685124172000,1771685124172000,1771685124148000,6620172,488.0042,95599.164,15.0,1.155586,126,0,1
1771685124224000,1771685124224000,1771685124200000,6620172,487.97134,95599.53,15.0,1.1555904,126,0,1
1771685124276000,1771685124276000,1771685124252000,6620172,487.99484,95599.266,15.0,1.1555872,126,0,1
1771685124328000,1771685124328000,1771685124304000,6620172,487.95258,95599.71,15.0,1.1555926,126,0,1
1771685124380000,1771685124380000,1771685124356000,6620172,487.9103,95600.195,15.0,1.1555984,126,0,1
1771685124432000,1771685124432000,1771685124408000,6620172,487.97134,95599.49,15.0,1.1555899,126,0,1
1771685124484000,1771685124484000,1771685124460000,6620172,487.98544,95599.336,15.0,1.155588,126,0,1
1771685124536000,1771685124536000,1771685124512000,6620172,488.0089,95599.08,15.0,1.1555849,126,0,1
1771685124588000,1771685124588000,1771685124564000,6620172,487.94788,95599.766,15.0,1.1555933,126,0,1
1771685124640000,1771685124640000,1771685124616000,6620172,487.97134,95599.49,15.0,1.1555899,126,0,1
1771685124692000,1771685124692000,1771685124668000,6620172,487.96198,95599.63,15.0,1.1555916,126,0,1
1771685124744000,1771685124744000,1771685124720000,6620172,487.98544,95599.336,15.0,1.155588,126,0,1
1771685124796000,1771685124796000,1771685124772000,6620172,488.0136,95599.04,15.0,1.1555845,126,0,1
1771685124848000,1771685124848000,1771685124824000,6620172,487.97604,95599.445,15.0,1.1555893,126,0,1
1771685124900000,1771685124900000,1771685124876000,6620172,487.99014,95599.28,15.0,1.1555874,126,0,1
1771685124952000,1771685124952000,1771685124928000,6620172,487.98544,95599.36,15.0,1.1555884,126,0,1
1771685125004000,1771685125004000,1771685124980000,6620172,487.96664,95599.555,15.0,1.1555907,126,0,1
1771685125056000,1771685125056000,1771685125032000,6620172,487.97134,95599.51,15.0,1.1555902,126,0,1
1771685125108000,1771685125108000,1771685125084000,6620172,487.97134,95599.53,15.0,1.1555904,126,0,1
1771685125160000,1771685125160000,1771685125136000,6620172,487.96664,95599.57,15.0,1.1555909,126,0,1
1771685125212000,1771685125212000,1771685125188000,6620172,487.9338,95599.92,15.0,1.1555952,126,0,1
1771685125264000,1771685125264000,1771685125240000,6620172,487.99484,95599.22,15.0,1.1555866,126,0,1
1771685125316000,1771685125316000,1771685125292000,6620172,487.99484,95599.25,15.0,1.1555871,126,0,1
1771685125368000,1771685125368000,1771685125344000,6620172,487.99484,95599.22,15.0,1.1555866,126,0,1
1771685125420000,1771685125420000,1771685125396000,6620172,487.97604,95599.445,15.0,1.1555893,126,0,1
1771685125472000,1771685125472000,1771685125448000,6620172,487.97604,95599.484,15.0,1.1555898,126,0,1
1771685125524000,1771685125524000,1771685125500000,6620172,488.0183,95598.96,15.0,1.1555835,126,0,1
1771685125576000,1771685125576000,1771685125552000,6620172,487.9338,95599.945,15.0,1.1555954,126,0,1
1771685125628000,1771685125628000,1771685125604000,6620172,487.96198,95599.64,15.0,1.1555917,126,0,1
1771685125680000,1771685125680000,1771685125656000,6620172,487.95728,95599.68,15.0,1.1555922,126,0,1
1771685125732000,1771685125732000,1771685125708000,6620172,487.9338,95599.96,15.0,1.1555957,126,0,1
1771685125784000,1771685125784000,1771685125760000,6620172,488.0136,95599.04,15.0,1.1555845,126,0,1
1771685125836000,1771685125836000,1771685125812000,6620172,487.97134,95599.54,15.0,1.1555905,126,0,1
1771685125888000,1771685125888000,1771685125864000,6620172,487.88684,95600.46,15.0,1.1556016,126,0,1
1771685125940000,1771685125940000,1771685125916000,6620172,487.99484,95599.266,15.0,1.1555872,126,0,1
1771685125992000,1771685125992000,1771685125968000,6620172,487.96664,95599.586,15.0,1.1555911,126,0,1
1771685126044000,1771685126044000,1771685126020000,6620172,487.95728,95599.67,15.0,1.1555921,126,0,1
1771685126096000,1771685126096000,1771685126072000,6620172,487.97604,95599.45,15.0,1.1555895,126,0,1
1771685126148000,1771685126148000,1771685126124000,6620172,487.99014,95599.28,15.0,1.1555874,126,0,1
1771685126200000,1771685126200000,1771685126176000,6620172,487.97134,95599.53,15.0,1.1555904,126,0,1
1771685126252000,1771685126252000,1771685126228000,6620172,487.9995,95599.21,15.0,1.1555866,126,0,1
1771685126304000,1771685126304000,1771685126280000,6620172,488.02768,95598.88,15.0,1.1555825,126,0,1
1771685126356000,1771685126356000,1771685126332000,6620172,487.99014,95599.33,15.0,1.1555879,126,0,1
1771685126408000,1771685126408000,1771685126384000,6620172,487.9197,95600.12,15.0,1.1555976,126,0,1
1771685126460000,1771685126460000,1771685126436000,6620172,488.0136,95599.01,15.0,1.1555841,126,0,1
1771685126512000,1771685126512000,1771685126488000,6620172,487.94788,95599.79,15.0,1.1555935,126,0,1
1771685126564000,1771685126564000,1771685126540000,6620172,487.96664,95599.59,15.0,1.1555911,126,0,1
