timestamp,pub_timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed,publisher_id
1771685122628000,1771685122628000,0.0015031018,-0.0687835,0.043948945,-0.0010335797,-0.0010346308,0.6988483,-0.06525087,-0.065387964,-0.0959858,0.0,0.0,-4.0,0.0071859937,-0.006151154,14
1771685122644000,1771685122644000,0.001626099,-0.06904597,0.037441388,0.0005119086,0.0005119086,0.6994881,0.06399429,0.06399429,-0.06399429,4.0,4.0,-4.0,0.0071759736,0.0047466885,14
1771685122668000,1771685122668000,0.0016700748,-0.06922737,0.042453706,-0.001033439,-0.00103455,0.6988483,-0.065231085,-0.065375924,-0.09598649,0.0,0.0,-4.0,0.0071468605,-0.0009846257,14
1771685122684000,1771685122684000,0.0018066366,-0.06946791,0.03542721,0.0005119069,0.0005119069,0.6994881,0.063994184,0.063994184,-0.063994184,4.0,4.0,-4.0,0.007145472,0.0,14
1771685122708000,1771685122708000,0.0018725835,-0.06964404,0.04019555,-0.0010255692,-0.001025554,0.6988483,-0.064222336,-0.06422043,-0.095987335,0.0,0.0,-4.0,0.007213009,0.0,14
1771685122724000,1771685122724000,0.0019760085,-0.06987979,0.034023553,0.0005119209,0.0005119209,0.69948804,0.063995056,0.063995056,-0.063995056,4.0,4.0,-4.0,0.0072890464,0.0,14
1771685122748000,1771685122748000,0.0020522072,-0.070018694,0.038792104,-0.0010256171,-0.0010255794,0.69884825,-0.06422424,-0.064219475,-0.095989384,0.0,0.0,-4.0,0.0073276623,0.0,14
1771685122764000,1771685122764000,0.002164052,-0.07020423,0.032650296,0.0005119241,0.0005119241,0.69948804,0.06399526,0.06399526,-0.06399526,4.0,4.0,-4.0,0.007295929,0.0,14
1771685122788000,1771685122788000,0.0022349409,-0.07033923,0.037418902,-0.0010256331,-0.00102558,0.69884825,-0.0642252,-0.06421852,-0.0959899,0.0,0.0,-4.0,0.007222542,0.0,14
1771685122804000,1771685122804000,0.0023803744,-0.07049007,0.03130761,0.0005119321,0.0005119321,0.69948804,0.063995756,0.063995756,-0.063995756,4.0,4.0,-4.0,0.0073307357,0.0,14
1771685122828000,1771685122828000,0.0024360297,-0.07061602,0.036076013,-0.0010256376,-0.0010255543,0.69884825,-0.064227104,-0.064216614,-0.09598924,0.0,0.0,-4.0,0.0074080615,0.0,14
1771685122844000,1771685122844000,0.0025796073,-0.07078561,0.029964723,0.0005119216,0.0005119216,0.69948804,0.0639951,0.0639951,-0.0639951,4.0,4.0,-4.0,0.0073583457,0.0,14
1771685122868000,1771685122868000,0.0026559907,-0.07092267,0.034763668,-0.0010256295,-0.0010255384,0.69884825,-0.064227104,-0.06421566,-0.09598873,0.0,0.0,-4.0,0.007361063,0.0,14
1771685122884000,1771685122884000,0.0028058835,-0.07110094,0.02865233,0.0005119092,0.0005119092,0.6994881,0.063994326,0.063994326,-0.063994326,4.0,4.0,-4.0,0.007355112,0.0,14
1771685122908000,1771685122908000,0.0029079607,-0.07124867,0.033481777,-0.0010256155,-0.0010255019,0.6988483,-0.064227104,-0.0642128,-0.09598786,0.0,0.0,-4.0,0.00750127,0.0,14
1771685122924000,1771685122924000,0.0030637367,-0.071445055,0.02740118,0.00051191554,0.00051191554,0.69948804,0.06399472,0.06399472,-0.06399472,4.0,4.0,-4.0,0.0074081547,0.0,14
1771685122948000,1771685122948000,0.0031358537,-0.071598925,0.0322307,-0.0010256513,-0.0010255073,0.69884825,-0.064229965,-0.064211845,-0.095988676,0.0,0.0,-4.0,0.0073607056,0.0,14
1771685122964000,1771685122964000,0.0032489432,-0.07180034,0.026150018,0.000511921,0.000511921,0.69948804,0.06399506,0.06399506,-0.06399506,4.0,4.0,-4.0,0.0074210144,0.0,14
