timestamp,pub_timestamp,duration,silence,frequency,publisher_id,tune_id,tune_override,volume
1771685121628000,1771685121628000,0,0,0,93,3,0,20
1771685122432000,1771685122432000,0,0,0,93,0,0,20
1771685122636000,1771685122636000,0,0,0,93,6,0,20
1771685125648000,1771685125648000,0,0,0,93,0,0,20
1771685125648000,1771685125648000,0,0,0,73,0,0,20
1771685322736000,1771685322736000,0,0,0,93,4,0,20
1771685323240000,1771685323240000,0,0,0,93,0,0,20
