timestamp,timestamp_sample,pub_timestamp,information_event_changes,publisher_id,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
1771685122492000,1771684928340000,1771685122492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685123492000,1771684928340000,1771685123492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685124492000,1771684928340000,1771685124492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685125492000,1771684928340000,1771685125492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685126492000,1771684928340000,1771685126492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685127492000,1771684928340000,1771685127492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685128492000,1771684928340000,1771685128492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685129492000,1771684928340000,1771685129492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685130492000,1771684928340000,1771685130492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685131492000,1771684928340000,1771685131492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685132492000,1771684928340000,1771685132492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685133492000,1771684928340000,1771685133492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685134492000,1771684928340000,1771685134492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685135492000,1771684928340000,1771685135492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685136492000,1771684928340000,1771685136492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685137492000,1771684928340000,1771685137492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685138492000,1771684928340000,1771685138492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685139492000,1771684928340000,1771685139492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685140492000,1771684928340000,1771685140492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685141492000,1771684928340000,1771685141492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685142492000,1771684928340000,1771685142492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685143492000,1771684928340000,1771685143492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685144492000,1771684928340000,1771685144492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685145492000,1771684928340000,1771685145492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685146492000,1771684928340000,1771685146492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685147492000,1771684928340000,1771685147492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685148492000,1771684928340000,1771685148492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685149492000,1771684928340000,1771685149492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685150492000,1771684928340000,1771685150492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685151492000,1771684928340000,1771685151492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685152492000,1771684928340000,1771685152492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685153492000,1771684928340000,1771685153492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685154492000,1771684928340000,1771685154492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685155492000,1771684928340000,1771685155492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685156492000,1771684928340000,1771685156492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685157492000,1771684928340000,1771685157492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685158492000,1771684928340000,1771685158492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685159492000,1771684928340000,1771685159492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685160492000,1771684928340000,1771685160492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685161492000,1771684928340000,1771685161492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685162492000,1771684928340000,1771685162492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685163492000,1771684928340000,1771685163492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685164492000,1771684928340000,1771685164492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685165492000,1771684928340000,1771685165492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685166492000,1771684928340000,1771685166492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685167492000,1771684928340000,1771685167492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685168492000,1771684928340000,1771685168492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685169492000,1771684928340000,1771685169492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685170492000,1771684928340000,1771685170492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685171492000,1771684928340000,1771685171492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685172492000,1771684928340000,1771685172492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685173492000,1771684928340000,1771685173492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685174492000,1771684928340000,1771685174492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685175492000,1771684928340000,1771685175492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685176492000,1771684928340000,1771685176492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685177492000,1771684928340000,1771685177492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685178492000,1771684928340000,1771685178492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685179492000,1771684928340000,1771685179492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685180492000,1771684928340000,1771685180492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685181492000,1771684928340000,1771685181492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685182492000,1771684928340000,1771685182492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685183492000,1771684928340000,1771685183492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685184492000,1771684928340000,1771685184492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685185492000,1771684928340000,1771685185492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685186492000,1771684928340000,1771685186492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685187492000,1771684928340000,1771685187492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685188492000,1771684928340000,1771685188492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685189492000,1771684928340000,1771685189492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685190492000,1771684928340000,1771685190492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685191492000,1771684928340000,1771685191492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685192492000,1771684928340000,1771685192492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685193492000,1771684928340000,1771685193492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685194492000,1771684928340000,1771685194492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685195492000,1771684928340000,1771685195492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685196492000,1771684928340000,1771685196492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685197492000,1771684928340000,1771685197492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685198492000,1771684928340000,1771685198492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685199492000,1771684928340000,1771685199492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685200492000,1771684928340000,1771685200492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685201492000,1771684928340000,1771685201492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685202492000,1771684928340000,1771685202492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685203492000,1771684928340000,1771685203492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685204492000,1771684928340000,1771685204492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685205492000,1771684928340000,1771685205492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685206492000,1771684928340000,1771685206492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685207492000,1771684928340000,1771685207492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685208492000,1771684928340000,1771685208492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685209492000,1771684928340000,1771685209492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685210492000,1771684928340000,1771685210492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685211492000,1771684928340000,1771685211492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685212492000,1771684928340000,1771685212492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685213492000,1771684928340000,1771685213492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685214492000,1771684928340000,1771685214492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685215492000,1771684928340000,1771685215492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685216492000,1771684928340000,1771685216492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685217492000,1771684928340000,1771685217492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685218492000,1771684928340000,1771685218492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685219492000,1771684928340000,1771685219492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685220492000,1771684928340000,1771685220492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685221492000,1771684928340000,1771685221492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685222492000,1771684928340000,1771685222492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685223492000,1771684928340000,1771685223492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685224492000,1771684928340000,1771685224492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685225492000,1771684928340000,1771685225492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685226492000,1771684928340000,1771685226492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685227492000,1771684928340000,1771685227492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685228492000,1771684928340000,1771685228492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685229492000,1771684928340000,1771685229492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685230492000,1771684928340000,1771685230492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685231492000,1771684928340000,1771685231492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685232492000,1771684928340000,1771685232492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685233492000,1771684928340000,1771685233492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685234492000,1771684928340000,1771685234492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685235492000,1771684928340000,1771685235492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685236492000,1771684928340000,1771685236492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685237492000,1771684928340000,1771685237492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685238492000,1771684928340000,1771685238492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685239492000,1771684928340000,1771685239492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685240492000,1771684928340000,1771685240492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685241492000,1771684928340000,1771685241492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685242492000,1771684928340000,1771685242492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685243492000,1771684928340000,1771685243492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685244492000,1771684928340000,1771685244492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685245492000,1771684928340000,1771685245492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685246492000,1771684928340000,1771685246492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685247492000,1771684928340000,1771685247492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685248492000,1771684928340000,1771685248492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685249492000,1771684928340000,1771685249492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685250492000,1771684928340000,1771685250492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685251492000,1771684928340000,1771685251492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685252492000,1771684928340000,1771685252492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685253492000,1771684928340000,1771685253492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685254492000,1771684928340000,1771685254492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685255492000,1771684928340000,1771685255492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685256492000,1771684928340000,1771685256492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685257492000,1771684928340000,1771685257492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685258492000,1771684928340000,1771685258492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685259492000,1771684928340000,1771685259492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685260492000,1771684928340000,1771685260492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685261492000,1771684928340000,1771685261492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685262492000,1771684928340000,1771685262492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685263492000,1771684928340000,1771685263492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685264492000,1771684928340000,1771685264492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685265492000,1771684928340000,1771685265492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685266492000,1771684928340000,1771685266492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685267492000,1771684928340000,1771685267492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685268492000,1771684928340000,1771685268492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685269492000,1771684928340000,1771685269492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685270492000,1771684928340000,1771685270492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685271492000,1771684928340000,1771685271492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685272492000,1771684928340000,1771685272492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685273492000,1771684928340000,1771685273492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685274492000,1771684928340000,1771685274492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685275492000,1771684928340000,1771685275492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685276492000,1771684928340000,1771685276492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685277492000,1771684928340000,1771685277492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685278492000,1771684928340000,1771685278492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685279492000,1771684928340000,1771685279492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685280492000,1771684928340000,1771685280492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685281492000,1771684928340000,1771685281492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685282492000,1771684928340000,1771685282492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685283492000,1771684928340000,1771685283492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685284492000,1771684928340000,1771685284492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685285492000,1771684928340000,1771685285492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685286492000,1771684928340000,1771685286492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685287492000,1771684928340000,1771685287492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685288492000,1771684928340000,1771685288492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685289492000,1771684928340000,1771685289492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685290492000,1771684928340000,1771685290492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685291492000,1771684928340000,1771685291492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685292492000,1771684928340000,1771685292492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685293492000,1771684928340000,1771685293492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685294492000,1771684928340000,1771685294492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685295492000,1771684928340000,1771685295492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685296492000,1771684928340000,1771685296492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685297492000,1771684928340000,1771685297492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685298492000,1771684928340000,1771685298492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685299492000,1771684928340000,1771685299492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685300492000,1771684928340000,1771685300492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1771685301492000,1771684928340000,1771685301492000,3,160,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
