timestamp,pub_timestamp,publisher_id,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_position_enabled,flag_control_velocity_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_acceleration_enabled,flag_control_attitude_enabled,flag_control_rates_enabled,flag_control_allocation_enabled,flag_control_termination_enabled,source_id
1771685162488000,1771685162488000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685162992000,1771685162992000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685163496000,1771685163496000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685164000000,1771685164000000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685164504000,1771685164504000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685165008000,1771685165008000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685165512000,1771685165512000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685166016000,1771685166016000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685166520000,1771685166520000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685167024000,1771685167024000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685167528000,1771685167528000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685168032000,1771685168032000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685168536000,1771685168536000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685169040000,1771685169040000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685169544000,1771685169544000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685170048000,1771685170048000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685170552000,1771685170552000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685171056000,1771685171056000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685171224000,1771685171224000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685171728000,1771685171728000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685172232000,1771685172232000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685172736000,1771685172736000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685173240000,1771685173240000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685173744000,1771685173744000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685174248000,1771685174248000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685174752000,1771685174752000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685175256000,1771685175256000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685175760000,1771685175760000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685176264000,1771685176264000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685176768000,1771685176768000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685177272000,1771685177272000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685177776000,1771685177776000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685178280000,1771685178280000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685178784000,1771685178784000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685179288000,1771685179288000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685179792000,1771685179792000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685180296000,1771685180296000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685180800000,1771685180800000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685181304000,1771685181304000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685181808000,1771685181808000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685182312000,1771685182312000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685182816000,1771685182816000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685183320000,1771685183320000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685183824000,1771685183824000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685184328000,1771685184328000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685184832000,1771685184832000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685185336000,1771685185336000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685185840000,1771685185840000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685186344000,1771685186344000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685186848000,1771685186848000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685187352000,1771685187352000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685187856000,1771685187856000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685188360000,1771685188360000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685188864000,1771685188864000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685189368000,1771685189368000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685189872000,1771685189872000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685190376000,1771685190376000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685190880000,1771685190880000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685191384000,1771685191384000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685191888000,1771685191888000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685192392000,1771685192392000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685192896000,1771685192896000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685193400000,1771685193400000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685193904000,1771685193904000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685194408000,1771685194408000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685194912000,1771685194912000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685195416000,1771685195416000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685195920000,1771685195920000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685196424000,1771685196424000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685196928000,1771685196928000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685197432000,1771685197432000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685197936000,1771685197936000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685198440000,1771685198440000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685198944000,1771685198944000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685199448000,1771685199448000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685199952000,1771685199952000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685200456000,1771685200456000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685200960000,1771685200960000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685201464000,1771685201464000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685201968000,1771685201968000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685202472000,1771685202472000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685202976000,1771685202976000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685203480000,1771685203480000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685203984000,1771685203984000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685204488000,1771685204488000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685204992000,1771685204992000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685205496000,1771685205496000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685206000000,1771685206000000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685206504000,1771685206504000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685207008000,1771685207008000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685207512000,1771685207512000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685208016000,1771685208016000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685208520000,1771685208520000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685209024000,1771685209024000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685209528000,1771685209528000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685210032000,1771685210032000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685210536000,1771685210536000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685211040000,1771685211040000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685211544000,1771685211544000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685212048000,1771685212048000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685212552000,1771685212552000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685213056000,1771685213056000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685213560000,1771685213560000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685214064000,1771685214064000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685214568000,1771685214568000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685215072000,1771685215072000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685215576000,1771685215576000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685216080000,1771685216080000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685216584000,1771685216584000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685217088000,1771685217088000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685217592000,1771685217592000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685218096000,1771685218096000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685218600000,1771685218600000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685219104000,1771685219104000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685219608000,1771685219608000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685220112000,1771685220112000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685220616000,1771685220616000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685221120000,1771685221120000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685221624000,1771685221624000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685222128000,1771685222128000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685222632000,1771685222632000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685223136000,1771685223136000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685223640000,1771685223640000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685224144000,1771685224144000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685224648000,1771685224648000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685225152000,1771685225152000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685225656000,1771685225656000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685226160000,1771685226160000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685226664000,1771685226664000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685226700000,1771685226700000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685226712000,1771685226712000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685226724000,1771685226724000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685227228000,1771685227228000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685227732000,1771685227732000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685228236000,1771685228236000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685228740000,1771685228740000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685229244000,1771685229244000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685229748000,1771685229748000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685230252000,1771685230252000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685230756000,1771685230756000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685231260000,1771685231260000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685231764000,1771685231764000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685232268000,1771685232268000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685232772000,1771685232772000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685233276000,1771685233276000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685233780000,1771685233780000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685234284000,1771685234284000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685234788000,1771685234788000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685235292000,1771685235292000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685235796000,1771685235796000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685236300000,1771685236300000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685236804000,1771685236804000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685237308000,1771685237308000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685237812000,1771685237812000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685238316000,1771685238316000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685238820000,1771685238820000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685239324000,1771685239324000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685239828000,1771685239828000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685240332000,1771685240332000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685240836000,1771685240836000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685241340000,1771685241340000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685241844000,1771685241844000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685242348000,1771685242348000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685242852000,1771685242852000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685243356000,1771685243356000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685243860000,1771685243860000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685244364000,1771685244364000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685244868000,1771685244868000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685245372000,1771685245372000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685245876000,1771685245876000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685246380000,1771685246380000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685246884000,1771685246884000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685247388000,1771685247388000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685247892000,1771685247892000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685248396000,1771685248396000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685248900000,1771685248900000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685249404000,1771685249404000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685249908000,1771685249908000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685250412000,1771685250412000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685250916000,1771685250916000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685251420000,1771685251420000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685251924000,1771685251924000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685252428000,1771685252428000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685252932000,1771685252932000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685253436000,1771685253436000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685253940000,1771685253940000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685254444000,1771685254444000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685254948000,1771685254948000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685255452000,1771685255452000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685255956000,1771685255956000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685256460000,1771685256460000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685256964000,1771685256964000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685257468000,1771685257468000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685257972000,1771685257972000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685258476000,1771685258476000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685258980000,1771685258980000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685259484000,1771685259484000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685259988000,1771685259988000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685260492000,1771685260492000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685260996000,1771685260996000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685261500000,1771685261500000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685262004000,1771685262004000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685262508000,1771685262508000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685263012000,1771685263012000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685263516000,1771685263516000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685264020000,1771685264020000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685264524000,1771685264524000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685265028000,1771685265028000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685265532000,1771685265532000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
1771685266036000,1771685266036000,93,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
