timestamp,pub_timestamp,imbalanced_prop_metric,motor_failure_mask,publisher_id,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
1771685122636000,1771685122636000,-0.0016284466,0,93,0,0,0,0,0,0,0,0
1771685122660000,1771685122660000,-0.0016284466,0,93,0,0,0,0,0,0,0,0
1771685122672000,1771685122672000,-0.0016284466,0,93,0,0,0,0,0,0,0,0
1771685123176000,1771685123176000,-0.001505797,0,93,0,0,0,0,0,0,0,0
1771685123680000,1771685123680000,-0.0013877739,0,93,0,0,0,0,0,0,0,0
1771685124184000,1771685124184000,-0.0015112542,0,93,0,0,0,0,0,0,0,0
1771685124688000,1771685124688000,-0.0013631767,0,93,0,0,0,0,0,0,0,0
1771685125192000,1771685125192000,-0.0013357886,0,93,0,0,0,0,0,0,0,0
1771685125696000,1771685125696000,-0.0013585051,0,93,0,0,0,0,0,0,0,0
1771685126200000,1771685126200000,-0.001490378,0,93,0,0,0,0,0,0,0,0
1771685126704000,1771685126704000,-0.003286816,0,93,0,0,0,0,0,0,0,0
1771685127208000,1771685127208000,-0.0075986707,0,93,0,0,0,0,0,0,0,0
1771685127712000,1771685127712000,-0.007899488,0,93,0,0,0,0,0,0,0,0
1771685128216000,1771685128216000,-0.008561211,0,93,0,0,0,0,0,0,0,0
1771685128720000,1771685128720000,-0.010430056,0,93,0,0,0,0,0,0,0,0
1771685129224000,1771685129224000,-0.010047339,0,93,0,0,0,0,0,0,0,0
1771685129728000,1771685129728000,-0.010137993,0,93,0,0,0,0,0,0,0,0
1771685130232000,1771685130232000,-0.011170471,0,93,0,0,0,0,0,0,0,0
1771685130736000,1771685130736000,-0.011766401,0,93,0,0,0,0,0,0,0,0
1771685131240000,1771685131240000,-0.01204816,0,93,0,0,0,0,0,0,0,0
1771685131744000,1771685131744000,-0.01219431,0,93,0,0,0,0,0,0,0,0
1771685132248000,1771685132248000,-0.012156572,0,93,0,0,0,0,0,0,0,0
1771685132752000,1771685132752000,-0.01210046,0,93,0,0,0,0,0,0,0,0
1771685133256000,1771685133256000,-0.0112688225,0,93,0,0,0,0,0,0,0,0
1771685133760000,1771685133760000,-0.011394723,0,93,0,0,0,0,0,0,0,0
1771685134264000,1771685134264000,-0.011280085,0,93,0,0,0,0,0,0,0,0
1771685134768000,1771685134768000,-0.01732468,0,93,0,0,0,0,0,0,0,0
1771685135272000,1771685135272000,-0.025257414,0,93,0,0,0,0,0,0,0,0
1771685135776000,1771685135776000,-0.029215481,0,93,0,0,0,0,0,0,0,0
1771685136280000,1771685136280000,-0.027504541,0,93,0,0,0,0,0,0,0,0
1771685136784000,1771685136784000,-0.027081262,0,93,0,0,0,0,0,0,0,0
