timestamp,pub_timestamp,command,result_param2,target_component,publisher_id,result,result_param1,target_system,from_external
1771685122628000,0,511,0,190,0,0,0,245,0
1771685122628000,0,176,0,190,0,0,0,245,0
1771685122636000,1771685122636000,176,0,190,93,0,0,245,0
1771685122636000,1771685122636000,400,0,190,93,0,0,245,0
1771685122648000,0,176,0,190,0,0,0,245,0
1771685122660000,1771685122660000,176,0,190,93,0,0,245,0
1771685226692000,0,176,0,190,0,0,0,245,0
1771685226700000,1771685226700000,176,0,190,93,0,0,245,0
