timestamp,pub_timestamp,mission_id,geofence_id,home_position_counter,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,publisher_id,valid,warning,finished,failure,item_do_jump_changed,execution_mode
1771685121624000,1771685121624000,1176699942,0,105,-1,0,2,0,0,96,1,0,0,0,0,0
1771685122672000,1771685122672000,1176699942,0,105,-1,0,2,0,0,96,1,0,0,0,0,0
1771685155228000,1771685155228000,1176699942,0,105,-1,0,2,0,0,96,1,0,0,0,0,0
1771685171212000,1771685171212000,1176699942,0,105,0,1,2,0,0,96,1,0,0,0,0,0
1771685226660000,1771685226660000,1176699942,0,105,1,1,2,0,0,96,1,0,0,0,0,0
