timestamp,pub_timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,publisher_id,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
1771685725408000,1771685725408000,1771685725408000,1310988,1310988,2.5566338e-05,1.0652655e-05,4.2610886e-06,9.0979665e-05,0.00018674842,-0.039159562,4000,4000,126,0,0,0,1
1771685725412000,1771685725412000,1771685725412000,1310988,1310988,2.8762157e-05,1.2783129e-05,2.556635e-05,0.00010534487,0.00017238321,-0.03907816,4000,4000,126,0,0,0,1
1771685725416000,1771685725416000,1771685725416000,1310988,1310988,7.4569266e-06,-9.58749e-06,5.2197927e-05,0.00020590135,0.00013407598,-0.039039854,4000,4000,126,0,0,0,1
1771685725420000,1771685725420000,1771685725420000,1310988,1310988,-2.769681e-05,-2.0240162e-05,2.7696842e-05,6.703765e-05,-0.0001292862,-0.03913083,4000,4000,126,0,0,0,1
1771685725424000,1771685725424000,1771685725424000,1310988,1310988,-2.4501083e-05,6.391511e-06,-8.522173e-06,0.0001388637,-0.0002585731,-0.039260123,4000,4000,126,0,0,0,1
1771685725428000,1771685725428000,1771685725428000,1310988,1310988,-2.1305145e-06,2.7696859e-05,-9.587435e-06,0.00030645783,-4.7877215e-06,-0.039240967,4000,4000,126,0,0,0,1
1771685725432000,1771685725432000,1771685725432000,1310988,1310988,1.0652434e-06,4.2610554e-06,-1.0652649e-05,7.661446e-05,0.00012449917,-0.039126046,4000,4000,126,0,0,0,1
1771685725436000,1771685725436000,1771685725436000,1310988,1310988,-5.3263325e-06,-6.3915813e-06,-1.2783174e-05,-4.7884034e-05,7.6615135e-05,-0.039054215,4000,4000,126,0,0,0,1
1771685725440000,1771685725440000,1771685725440000,1310988,1310988,-8.522093e-06,1.4913706e-05,-1.3848449e-05,-4.7884034e-05,0.00011971078,-0.039159562,4000,4000,126,0,0,0,1
1771685725444000,1771685725444000,1771685725444000,1310988,1310988,5.3263193e-06,4.2610477e-06,-6.391597e-06,-0.00011013328,0.0001532296,-0.03931758,4000,4000,126,0,0,0,1
1771685725448000,1771685725448000,1771685725448000,1310988,1310988,2.4501074e-05,-2.0240037e-05,4.26104e-06,3.351883e-05,0.000158018,-0.039308008,4000,4000,126,0,0,0,1
1771685725452000,1771685725452000,1771685725452000,1310988,1310988,2.1305332e-06,-6.391584e-06,-1.0652741e-06,7.182605e-05,0.00016759482,-0.039188296,4000,4000,126,0,0,0,1
1771685725456000,1771685725456000,1771685725456000,1310988,1310988,-4.1545318e-05,-1.0652619e-06,5.3263e-06,-2.873042e-05,8.6191954e-05,-0.03907816,4000,4000,126,0,0,0,1
1771685725460000,1771685725460000,1771685725460000,1310988,1310988,-5.4328477e-05,-2.9827355e-05,2.1305386e-05,1.9153615e-05,9.098036e-05,-0.03911647,4000,4000,126,0,0,0,1
1771685725464000,1771685725464000,1771685725464000,1310988,1310988,-2.7696859e-05,-3.1957912e-05,1.5979043e-05,6.2249244e-05,0.00021069044,-0.039303217,4000,4000,126,0,0,0,1
1771685725468000,1771685725468000,1771685725468000,1310988,1310988,1.2783167e-05,-2.130524e-05,1.2783257e-05,4.7884034e-05,0.000158018,-0.039437298,4000,4000,126,0,0,0,1
1771685725472000,1771685725472000,1771685725472000,1310988,1310988,3.5153687e-05,-1.5978962e-05,2.9827452e-05,8.619126e-05,7.661514e-05,-0.039394196,4000,4000,126,0,0,0,1
1771685725476000,1771685725476000,1771685725476000,1310988,1310988,3.5153662e-05,9.587377e-06,3.0892745e-05,0.00016280569,0.00010534556,-0.03923139,4000,4000,126,0,0,0,1
1771685725480000,1771685725480000,1771685725480000,1310988,1310988,3.302315e-05,2.5566362e-05,2.4501132e-05,0.00016759413,0.00016759482,-0.03914041,4000,4000,126,0,0,0,1
1771685725484000,1771685725484000,1771685725484000,1310988,1310988,2.8762182e-05,8.522098e-06,2.7696839e-05,8.140285e-05,0.00021069044,-0.039188296,4000,4000,126,0,0,0,1
1771685725488000,1771685725488000,1771685725488000,1310988,1310988,1.7044244e-05,-2.130513e-06,9.587363e-06,9.576807e-06,0.0002729397,-0.0391452,4000,4000,126,0,0,0,1
1771685725492000,1771685725492000,1771685725492000,1310988,1310988,1.704423e-05,7.4568984e-06,-2.3435807e-05,3.830723e-05,0.00031124693,-0.038987186,4000,4000,126,0,0,0,1
1771685725496000,1771685725496000,1771685725496000,1310988,1310988,2.237053e-05,-4.2610604e-06,-2.8762159e-05,0.0001436521,0.00016280639,-0.03899197,4000,4000,126,0,0,0,1
1771685725500000,1771685725500000,1771685725500000,1310988,1310988,4.2610372e-06,-9.587378e-06,-6.391603e-06,0.00014844052,9.098036e-05,-0.039130826,4000,4000,126,0,0,0,1
1771685725504000,1771685725504000,1771685725504000,1310988,1310988,-2.3435818e-05,6.391599e-06,2.1305127e-06,5.2672436e-05,0.00019153682,-0.03921703,4000,4000,126,0,0,0,1
1771685725508000,1771685725508000,1771685725508000,1310988,1310988,-2.8762142e-05,1.704423e-05,2.1305113e-06,9.576807e-06,0.00023463248,-0.039121255,4000,4000,126,0,0,0,1
1771685725512000,1771685725512000,1771685725512000,1310988,1310988,-1.2783144e-05,1.1717963e-05,2.3435809e-05,-9.576807e-05,0.00016759482,-0.03894408,4000,4000,126,0,0,0,1
1771685725516000,1771685725516000,1771685725516000,1310988,1310988,2.4965344e-11,3.1958273e-06,3.195793e-05,-0.00022505496,5.2673124e-05,-0.03904943,4000,4000,126,0,0,0,1
1771685725520000,1771685725520000,1771685725520000,1310988,1310988,-1.0652534e-06,-3.1957966e-06,9.587379e-06,-0.00011971009,-2.394133e-05,-0.039422926,4000,4000,126,0,0,0,1
1771685725524000,1771685725524000,1771685725524000,1310988,1310988,-1.810948e-05,-2.0240037e-05,2.1305254e-06,0.00020111295,-0.00010055578,-0.039614465,4000,4000,126,0,0,0,1
1771685725528000,1771685725528000,1771685725528000,1310988,1310988,-1.5978992e-05,-1.49136795e-05,1.7044229e-05,0.0003687071,4.7890953e-06,-0.03947081,4000,4000,126,0,0,0,1
1771685725532000,1771685725532000,1771685725532000,1310988,1310988,-1.0652959e-06,5.3263457e-06,1.9174751e-05,0.00016280569,0.0002585745,-0.03923139,4000,4000,126,0,0,0,1
1771685725536000,1771685725536000,1771685725536000,1310988,1310988,-8.522106e-06,-5.326336e-06,1.0652686e-06,-4.7884034e-05,0.0002729397,-0.03917872,4000,4000,126,0,0,0,1
1771685725540000,1771685725540000,1771685725540000,1310988,1310988,1.06526495e-05,-3.5153727e-05,-2.1305e-06,-6.2249244e-05,0.000158018,-0.039351102,4000,4000,126,0,0,0,1
1771685725544000,1771685725544000,1771685725544000,1310988,1310988,4.474107e-05,-3.4088484e-05,1.1718009e-05,-4.309563e-05,0.0001484412,-0.039427716,4000,4000,126,0,0,0,1
1771685725548000,1771685725548000,1771685725548000,1310988,1310988,4.2610598e-05,-5.326265e-06,-4.2609563e-06,-3.830723e-05,0.00019153682,-0.03929843,4000,4000,126,0,0,0,1
1771685725552000,1771685725552000,1771685725552000,1310988,1310988,1.1717926e-05,1.3648427e-10,-3.9414783e-05,4.7884037e-05,0.00031124693,-0.03911168,4000,4000,126,0,0,0,1
1771685725556000,1771685725556000,1771685725556000,1310988,1310988,-3.4989312e-12,-1.0652265e-06,-3.8349517e-05,0.00011013328,0.000430957,-0.03899676,4000,4000,126,0,0,0,1
1771685725560000,1771685725560000,1771685725560000,1310988,1310988,4.261114e-06,1.704422e-05,-1.5978967e-05,2.3942017e-05,0.00041180343,-0.039102107,4000,4000,126,0,0,0,1
1771685725564000,1771685725564000,1771685725564000,1310988,1310988,-9.58736e-06,1.2783186e-05,2.1305475e-06,0.000114921684,0.00034476575,-0.03929843,4000,4000,126,0,0,0,1
